Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDT37,14.15,Low Fat,0.05903503,Canned,256.4014,OUT010,1998,Medium,Tier 3,Grocery Store,3990.887791
FDQ01,19.7,Regular,0.16056791,Canned,256.4014,OUT013,1987,High,Tier 3,Supermarket Type1,5303.662959
FDG26,18.85,Low Fat,0.042649853,Canned,256.633,OUT046,1997,Small,Tier 1,Supermarket Type1,5079.408653
FDG26,18.85,Low Fat,0.042891098,Canned,257.633,OUT017,2007,Medium,Tier 2,Supermarket Type1,5382.993
FDG26,18.85,Low Fat,0.042641788,Canned,257.833,OUT035,2004,Small,Tier 2,Supermarket Type1,5382.993
FDG26,18.85,Low Fat,0.042716162,Canned,257.833,OUT049,1999,Medium,Tier 1,Supermarket Type1,3332.329
FDG26,,Low Fat,0.074674387,Canned,257.833,OUT019,1985,Small,Tier 1,Grocery Store,3452.763529
FDC02,21.35,Low Fat,0.115194717,Canned,258.3278,OUT010,1998,Medium,Tier 3,Grocery Store,520.6556
FDC02,21.35,Low Fat,0.068822477,Canned,258.3278,OUT046,1997,Small,Tier 1,Supermarket Type1,7028.8506
FDC02,21.35,Low Fat,0.068809463,Canned,258.5278,OUT035,2004,Small,Tier 2,Supermarket Type1,5206.556
FDC02,21.35,Low Fat,0.069211765,Canned,258.8278,OUT017,2007,Medium,Tier 2,Supermarket Type1,5857.531942
FDC02,,Low Fat,0.068489201,Canned,259.3278,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.2448
FDC02,21.35,Low Fat,0.068929478,Canned,259.6278,OUT049,1999,Medium,Tier 1,Supermarket Type1,5820.206207
FDC02,21.35,Low Fat,0.069102831,Canned,259.9278,OUT018,2009,Medium,Tier 3,Supermarket Type2,6768.5228
FDC02,21.35,Low Fat,0.068765205,Canned,260.4278,OUT013,1987,High,Tier 3,Supermarket Type1,3644.5892
FDC02,21.35,Low Fat,0.068962051,Canned,261.1278,OUT045,2002,Small,Tier 2,Supermarket Type1,5909.583242
FDV49,,Low Fat,0.025702129,Canned,262.6226,OUT027,1985,Medium,Tier 3,Supermarket Type3,7136.7102
FDV49,10,Low Fat,0.025822315,Canned,262.7226,OUT035,2004,Small,Tier 2,Supermarket Type1,3171.8712
FDS13,,Low Fat,0.123903191,Canned,263.0884,OUT027,1985,Medium,Tier 3,Supermarket Type3,2123.338373
FDS13,6.465,Low Fat,0,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.8724
FDV49,10,Low Fat,0.025827199,Canned,263.2226,OUT046,1997,Small,Tier 1,Supermarket Type1,3700.5164
FDV49,,Low Fat,0.045220091,Canned,263.4226,OUT019,1985,Small,Tier 1,Grocery Store,5825.344314
FDS13,6.465,Low Fat,0.124482575,Canned,263.5884,OUT035,2004,Small,Tier 2,Supermarket Type1,1823.385936
FDR25,,Regular,0.138846289,Canned,263.7884,OUT027,1985,Medium,Tier 3,Supermarket Type3,1324.942
FDS13,6.465,Low Fat,0.124758619,Canned,264.1884,OUT045,2002,Small,Tier 2,Supermarket Type1,3444.8492
FDV49,10,Low Fat,0.025973288,Canned,264.3226,OUT017,2007,Medium,Tier 2,Supermarket Type1,2828.25182
FDV49,10,Low Fat,0.025805706,Canned,264.6226,OUT013,1987,High,Tier 3,Supermarket Type1,2804.99956
FDV49,10,Low Fat,0.025867353,Canned,264.6226,OUT049,1999,Medium,Tier 1,Supermarket Type1,4757.8068
FDR25,17,Regular,0.139405824,Canned,264.6884,OUT013,1987,High,Tier 3,Supermarket Type1,4814.681996
FDV49,10,low fat,0.025932408,Canned,264.7226,OUT018,2009,Medium,Tier 3,Supermarket Type2,3171.8712
FDS13,6.465,LF,0.124506117,Canned,264.7884,OUT046,1997,Small,Tier 1,Supermarket Type1,3709.8376
FDR25,17,Regular,0.140090284,Canned,265.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,6359.7216
FDV49,10,Low Fat,0.025879577,Canned,265.2226,OUT045,2002,Small,Tier 2,Supermarket Type1,5815.0972
FDS13,6.465,Low Fat,0.208397715,Canned,265.2884,OUT010,1998,Medium,Tier 3,Grocery Store,264.9884
FDR25,17,Regular,0.140311123,Canned,265.6884,OUT017,2007,Medium,Tier 2,Supermarket Type1,2649.884
FDR25,17,Regular,0.139804885,Canned,265.7884,OUT045,2002,Small,Tier 2,Supermarket Type1,3974.826
FDS13,6.465,Low Fat,0.124699691,Canned,266.0884,OUT049,1999,Medium,Tier 1,Supermarket Type1,1875.085042
FDS13,6.465,Low Fat,0.124402507,Canned,266.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5299.768
FDR25,17,Regular,0.13973885,Canned,266.4884,OUT049,1999,Medium,Tier 1,Supermarket Type1,4938.030052
FDR25,17,Regular,0.139495548,Canned,266.5884,OUT035,2004,Small,Tier 2,Supermarket Type1,4803.922968
FDS13,,Low Fat,0.21799414,Canned,266.5884,OUT019,1985,Small,Tier 1,Grocery Store,1324.942
FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,OUT017,2007,Medium,Tier 2,Supermarket Type1,1059.9536
FDR25,17,Regular,0.139521931,Canned,266.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,5034.7796
FDT02,12.6,Low Fat,0.024174597,Dairy,33.2874,OUT013,1987,High,Tier 3,Supermarket Type1,448.7807268
FDT02,12.6,LF,0.02429329,Dairy,33.4874,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.8622
FDT02,12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,2004,Small,Tier 2,Supermarket Type1,494.0236
FDT02,12.6,Low Fat,0.024331586,Dairy,34.9874,OUT017,2007,Medium,Tier 2,Supermarket Type1,529.311
FDT02,,LF,0,Dairy,35.1874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1759.37
FDT02,12.6,Low Fat,0.024194731,Dairy,36.1874,OUT046,1997,Small,Tier 1,Supermarket Type1,423.4488
FDT02,12.6,Low Fat,0.024232347,Dairy,36.1874,OUT049,1999,Medium,Tier 1,Supermarket Type1,496.9977516
DRF51,15.75,LF,0.166776273,Dairy,36.5506,OUT017,2007,Medium,Tier 2,Supermarket Type1,633.239145
DRF51,15.75,Low Fat,0.165838224,Dairy,36.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,607.2096
FDT02,12.6,LF,0.024243799,Dairy,36.9874,OUT045,2002,Small,Tier 2,Supermarket Type1,512.645364
DRF51,15.75,Low Fat,0.166174549,Dairy,37.4506,OUT045,2002,Small,Tier 2,Supermarket Type1,1062.6168
DRF51,,Low Fat,0.165035146,Dairy,37.6506,OUT027,1985,Medium,Tier 3,Supermarket Type3,228.13686
DRF51,15.75,Low Fat,0.165700218,Dairy,37.7506,OUT013,1987,High,Tier 3,Supermarket Type1,636.1919865
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542
DRF51,15.75,Low Fat,0.165806866,Dairy,38.7506,OUT035,2004,Small,Tier 2,Supermarket Type1,640.8380475
DRF03,19.1,Low Fat,0.045270426,Dairy,38.8138,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484
DRF03,19.1,Low Fat,0.045299563,Dairy,38.8138,OUT035,2004,Small,Tier 2,Supermarket Type1,365.5242
DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,2002,Small,Tier 2,Supermarket Type1,690.4346
DRG27,8.895,Low Fat,0.105323859,Dairy,39.1138,OUT045,2002,Small,Tier 2,Supermarket Type1,609.207
DRF03,19.1,Low Fat,0.045564412,Dairy,39.1138,OUT017,2007,Medium,Tier 2,Supermarket Type1,799.3687306
DRF51,15.75,Low Fat,0.277579189,Dairy,39.6506,OUT010,1998,Medium,Tier 3,Grocery Store,655.7217975
DRF03,,Low Fat,0.045088724,Dairy,39.7138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1096.5726
DRG27,8.895,Low Fat,0.105274111,Dairy,39.9138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346
DRG27,8.895,Low Fat,0.105705241,Dairy,40.0138,OUT017,2007,Medium,Tier 2,Supermarket Type1,377.2781161
DRF03,19.1,Low Fat,0.075836522,Dairy,40.2138,OUT010,1998,Medium,Tier 3,Grocery Store,81.2276
DRF03,19.1,Low Fat,0.045492697,Dairy,40.3138,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.9794
DRG27,8.895,Low Fat,0.105023222,Dairy,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,393.7731286
DRG27,8.895,Low Fat,0.105110692,Dairy,41.1138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
DRG27,8.895,Low Fat,0.105090817,Dairy,41.5138,OUT035,2004,Small,Tier 2,Supermarket Type1,402.4991236
DRH15,8.775,Low Fat,0.109911272,Dairy,41.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998
DRG27,8.895,Low Fat,0,Dairy,42.0138,OUT018,2009,Medium,Tier 3,Supermarket Type2,568.5932
DRG27,,Low Fat,0.184035253,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,40.6138
DRG27,,Low Fat,0.104601689,Dairy,42.3138,OUT027,1985,Medium,Tier 3,Supermarket Type3,404.5231048
DRF03,19.1,Low Fat,0.045378573,Dairy,42.4138,OUT049,1999,Medium,Tier 1,Supermarket Type1,243.6828
DRF03,19.1,Low Fat,0.045308131,Dairy,42.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,649.8208
DRH15,8.775,Low Fat,0.110359004,Dairy,42.7428,OUT018,2009,Medium,Tier 3,Supermarket Type2,790.9704
FDE51,5.925,Regular,0.09646733,Dairy,42.8086,OUT046,1997,Small,Tier 1,Supermarket Type1,669.129
FDE51,5.925,Regular,0.097012989,Dairy,42.9086,OUT017,2007,Medium,Tier 2,Supermarket Type1,758.3462
FDE51,,Regular,0.168901843,Dairy,43.4086,OUT019,1985,Small,Tier 1,Grocery Store,44.6086
DRH15,8.775,low fat,0.110134175,Dairy,43.4428,OUT045,2002,Small,Tier 2,Supermarket Type1,407.8953099
FDI27,8.71,Regular,0,Dairy,43.5744,OUT017,2007,Medium,Tier 2,Supermarket Type1,498.0184
FDI27,8.71,Regular,0.046079575,Dairy,43.5744,OUT045,2002,Small,Tier 2,Supermarket Type1,407.4696
FDE51,,Regular,0.096000183,Dairy,43.7086,OUT027,1985,Medium,Tier 3,Supermarket Type3,1293.6494
FDD51,11.15,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.1313248
FDE51,5.925,Regular,0.09644909,Dairy,43.8086,OUT035,2004,Small,Tier 2,Supermarket Type1,312.2602
FDI27,8.71,Regular,0.04605781,Dairy,43.8744,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416
FDI27,,Regular,0.045763623,Dairy,43.8744,OUT027,1985,Medium,Tier 3,Supermarket Type3,1222.4088
DRH15,,Low Fat,0.19244045,Dairy,43.9428,OUT019,1985,Small,Tier 1,Grocery Store,131.8284
FDD51,11.15,Low Fat,0.120631213,Dairy,43.9744,OUT017,2007,Medium,Tier 2,Supermarket Type1,514.830288
FDE51,5.925,Regular,0.096617312,Dairy,44.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,279.6374969
DRH15,8.775,Low Fat,0.110532975,Dairy,44.2428,OUT017,2007,Medium,Tier 2,Supermarket Type1,415.4067099
FDD51,11.15,LF,0.119930029,Dairy,44.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,588.5672
FDD51,,low fat,0.210021713,Dairy,44.2744,OUT019,1985,Small,Tier 1,Grocery Store,90.5488
FDD51,11.15,Low Fat,0,Dairy,44.7744,OUT045,2002,Small,Tier 2,Supermarket Type1,181.0976
FDD51,11.15,low fat,0.119852889,Dairy,44.9744,OUT013,1987,High,Tier 3,Supermarket Type1,498.0184
DRH15,8.775,Low Fat,0.109890489,Dairy,45.0428,OUT035,2004,Small,Tier 2,Supermarket Type1,430.8231213
FDD51,11.15,Low Fat,0.120139206,Dairy,45.0744,OUT049,1999,Medium,Tier 1,Supermarket Type1,452.744
FDD51,11.15,Low Fat,0.119952711,Dairy,45.2744,OUT046,1997,Small,Tier 1,Supermarket Type1,530.050038
FDD51,,Low Fat,0.119371835,Dairy,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,905.488
FDE51,5.925,Regular,0.096662969,Dairy,45.3086,OUT045,2002,Small,Tier 2,Supermarket Type1,295.2988005
DRE03,19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,2002,Small,Tier 2,Supermarket Type1,614.5334
FDI27,8.71,Regular,0.046173643,Dairy,45.3744,OUT018,2009,Medium,Tier 3,Supermarket Type2,422.8757957
DRH15,,Low Fat,0.109379022,Dairy,45.4428,OUT027,1985,Medium,Tier 3,Supermarket Type3,415.461751
FDE51,5.925,Regular,0.161466534,Dairy,45.5086,OUT010,1998,Medium,Tier 3,Grocery Store,178.4344
DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998,Medium,Tier 3,Grocery Store,47.2718
DRE03,19.6,Low Fat,0.024222321,Dairy,45.5718,OUT035,2004,Small,Tier 2,Supermarket Type1,945.436
FDI27,8.71,Regular,0.045986314,Dairy,45.5744,OUT046,1997,Small,Tier 1,Supermarket Type1,432.6787962
FDE51,5.925,Regular,0.096387053,Dairy,45.6086,OUT013,1987,High,Tier 3,Supermarket Type1,356.8688
DRH15,8.775,Low Fat,0.110082155,Dairy,45.7428,OUT049,1999,Medium,Tier 1,Supermarket Type1,429.4905849
FDI27,8.71,Regular,0.076971662,Dairy,45.7744,OUT010,1998,Medium,Tier 3,Grocery Store,438.5645264
FDX38,10.5,Regular,0.048207017,Dairy,45.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,575.2512
DRH15,8.775,Low Fat,0,Dairy,45.9428,OUT013,1987,High,Tier 3,Supermarket Type1,790.9704
DRE03,,Low Fat,0.024109582,Dairy,46.0718,OUT027,1985,Medium,Tier 3,Supermarket Type3,1910.933172
DRE03,19.6,Low Fat,0.024363939,Dairy,46.3718,OUT017,2007,Medium,Tier 2,Supermarket Type1,661.8052
DRE03,19.6,Low Fat,0.024264569,Dairy,46.5718,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.2412
FDX38,10.5,Regular,0.080688663,Dairy,46.7376,OUT010,1998,Medium,Tier 3,Grocery Store,47.9376
FDI27,8.71,Regular,0.045977618,Dairy,46.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,448.1455264
DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1,996.4158624
FDI27,8.71,Regular,0.045948045,Dairy,47.2744,OUT013,1987,High,Tier 3,Supermarket Type1,440.5832257
FDD51,11.15,Low Fat,0,Dairy,47.2744,OUT010,1998,Medium,Tier 3,Grocery Store,569.2783248
FDX38,10.5,Regular,0.048479695,Dairy,47.5376,OUT017,2007,Medium,Tier 2,Supermarket Type1,534.084936
FDX38,10.5,Regular,0.048304782,Dairy,47.8376,OUT045,2002,Small,Tier 2,Supermarket Type1,547.501332
FDJ03,12.35,Regular,0.121174241,Dairy,47.8692,OUT010,1998,Medium,Tier 3,Grocery Store,49.2692
FDZ27,7.935,Low Fat,0.017153018,Dairy,48.135,OUT035,2004,Small,Tier 2,Supermarket Type1,420.1463475
FDZ27,7.935,Low Fat,0.017156262,Dairy,48.135,OUT046,1997,Small,Tier 1,Supermarket Type1,412.507323
FDX38,10.5,Regular,0.048403392,Dairy,48.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.3136
FDX38,10.5,Regular,0.048197901,Dairy,48.3376,OUT035,2004,Small,Tier 2,Supermarket Type1,532.92204
FDX38,,Regular,0,Dairy,48.3376,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416.88
FDJ03,12.35,Regular,0.072381223,Dairy,48.4692,OUT035,2004,Small,Tier 2,Supermarket Type1,646.4821896
FDJ03,12.35,Regular,0.072804407,Dairy,48.5692,OUT017,2007,Medium,Tier 2,Supermarket Type1,659.812582
FDJ03,12.35,Regular,0.072541731,Dairy,48.5692,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456
DRE03,19.6,Low Fat,0.024325592,Dairy,48.5718,OUT018,2009,Medium,Tier 3,Supermarket Type2,425.4462
FDZ27,7.935,Low Fat,0.017226149,Dairy,48.635,OUT018,2009,Medium,Tier 3,Supermarket Type2,420.6514103
FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,2009,Medium,Tier 3,Supermarket Type2,788.3072
DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359
FDX38,10.5,Regular,0.0481669,Dairy,48.8376,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264
FDJ03,,Regular,0.072044336,Dairy,48.8692,OUT027,1985,Medium,Tier 3,Supermarket Type3,678.3211938
FDJ03,12.35,Regular,0.072334667,Dairy,49.1692,OUT013,1987,High,Tier 3,Supermarket Type1,886.8456
FDZ27,,Low Fat,0.017073182,Dairy,49.535,OUT027,1985,Medium,Tier 3,Supermarket Type3,2901.333799
FDX38,,Regular,0.084404264,Dairy,49.5376,OUT019,1985,Small,Tier 1,Grocery Store,143.8128
FDX38,10.5,Regular,0.048281966,Dairy,49.6376,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.466488
FDZ27,7.935,LF,0.017141985,Dairy,50.035,OUT013,1987,High,Tier 3,Supermarket Type1,149.805
FDJ03,12.35,Regular,0.072507467,Dairy,50.2692,OUT049,1999,Medium,Tier 1,Supermarket Type1,670.4905896
FDJ03,12.35,Regular,0.072394912,Dairy,50.3692,OUT046,1997,Small,Tier 1,Supermarket Type1,653.162601
FDZ27,7.935,Low Fat,0.017182935,Dairy,51.235,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.895
FDZ27,,Low Fat,0,Dairy,51.235,OUT019,1985,Small,Tier 1,Grocery Store,49.935
FDZ27,7.935,Low Fat,0.017253305,Dairy,51.435,OUT017,2007,Medium,Tier 2,Supermarket Type1,499.35
FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535,OUT045,2002,Small,Tier 2,Supermarket Type1,848.895
DRG39,14.15,Low Fat,0.042352822,Dairy,51.6982,OUT018,2009,Medium,Tier 3,Supermarket Type2,1262.3568
DRG39,14.15,Low Fat,0.042145893,Dairy,51.7982,OUT013,1987,High,Tier 3,Supermarket Type1,776.9212018
FDR14,11.65,Low Fat,0.174402008,Dairy,51.9298,OUT045,2002,Small,Tier 2,Supermarket Type1,641.2811002
DRG39,14.15,Low Fat,0.042180995,Dairy,52.0982,OUT046,1997,Small,Tier 1,Supermarket Type1,578.5802
FDR14,11.65,Low Fat,0.173904193,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,269.649
FDW38,5.325,Regular,0.138895605,Dairy,52.4298,OUT049,1999,Medium,Tier 1,Supermarket Type1,298.731893
FDR14,11.65,Low Fat,0.174758034,Dairy,52.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,663.4463436
FDV38,19.25,Low Fat,0.102349519,Dairy,52.7956,OUT017,2007,Medium,Tier 2,Supermarket Type1,928.1252
DRG39,14.15,Low Fat,0.042173019,Dairy,52.7982,OUT035,2004,Small,Tier 2,Supermarket Type1,784.4492565
FDV38,19.25,Low Fat,0.101773845,Dairy,52.8956,OUT046,1997,Small,Tier 1,Supermarket Type1,1089.517121
FDR14,11.65,Low Fat,0.174049032,Dairy,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1,647.1576
FDW38,5.325,Regular,0.139244918,Dairy,53.0298,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.5086
DRG39,14.15,Low Fat,0.042419588,Dairy,53.0982,OUT017,2007,Medium,Tier 2,Supermarket Type1,826.473483
FDW38,5.325,Regular,0.139464425,Dairy,53.2298,OUT017,2007,Medium,Tier 2,Supermarket Type1,1240.3854
FDR14,,Low Fat,0.173206192,Dairy,53.3298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,862.8768
DRG39,14.15,Low Fat,0.042266539,Dairy,53.9982,OUT045,2002,Small,Tier 2,Supermarket Type1,802.2782565
FDW38,5.325,Regular,0.138961241,Dairy,54.1298,OUT045,2002,Small,Tier 2,Supermarket Type1,305.5356561
DRG39,14.15,Low Fat,0.042246575,Dairy,54.2982,OUT049,1999,Medium,Tier 1,Supermarket Type1,1104.5622
FDB39,,Low Fat,0.03833243,Dairy,54.3272,OUT027,1985,Medium,Tier 3,Supermarket Type3,1417.264702
FDV38,19.25,Low Fat,0.102188428,Dairy,54.3956,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032
FDV38,19.25,LF,0.101980245,Dairy,54.3956,OUT045,2002,Small,Tier 2,Supermarket Type1,873.5296
DRG39,,Low Fat,0.041976732,Dairy,54.4982,OUT027,1985,Medium,Tier 3,Supermarket Type3,1298.295446
FDV38,19.25,Low Fat,0.101932076,Dairy,54.5956,OUT049,1999,Medium,Tier 1,Supermarket Type1,764.3384
FDV38,19.25,Low Fat,0.101689151,Dairy,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,163.7868
FDR14,,Low Fat,0.304737387,Dairy,54.7298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596
FDW38,,Regular,0.138008431,Dairy,54.8298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1348.245
DRI39,13.8,Low Fat,0.097611115,Dairy,54.893,OUT017,2007,Medium,Tier 2,Supermarket Type1,679.116
DRI39,,Low Fat,0.096592065,Dairy,54.893,OUT027,1985,Medium,Tier 3,Supermarket Type3,3112.615
DRI39,13.8,Low Fat,0.097062093,Dairy,54.993,OUT046,1997,Small,Tier 1,Supermarket Type1,796.84857
FDV38,,Low Fat,0.178192864,Dairy,54.9956,OUT019,1985,Small,Tier 1,Grocery Store,109.1912
FDV38,,Low Fat,0.101281,Dairy,55.0956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2020.0372
FDB39,11.6,Low Fat,0.038675869,Dairy,55.1272,OUT018,2009,Medium,Tier 3,Supermarket Type2,703.423072
FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,2004,Small,Tier 2,Supermarket Type1,491.3604
FDB39,11.6,Low Fat,0.038518959,Dairy,55.3272,OUT046,1997,Small,Tier 1,Supermarket Type1,705.975072
DRI39,13.8,LF,0.097457483,Dairy,55.393,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674
FDB39,11.6,Low Fat,0.038486905,Dairy,55.4272,OUT013,1987,High,Tier 3,Supermarket Type1,675.103296
FDW38,5.325,Regular,0.23212188,Dairy,55.5298,OUT010,1998,Medium,Tier 3,Grocery Store,53.9298
FDR14,11.65,Low Fat,0.175033524,Dairy,55.5298,OUT017,2007,Medium,Tier 2,Supermarket Type1,647.1576
FDR14,11.65,Low Fat,0.174319632,Dairy,55.5298,OUT049,1999,Medium,Tier 1,Supermarket Type1,711.614387
DRI39,13.8,Low Fat,0.09698132,Dairy,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,836.229906
FDW38,5.325,Regular,0,Dairy,55.6298,OUT013,1987,High,Tier 3,Supermarket Type1,311.0401193
FDV38,19.25,Low Fat,0.170348551,Dairy,55.7956,OUT010,1998,Medium,Tier 3,Grocery Store,163.7868
FDB39,11.6,Low Fat,0.038736838,Dairy,55.8272,OUT017,2007,Medium,Tier 2,Supermarket Type1,1454.1072
FDW38,5.325,Regular,0,Dairy,55.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,485.3682
FDR14,11.65,Low Fat,0.291322397,Dairy,55.8298,OUT010,1998,Medium,Tier 3,Grocery Store,695.9463719
DRI39,13.8,Low Fat,0.162462044,Dairy,55.893,OUT010,1998,Medium,Tier 3,Grocery Store,226.372
FDR14,11.65,Low Fat,0.174016121,Dairy,55.9298,OUT035,2004,Small,Tier 2,Supermarket Type1,697.1929219
FDW38,,Regular,0,Dairy,55.9298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596
DRI39,13.8,Low Fat,0.097258937,Dairy,55.993,OUT045,2002,Small,Tier 2,Supermarket Type1,834.519672
FDB39,11.6,Low Fat,0.038578846,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264
FDQ26,13.5,Regular,0.068010049,Dairy,57.2562,OUT045,2002,Small,Tier 2,Supermarket Type1,770.3306
FDQ26,,Regular,0.067543727,Dairy,57.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073.967
FDB39,,Low Fat,0.067441726,Dairy,57.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544
DRI39,13.8,Low Fat,0.097043739,Dairy,57.493,OUT035,2004,Small,Tier 2,Supermarket Type1,1358.232
FDB39,11.6,LF,0.038511676,Dairy,57.7272,OUT035,2004,Small,Tier 2,Supermarket Type1,503.3448
FDQ26,13.5,Regular,0.067872402,Dairy,57.8562,OUT046,1997,Small,Tier 1,Supermarket Type1,355.5372
FDQ26,13.5,Regular,0,Dairy,57.8562,OUT049,1999,Medium,Tier 1,Supermarket Type1,711.0744
FDB39,11.6,Low Fat,0.038597077,Dairy,57.9272,OUT045,2002,Small,Tier 2,Supermarket Type1,615.1992
FDQ26,13.5,Regular,0.113604487,Dairy,57.9562,OUT010,1998,Medium,Tier 3,Grocery Store,829.353222
FDQ26,13.5,Regular,0.067815921,Dairy,58.0562,OUT013,1987,High,Tier 3,Supermarket Type1,822.946635
DRI39,13.8,Low Fat,0.097212998,Dairy,58.293,OUT049,1999,Medium,Tier 1,Supermarket Type1,876.843306
FDQ26,13.5,Regular,0.068148886,Dairy,58.6562,OUT018,2009,Medium,Tier 3,Supermarket Type2,711.0744
DRG15,6.13,Low Fat,0.076855207,Dairy,59.3536,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.0864
DRG15,6.13,Low Fat,0.076721393,Dairy,59.4536,OUT035,2004,Small,Tier 2,Supermarket Type1,2021.3688
FDE40,,Regular,0.173587926,Dairy,60.0194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388
DRG15,6.13,Low Fat,0.077048493,Dairy,60.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,390.2162821
DRG15,6.13,Low Fat,0,Dairy,60.1536,OUT013,1987,High,Tier 3,Supermarket Type1,1102.5648
FDQ26,13.5,Regular,0.067859568,Dairy,60.1562,OUT035,2004,Small,Tier 2,Supermarket Type1,1599.9174
FDE40,15.6,Regular,0.099297902,Dairy,60.5194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1019.630851
FDB51,6.92,Low Fat,0.038532062,Dairy,60.5852,OUT045,2002,Small,Tier 2,Supermarket Type1,1314.2892
FDQ26,13.5,Regular,0.068256316,Dairy,60.9562,OUT017,2007,Medium,Tier 2,Supermarket Type1,533.3058
FDE40,15.6,Regular,0.09914376,Dairy,61.3194,OUT046,1997,Small,Tier 1,Supermarket Type1,1023.543425
FDB51,6.92,Low Fat,0.038610722,Dairy,61.4852,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892
DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,Small,Tier 2,Supermarket Type1,796.2968
FDB51,6.92,Low Fat,0.038454076,Dairy,61.5852,OUT046,1997,Small,Tier 1,Supermarket Type1,813.6076
FDB51,6.92,Low Fat,0.038513862,Dairy,61.5852,OUT049,1999,Medium,Tier 1,Supermarket Type1,447.4780632
