Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather,,,,,,,,,,,,
12207.87293,23512,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
11203.14611,27364,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
10788.97036,31436,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
11149.6183,34447,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
14584.44812,1160,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13681.698,10210,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13446.21342,17741,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
12327.64161,19347,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
12274.95758,19612,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12630.77503,22571,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12425.38917,22771,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
12319.69625,24568,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12549.89233,25816,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
12234.88805,30297,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
14894.98259,2464,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14198.09246,11322,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14678.10533,11488,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
13167.70232,14630,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13471.00508,18910,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
12573.89994,25048,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
12383.40281,25069,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
13230.91867,25862,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
11080.51638,36855,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
11328.95887,39946,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
15053.93373,4652,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
14397.92808,5189,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
14642.32358,6224,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
13464.80288,14231,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13678.863,17971,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12507.48527,19715,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13141.04795,19898,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13594.08559,20682,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12733.85792,21386,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12230.09977,28408,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
14222.3054,8427,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14266.91258,8615,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14255.74768,16958,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13762.90145,18040,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14275.12764,18533,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
13688.00011,18766,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
13308.83375,20043,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14145.88099,20512,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
12944.93875,21684,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
12846.06159,27560,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14061.12277,4922,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13072.84163,14311,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
11699.03392,19816,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
12257.16409,21492,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
11574.17381,21525,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
11539.04853,24163,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
12243.06062,25014,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
11671.85813,25727,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
11464.62886,29410,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
10546.78275,38866,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
15553.20871,7695,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
15047.00274,12305,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
13540.04164,17343,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14077.96885,17445,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
12981.95203,20309,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
13436.00015,20530,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13161.94283,21145,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14220.01322,23069,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
12379.12647,31199,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
11581.90504,36566,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14023.93855,13776,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
12810.91058,19461,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13135.90503,21796,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13106.90042,21910,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
12845.17425,22382,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12570.13668,22479,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
12897.92954,23200,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
11961.61996,27394,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12706.91135,27521,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12487.05429,28492,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
15635.79616,1169,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
15747.80397,6048,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
14619.07856,15768,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
14185.02155,20374,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1,,,,,,,,,,,,
13699.03578,25845,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13310.05959,26143,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13530.06864,27249,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
13019.07114,27942,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12684.98623,29891,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
12553.07143,32844,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1,,,,,,,,,,,,
14997.88434,8880,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14847.04415,12980,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
15128.99224,13828,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
15000.99271,14504,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14593.8541,18790,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14304.74104,21128,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13688.94568,21611,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
13744.84985,23748,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13545.0309,27431,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
12741.19023,34815,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
16116.84392,865,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
16428.57898,9882,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
15084.8154,14824,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
15163.16986,17158,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14897.04055,18210,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14508.75009,18910,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14418.16529,19818,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14191.88228,21181,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14401.90693,21527,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14175.87908,21627,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14429.78964,6114,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14696.02899,6709,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14582.76912,7115,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
14194.8236,9561,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
14072.13523,15233,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13994.90646,17270,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13830.24902,17594,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
13159.82154,22740,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1,,,,,,,,,,,,
12495.97075,26204,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
12678.85397,28683,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1,,,,,,,,,,,,
46732.60603,3625,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1,,,,,,,,,,,,
47065.20991,5239,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1,,,,,,,,,,,,
44749.68679,12115,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1,,,,,,,,,,,,
42773.02839,14546,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1,,,,,,,,,,,,
41371.37927,20000,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1,,,,,,,,,,,,
39547.5879,23826,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1,,,,,,,,,,,,
39691.7274,25169,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1,,,,,,,,,,,,
38824.86909,25960,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1,,,,,,,,,,,,
36970.89805,30502,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1,,,,,,,,,,,,
37288.93674,32039,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1,,,,,,,,,,,,
39875.85426,7054,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1,,,,,,,,,,,,
39713.66792,8967,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1,,,,,,,,,,,,
38990.60733,9410,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1,,,,,,,,,,,,
39092.18992,10717,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1,,,,,,,,,,,,
39365.88324,11619,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1,,,,,,,,,,,,
35261.43643,21350,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1,,,,,,,,,,,,
35575.41705,22740,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1,,,,,,,,,,,,
34297.30535,24259,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1,,,,,,,,,,,,
34739.21496,25747,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1,,,,,,,,,,,,
31186.74146,34191,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1,,,,,,,,,,,,
21757.04951,1853,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,0,,,,,,,,,,,,
19528.10043,14115,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0,,,,,,,,,,,,
19075.67875,18198,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1,,,,,,,,,,,,
19409.75261,18795,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
18527.20897,19874,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0,,,,,,,,,,,,
18912.9816,21512,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0,,,,,,,,,,,,
17839.80077,25453,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1,,,,,,,,,,,,
17789.34673,26980,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0,,,,,,,,,,,,
17294.181,29368,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0,,,,,,,,,,,,
18083.3963,29420,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
20021.19521,1787,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0,,,,,,,,,,,,
18835.18976,8211,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1,,,,,,,,,,,,
18727.50838,14054,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
16805.05739,19498,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0,,,,,,,,,,,,
17154.57646,21567,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1,,,,,,,,,,,,
16644.08787,22383,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
15951.81117,26070,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
16508.59069,27460,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
15832.51835,31202,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
15554.28313,33357,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
25948.96259,636,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0,,,,,,,,,,,,
27714.05025,5379,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,0,,,,,,,,,,,,
25097.47325,14461,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
24809.04232,16111,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0,,,,,,,,,,,,
23345.32907,22964,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
22894.43868,26272,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
22064.29219,27384,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
23151.54614,27940,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0,,,,,,,,,,,,
22120.75776,28242,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1,,,,,,,,,,,,
20294.57682,33892,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0,,,,,,,,,,,,
18957.89004,5936,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
18950.90698,8687,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
17891.63378,17020,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
17801.22953,19386,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
16723.99388,19740,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
16744.03025,21829,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
16825.19088,23460,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
16543.98014,24583,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
16143.95729,26532,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
14914.20128,33906,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
19164.61063,1480,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
18800.9589,7961,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
17458.22153,15144,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
17158.922,21417,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
16472.89765,21675,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
16993.78033,23621,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
16300.46524,25697,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
15623.20027,27476,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
15138.40082,32462,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
15233.15987,32535,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
19471.97485,6608,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
18009.84603,15190,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
18273.00613,16335,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
18311.7563,17441,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
17553.75368,18451,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
18004.87041,18771,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
17663.22495,19490,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
17115.12203,24461,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
16988.30306,24905,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
16803.12275,25874,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
19446.88294,932,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
17119.45757,18277,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
17316.0966,19593,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
16860.87078,19883,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
17312.90715,21420,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
16403.25363,23133,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
16536.74388,24218,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
16341.8041,25394,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
16713.98469,26328,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
16295.21144,28239,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
18974.92203,5632,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
18324.83193,7397,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
19581.23141,7645,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
18169.37548,14754,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
17986.22409,17488,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
17173.94232,18721,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
16456.97464,20200,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
16267.09489,21452,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
16860.09433,22841,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1,,,,,,,,,,,,
16027.28649,22889,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1,,,,,,,,,,,,
17089.91883,8732,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
17463.04608,11393,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
17218.68575,14579,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
17162.47826,15903,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
16507.07027,17451,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
16752.5144,18562,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
16646.7708,20154,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
15623.91976,21272,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
15664.6249,25787,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1,,,,,,,,,,,,
15680.86443,25956,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1,,,,,,,,,,,,
