"LocID","Location","Time","AgeGrp","AgeGrpStart","AgeGrpSpan","PopMale","PopFemale","PopTotal"
"768","Togo","2020","35-39","35","5","247.805","249.497","497.302"
"776","Tonga","2020","35-39","35","5","2.773","3.3","6.073"
"780","Trinidad and Tobago","2020","35-39","35","5","62.801","63.227","126.028"
"788","Tunisia","2020","35-39","35","5","485.205","500.67","985.875"
"792","Turkey","2020","35-39","35","5","3188.251","3191.5","6379.751"
"795","Turkmenistan","2020","35-39","35","5","213.45","219.238","432.688"
"800","Uganda","2020","35-39","35","5","1077.75","1174.826","2252.576"
"804","Ukraine","2020","35-39","35","5","1828.869","1795.255","3624.124"
"784","United Arab Emirates","2020","35-39","35","5","966.919","406.649","1373.568"
"826","United Kingdom","2020","35-39","35","5","2279.836","2308.36","4588.196"
"834","United Republic of Tanzania","2020","35-39","35","5","1624.465","1634.573","3259.038"
"850","United States Virgin Islands","2020","35-39","35","5","2.225","2.818","5.043"
"840","United States of America","2020","35-39","35","5","10858.871","10756.92","21615.791"
"858","Uruguay","2020","35-39","35","5","110.535","110.995","221.53"
"860","Uzbekistan","2020","35-39","35","5","1264.608","1282.19","2546.798"
"548","Vanuatu","2020","35-39","35","5","8.871","9.135","18.006"
"862","Venezuela (Bolivarian Republic of)","2020","35-39","35","5","952.682","1010.915","1963.597"
"704","Viet Nam","2020","35-39","35","5","3915.663","3848.234","7763.897"
"887","Yemen","2020","35-39","35","5","908.535","902.587","1811.122"
"894","Zambia","2020","35-39","35","5","484.587","507.132","991.719"
"716","Zimbabwe","2020","35-39","35","5","388.501","484.101","872.602"
"4","Afghanistan","2020","40-44","40","5","868.02","790.703","1658.723"
"8","Albania","2020","40-44","40","5","75.896","76.614","152.51"
"12","Algeria","2020","40-44","40","5","1511.22","1502.809","3014.029"
"24","Angola","2020","40-44","40","5","645.763","684.932","1330.695"
"28","Antigua and Barbuda","2020","40-44","40","5","3.209","3.707","6.916"
"32","Argentina","2020","40-44","40","5","1518.156","1571.745","3089.901"
"51","Armenia","2020","40-44","40","5","86.905","103.854","190.759"
"533","Aruba","2020","40-44","40","5","3.028","3.712","6.74"
"36","Australia","2020","40-44","40","5","810.368","818.343","1628.711"
"40","Austria","2020","40-44","40","5","284.438","281.246","565.684"
"31","Azerbaijan","2020","40-44","40","5","327.657","336.548","664.205"
"44","Bahamas","2020","40-44","40","5","13.237","14.34","27.577"
"48","Bahrain","2020","40-44","40","5","101.279","47.007","148.286"
"50","Bangladesh","2020","40-44","40","5","5553.52","5671.765","11225.285"
"52","Barbados","2020","40-44","40","5","9.22","9.584","18.804"
"112","Belarus","2020","40-44","40","5","320.97","331.661","652.631"
"56","Belgium","2020","40-44","40","5","381.481","370.085","751.566"
"84","Belize","2020","40-44","40","5","11.077","11.978","23.055"
"204","Benin","2020","40-44","40","5","265.072","273.66","538.732"
"64","Bhutan","2020","40-44","40","5","27.926","22.349","50.275"
"68","Bolivia (Plurinational State of)","2020","40-44","40","5","333.313","334.572","667.885"
"70","Bosnia and Herzegovina","2020","40-44","40","5","111.798","109.005","220.803"
"72","Botswana","2020","40-44","40","5","69.073","80.002","149.075"
"76","Brazil","2020","40-44","40","5","7704.528","7956.785","15661.313"
"96","Brunei Darussalam","2020","40-44","40","5","18.729","16.911","35.64"
"100","Bulgaria","2020","40-44","40","5","275.301","259.363","534.664"
"854","Burkina Faso","2020","40-44","40","5","438.595","454.452","893.047"
"108","Burundi","2020","40-44","40","5","219.323","227.382","446.705"
"132","Cabo Verde","2020","40-44","40","5","18.883","16.901","35.784"
"116","Cambodia","2020","40-44","40","5","293.031","333.868","626.899"
"120","Cameroon","2020","40-44","40","5","602.489","600.746","1203.235"
"124","Canada","2020","40-44","40","5","1224.232","1239.077","2463.309"
"148","Chad","2020","40-44","40","5","305.919","304.121","610.04"
"830","Channel Islands","2020","40-44","40","5","5.801","5.822","11.623"
"152","Chile","2020","40-44","40","5","663.019","661.077","1324.096"
"156","China","2020","40-44","40","5","49289.359","46984.787","96274.146"
"344","China, Hong Kong SAR","2020","40-44","40","5","225.688","339.874","565.562"
"446","China, Macao SAR","2020","40-44","40","5","21.674","22.284","43.958"
"158","China, Taiwan Province of China","2020","40-44","40","5","1005.619","1026.833","2032.452"
"170","Colombia","2020","40-44","40","5","1647.786","1773.283","3421.069"
"174","Comoros","2020","40-44","40","5","21.44","21.217","42.657"
"178","Congo","2020","40-44","40","5","146.597","146.923","293.52"
"188","Costa Rica","2020","40-44","40","5","174.231","174.005","348.236"
"191","Croatia","2020","40-44","40","5","146.275","141.862","288.137"
"192","Cuba","2020","40-44","40","5","312.681","304.963","617.644"
"531","Cura̤ao","2020","40-44","40","5","3.969","5.267","9.236"
"196","Cyprus","2020","40-44","40","5","42.313","44.924","87.237"
"203","Czechia","2020","40-44","40","5","477.37","453.037","930.407"
"384","C̫te d'Ivoire","2020","40-44","40","5","600.802","584.495","1185.297"
"408","Dem. People's Republic of Korea","2020","40-44","40","5","784.832","771.599","1556.431"
"180","Democratic Republic of the Congo","2020","40-44","40","5","1796.455","1832.633","3629.088"
"208","Denmark","2020","40-44","40","5","180.646","180.32","360.966"
"262","Djibouti","2020","40-44","40","5","35.331","31.456","66.787"
"214","Dominican Republic","2020","40-44","40","5","331.702","336.561","668.263"
"218","Ecuador","2020","40-44","40","5","544.919","554.097","1099.016"
"818","Egypt","2020","40-44","40","5","3061.179","2979.326","6040.505"
"222","El Salvador","2020","40-44","40","5","164.893","216.711","381.604"
"226","Equatorial Guinea","2020","40-44","40","5","41.844","26.858","68.702"
"232","Eritrea","2020","40-44","40","5","68.861","72.384","141.245"
"233","Estonia","2020","40-44","40","5","45.678","42.895","88.573"
"748","Eswatini","2020","40-44","40","5","26.255","33.949","60.204"
"231","Ethiopia","2020","40-44","40","5","2445.523","2488.422","4933.945"
"242","Fiji","2020","40-44","40","5","29.456","27.586","57.042"
"246","Finland","2020","40-44","40","5","176.944","168.508","345.452"
"250","France","2020","40-44","40","5","1943.64","1999.757","3943.397"
"254","French Guiana","2020","40-44","40","5","9.621","9.878","19.499"
"258","French Polynesia","2020","40-44","40","5","9.658","9.256","18.914"
"266","Gabon","2020","40-44","40","5","70.585","58.259","128.844"
"270","Gambia","2020","40-44","40","5","46.492","51.229","97.721"
"268","Georgia","2020","40-44","40","5","128.334","135.614","263.948"
"276","Germany","2020","40-44","40","5","2551.802","2507.865","5059.667"
"288","Ghana","2020","40-44","40","5","822.527","803.386","1625.913"
"300","Greece","2020","40-44","40","5","396.607","383.856","780.463"
"308","Grenada","2020","40-44","40","5","3.296","3.265","6.561"
"312","Guadeloupe","2020","40-44","40","5","8.747","12.774","21.521"
"316","Guam","2020","40-44","40","5","4.89","4.77","9.66"
"320","Guatemala","2020","40-44","40","5","447.097","509.307","956.404"
"324","Guinea","2020","40-44","40","5","215.946","284.235","500.181"
"624","Guinea-Bissau","2020","40-44","40","5","41.751","46.181","87.932"
"328","Guyana","2020","40-44","40","5","22.595","22.705","45.3"
"332","Haiti","2020","40-44","40","5","302.438","324.778","627.216"
"340","Honduras","2020","40-44","40","5","285.262","294.671","579.933"
"348","Hungary","2020","40-44","40","5","409.741","404.943","814.684"
"352","Iceland","2020","40-44","40","5","10.982","10.834","21.816"
"356","India","2020","40-44","40","5","46631.243","43588.651","90219.894"
"360","Indonesia","2020","40-44","40","5","9893.522","9787.218","19680.74"
"364","Iran (Islamic Republic of)","2020","40-44","40","5","3270.956","3220.365","6491.321"
"368","Iraq","2020","40-44","40","5","1088.847","1061.171","2150.018"
"372","Ireland","2020","40-44","40","5","192.61","202.944","395.554"
"376","Israel","2020","40-44","40","5","270.334","273.338","543.672"
"380","Italy","2020","40-44","40","5","2092.329","2096.655","4188.984"
"388","Jamaica","2020","40-44","40","5","84.021","94.551","178.572"
"392","Japan","2020","40-44","40","5","4307.199","4161.222","8468.421"
"400","Jordan","2020","40-44","40","5","311.307","295.41","606.717"
"398","Kazakhstan","2020","40-44","40","5","581.18","602.521","1183.701"
"404","Kenya","2020","40-44","40","5","1362.401","1397.049","2759.45"
"296","Kiribati","2020","40-44","40","5","2.973","3.267","6.24"
"414","Kuwait","2020","40-44","40","5","340.377","174.385","514.762"
"417","Kyrgyzstan","2020","40-44","40","5","178.983","182.476","361.459"
"428","Latvia","2020","40-44","40","5","59.619","61.129","120.748"
"422","Lebanon","2020","40-44","40","5","224.488","228.53","453.018"
"426","Lesotho","2020","40-44","40","5","63.047","56.426","119.473"
"430","Liberia","2020","40-44","40","5","123.141","122.264","245.405"
"434","Libya","2020","40-44","40","5","287.068","277.482","564.55"
"440","Lithuania","2020","40-44","40","5","80.127","81.052","161.179"
"442","Luxembourg","2020","40-44","40","5","24.118","22.437","46.555"
"450","Madagascar","2020","40-44","40","5","655.981","658.09","1314.071"
"454","Malawi","2020","40-44","40","5","392.707","414.08","806.787"
"458","Malaysia","2020","40-44","40","5","1106.638","989.06","2095.698"
"462","Maldives","2020","40-44","40","5","23.424","13.344","36.768"
"466","Mali","2020","40-44","40","5","408.466","418.623","827.089"
"470","Malta","2020","40-44","40","5","16.043","15.11","31.153"
"474","Martinique","2020","40-44","40","5","7.832","10.915","18.747"
"478","Mauritania","2020","40-44","40","5","118.009","116.606","234.615"
"480","Mauritius","2020","40-44","40","5","50.064","49.288","99.352"
"175","Mayotte","2020","40-44","40","5","7.163","7.825","14.988"
"928","Melanesia","2020","40-44","40","5","325.608","314.957","640.565"
"484","Mexico","2020","40-44","40","5","4029.738","4502.226","8531.964"
"954","Micronesia","2020","40-44","40","5","14.72","15.134","29.854"
"496","Mongolia","2020","40-44","40","5","109.951","112.901","222.852"
"499","Montenegro","2020","40-44","40","5","21.204","21.67","42.874"
"504","Morocco","2020","40-44","40","5","1111.753","1248.72","2360.473"
"508","Mozambique","2020","40-44","40","5","601.645","686.053","1287.698"
"104","Myanmar","2020","40-44","40","5","1801.758","1958.227","3759.985"
"516","Namibia","2020","40-44","40","5","63.274","67.456","130.73"
"524","Nepal","2020","40-44","40","5","605.69","991.336","1597.026"
"528","Netherlands","2020","40-44","40","5","503.787","501.135","1004.922"
"540","New Caledonia","2020","40-44","40","5","9.782","9.944","19.726"
"554","New Zealand","2020","40-44","40","5","133.195","145.22","278.415"
"558","Nicaragua","2020","40-44","40","5","199.14","222.055","421.195"
"562","Niger","2020","40-44","40","5","397.511","440.514","838.025"
"566","Nigeria","2020","40-44","40","5","4785.766","4672.877","9458.643"
"807","North Macedonia","2020","40-44","40","5","78.86","75.68","154.54"
"578","Norway","2020","40-44","40","5","180.065","167.353","347.418"
"1835","Oceania (excluding Australia and New Zealand)","2020","40-44","40","5","360.283","349.878","710.161"
"512","Oman","2020","40-44","40","5","284.023","116.303","400.326"
"586","Pakistan","2020","40-44","40","5","5922.918","5692.604","11615.522"
"591","Panama","2020","40-44","40","5","144.232","143.892","288.124"
"598","Papua New Guinea","2020","40-44","40","5","260.275","250.316","510.591"
"600","Paraguay","2020","40-44","40","5","208.611","198.323","406.934"
"604","Peru","2020","40-44","40","5","1180.561","1120.269","2300.83"
"608","Philippines","2020","40-44","40","5","3297.341","3254.622","6551.963"
"616","Poland","2020","40-44","40","5","1502.714","1455.923","2958.637"
"957","Polynesia","2020","40-44","40","5","19.955","19.787","39.742"
"620","Portugal","2020","40-44","40","5","369.49","395.961","765.451"
"630","Puerto Rico","2020","40-44","40","5","93.794","102.277","196.071"
"634","Qatar","2020","40-44","40","5","196.921","58.077","254.998"
"410","Republic of Korea","2020","40-44","40","5","2015.813","1909.121","3924.934"
"498","Republic of Moldova","2020","40-44","40","5","149.505","152.172","301.677"
"642","Romania","2020","40-44","40","5","773.368","750.129","1523.497"
"643","Russian Federation","2020","40-44","40","5","5127.944","5476.691","10604.635"
"646","Rwanda","2020","40-44","40","5","292.448","316.684","609.132"
"638","R̩union","2020","40-44","40","5","26.509","30.97","57.479"
"662","Saint Lucia","2020","40-44","40","5","6.309","6.577","12.886"
"670","Saint Vincent and the Grenadines","2020","40-44","40","5","3.782","3.741","7.523"
"882","Samoa","2020","40-44","40","5","5.082","4.799","9.881"
"678","Sao Tome and Principe","2020","40-44","40","5","5.514","5.538","11.052"
"682","Saudi Arabia","2020","40-44","40","5","2293.87","1283.693","3577.563"
"686","Senegal","2020","40-44","40","5","334.461","407.505","741.966"
"688","Serbia","2020","40-44","40","5","310.901","310.651","621.552"
"690","Seychelles","2020","40-44","40","5","3.994","3.442","7.436"
"694","Sierra Leone","2020","40-44","40","5","189.857","183.262","373.119"
"702","Singapore","2020","40-44","40","5","245.431","227.84","473.271"
"703","Slovakia","2020","40-44","40","5","235.153","222.655","457.808"
"705","Slovenia","2020","40-44","40","5","83.47","74.903","158.373"
"90","Solomon Islands","2020","40-44","40","5","18.015","19.075","37.09"
"706","Somalia","2020","40-44","40","5","273.047","287.958","561.005"
"724","Spain","2020","40-44","40","5","2026.517","1974.359","4000.876"
"144","Sri Lanka","2020","40-44","40","5","730.689","793.746","1524.435"
"275","State of Palestine","2020","40-44","40","5","125.552","121.589","247.141"
"729","Sudan","2020","40-44","40","5","977.606","1049.282","2026.888"
"740","Suriname","2020","40-44","40","5","17.579","17.624","35.203"
"752","Sweden","2020","40-44","40","5","310.337","298.865","609.202"
"756","Switzerland","2020","40-44","40","5","287.248","283.607","570.855"
"760","Syrian Arab Republic","2020","40-44","40","5","533.147","561.889","1095.036"
"762","Tajikistan","2020","40-44","40","5","234.756","237.877","472.633"
"764","Thailand","2020","40-44","40","5","2580.352","2728.488","5308.84"
"626","Timor-Leste","2020","40-44","40","5","23.326","23.304","46.63"
"768","Togo","2020","40-44","40","5","205.162","209.402","414.564"
"776","Tonga","2020","40-44","40","5","2.53","2.796","5.326"
"780","Trinidad and Tobago","2020","40-44","40","5","50.492","50.753","101.245"
"788","Tunisia","2020","40-44","40","5","407.879","438.966","846.845"
"792","Turkey","2020","40-44","40","5","2977.206","3030.868","6008.074"
"795","Turkmenistan","2020","40-44","40","5","186.025","192.43","378.455"
"800","Uganda","2020","40-44","40","5","846.052","919.352","1765.404"
"804","Ukraine","2020","40-44","40","5","1627.017","1710.174","3337.191"
"784","United Arab Emirates","2020","40-44","40","5","677.914","238.107","916.021"
"826","United Kingdom","2020","40-44","40","5","2148.253","2159.877","4308.13"
"834","United Republic of Tanzania","2020","40-44","40","5","1339.311","1345.482","2684.793"
"850","United States Virgin Islands","2020","40-44","40","5","2.516","3.025","5.541"
"840","United States of America","2020","40-44","40","5","10118.582","10176.017","20294.599"
"858","Uruguay","2020","40-44","40","5","116.131","118.233","234.364"
"860","Uzbekistan","2020","40-44","40","5","1038.719","1066.681","2105.4"
"548","Vanuatu","2020","40-44","40","5","8.08","8.036","16.116"
"862","Venezuela (Bolivarian Republic of)","2020","40-44","40","5","903.88","963.84","1867.72"
"704","Viet Nam","2020","40-44","40","5","3525.539","3508.287","7033.826"
"887","Yemen","2020","40-44","40","5","694.883","667.208","1362.091"
"894","Zambia","2020","40-44","40","5","397.443","410.788","808.231"
"716","Zimbabwe","2020","40-44","40","5","339.915","397.612","737.527"
"4","Afghanistan","2020","45-49","45","5","677.226","627.51","1304.736"
"8","Albania","2020","45-49","45","5","80.264","90.245","170.509"
"12","Algeria","2020","45-49","45","5","1214.095","1220.495","2434.59"
"24","Angola","2020","45-49","45","5","520.75","561.29","1082.04"
"28","Antigua and Barbuda","2020","45-49","45","5","3.17","3.774","6.944"
"32","Argentina","2020","45-49","45","5","1278.269","1359.574","2637.843"
"51","Armenia","2020","45-49","45","5","73.107","89.222","162.329"
"533","Aruba","2020","45-49","45","5","3.477","4.054","7.531"
"36","Australia","2020","45-49","45","5","831.536","845.813","1677.349"
"40","Austria","2020","45-49","45","5","305.305","307.276","612.581"
"31","Azerbaijan","2020","45-49","45","5","296.105","320.493","616.598"
"44","Bahamas","2020","45-49","45","5","13.764","15.155","28.919"
"48","Bahrain","2020","45-49","45","5","73.44","34.995","108.435"
"50","Bangladesh","2020","45-49","45","5","4718.381","4707.604","9425.985"
"52","Barbados","2020","45-49","45","5","9.748","10.515","20.263"
"112","Belarus","2020","45-49","45","5","301.557","331.213","632.77"
"56","Belgium","2020","45-49","45","5","392.495","374.378","766.873"
"84","Belize","2020","45-49","45","5","10.098","10.805","20.903"
"204","Benin","2020","45-49","45","5","216.367","226.733","443.1"
"64","Bhutan","2020","45-49","45","5","21.405","17.924","39.329"
"68","Bolivia (Plurinational State of)","2020","45-49","45","5","283.21","287.248","570.458"
"70","Bosnia and Herzegovina","2020","45-49","45","5","115.076","111.859","226.935"
"72","Botswana","2020","45-49","45","5","52.24","59.7","111.94"
"76","Brazil","2020","45-49","45","5","6721.639","7079.054","13800.693"
"96","Brunei Darussalam","2020","45-49","45","5","16.598","15.765","32.363"
"100","Bulgaria","2020","45-49","45","5","270.608","256.713","527.321"
"854","Burkina Faso","2020","45-49","45","5","334.124","359.962","694.086"
"108","Burundi","2020","45-49","45","5","142.566","158.361","300.927"
"132","Cabo Verde","2020","45-49","45","5","15.621","13.501","29.122"
"116","Cambodia","2020","45-49","45","5","380.18","422.008","802.188"
"120","Cameroon","2020","45-49","45","5","468.356","470.252","938.608"
"124","Canada","2020","45-49","45","5","1189.671","1193.687","2383.358"
"148","Chad","2020","45-49","45","5","235.439","237.352","472.791"
"830","Channel Islands","2020","45-49","45","5","6.612","6.679","13.291"
"152","Chile","2020","45-49","45","5","621.476","632.832","1254.308"
"156","China","2020","45-49","45","5","61173.349","58664.268","119837.617"
"344","China, Hong Kong SAR","2020","45-49","45","5","233.295","330.273","563.568"
"446","China, Macao SAR","2020","45-49","45","5","21.656","27.788","49.444"
"158","China, Taiwan Province of China","2020","45-49","45","5","869.277","886.114","1755.391"
"170","Colombia","2020","45-49","45","5","1422.231","1607.487","3029.718"
"174","Comoros","2020","45-49","45","5","17.198","17.181","34.379"
"178","Congo","2020","45-49","45","5","121.075","121.219","242.294"
"188","Costa Rica","2020","45-49","45","5","149.226","153.1","302.326"
"191","Croatia","2020","45-49","45","5","134.892","133.973","268.865"
"192","Cuba","2020","45-49","45","5","473.885","470.453","944.338"
"531","Cura̤ao","2020","45-49","45","5","4.883","6.162","11.045"
"196","Cyprus","2020","45-49","45","5","39.016","40.375","79.391"
"203","Czechia","2020","45-49","45","5","444.369","423.578","867.947"
"384","C̫te d'Ivoire","2020","45-49","45","5","480.837","451.418","932.255"
"408","Dem. People's Republic of Korea","2020","45-49","45","5","1080.861","1077.024","2157.885"
"180","Democratic Republic of the Congo","2020","45-49","45","5","1467.659","1508.782","2976.441"
"208","Denmark","2020","45-49","45","5","187.736","189.505","377.241"
"262","Djibouti","2020","45-49","45","5","29.285","24.85","54.135"
"214","Dominican Republic","2020","45-49","45","5","298.598","307.628","606.226"
"218","Ecuador","2020","45-49","45","5","487.453","501.771","989.224"
"818","Egypt","2020","45-49","45","5","2426.734","2481.363","4908.097"
"222","El Salvador","2020","45-49","45","5","147.488","196.05","343.538"
"226","Equatorial Guinea","2020","45-49","45","5","27.092","19.568","46.66"
"232","Eritrea","2020","45-49","45","5","68.077","71.52","139.597"
"233","Estonia","2020","45-49","45","5","49.018","47.347","96.365"
"748","Eswatini","2020","45-49","45","5","21.771","22.424","44.195"
"231","Ethiopia","2020","45-49","45","5","2071.48","2033.228","4104.708"
"242","Fiji","2020","45-49","45","5","25.4","24.081","49.481"
"246","Finland","2020","45-49","45","5","160.15","153.958","314.108"
"250","France","2020","45-49","45","5","2169.139","2213.131","4382.27"
"254","French Guiana","2020","45-49","45","5","8.626","8.865","17.491"
"258","French Polynesia","2020","45-49","45","5","10.364","10.31","20.674"
"266","Gabon","2020","45-49","45","5","56.534","46.786","103.32"
"270","Gambia","2020","45-49","45","5","36.521","39.825","76.346"
"268","Georgia","2020","45-49","45","5","122.568","131.43","253.998"
"276","Germany","2020","45-49","45","5","2607.67","2576.014","5183.684"
"288","Ghana","2020","45-49","45","5","706.123","699.214","1405.337"
"300","Greece","2020","45-49","45","5","397.116","396.83","793.946"
"308","Grenada","2020","45-49","45","5","3.294","3.016","6.31"
"312","Guadeloupe","2020","45-49","45","5","11.923","15.863","27.786"
"316","Guam","2020","45-49","45","5","5.176","5.1","10.276"
"320","Guatemala","2020","45-49","45","5","338.571","407.018","745.589"
"324","Guinea","2020","45-49","45","5","165.71","232.548","398.258"
"624","Guinea-Bissau","2020","45-49","45","5","32.576","36.067","68.643"
"328","Guyana","2020","45-49","45","5","22.402","22.823","45.225"
"332","Haiti","2020","45-49","45","5","227.015","252.256","479.271"
"340","Honduras","2020","45-49","45","5","226.369","241.434","467.803"
"348","Hungary","2020","45-49","45","5","388.418","385.111","773.529"
"352","Iceland","2020","45-49","45","5","10.715","10.435","21.15"
"356","India","2020","45-49","45","5","40756.605","38683.675","79440.28"
"360","Indonesia","2020","45-49","45","5","9169.094","8996.891","18165.985"
"364","Iran (Islamic Republic of)","2020","45-49","45","5","2608.048","2556.247","5164.295"
"368","Iraq","2020","45-49","45","5","890.358","896.244","1786.602"
"372","Ireland","2020","45-49","45","5","181.919","185.755","367.674"
"376","Israel","2020","45-49","45","5","245.995","250.51","496.505"
"380","Italy","2020","45-49","45","5","2401.07","2431.95","4833.02"
"388","Jamaica","2020","45-49","45","5","85.311","93.547","178.858"
"392","Japan","2020","45-49","45","5","5088.697","4915.957","10004.654"
"400","Jordan","2020","45-49","45","5","276.879","257.749","534.628"
"398","Kazakhstan","2020","45-49","45","5","533.919","568.801","1102.72"
"404","Kenya","2020","45-49","45","5","1055.166","1088.429","2143.595"
"296","Kiribati","2020","45-49","45","5","2.336","2.597","4.933"
"414","Kuwait","2020","45-49","45","5","289.969","160.638","450.607"
"417","Kyrgyzstan","2020","45-49","45","5","157.279","167.697","324.976"
"428","Latvia","2020","45-49","45","5","64.627","68.512","133.139"
"422","Lebanon","2020","45-49","45","5","207.157","202.568","409.725"
"426","Lesotho","2020","45-49","45","5","45.385","45.393","90.778"
"430","Liberia","2020","45-49","45","5","99.142","99.649","198.791"
"434","Libya","2020","45-49","45","5","248.084","236.566","484.65"
"440","Lithuania","2020","45-49","45","5","94.174","100.556","194.73"
"442","Luxembourg","2020","45-49","45","5","25.299","22.746","48.045"
"450","Madagascar","2020","45-49","45","5","530.554","543.233","1073.787"
"454","Malawi","2020","45-49","45","5","304.464","325.49","629.954"
"458","Malaysia","2020","45-49","45","5","974.175","920.66","1894.835"
"462","Maldives","2020","45-49","45","5","16.85","11.031","27.881"
"466","Mali","2020","45-49","45","5","321.64","337.232","658.872"
"470","Malta","2020","45-49","45","5","14.529","13.764","28.293"
"474","Martinique","2020","45-49","45","5","10.698","14.742","25.44"
"478","Mauritania","2020","45-49","45","5","93.549","94.468","188.017"
"480","Mauritius","2020","45-49","45","5","41.592","41.146","82.738"
"175","Mayotte","2020","45-49","45","5","6.246","6.115","12.361"
"928","Melanesia","2020","45-49","45","5","275.531","267.496","543.027"
"484","Mexico","2020","45-49","45","5","3782.769","4233.025","8015.794"
"954","Micronesia","2020","45-49","45","5","14.733","14.93","29.663"
"496","Mongolia","2020","45-49","45","5","97.755","102.439","200.194"
"499","Montenegro","2020","45-49","45","5","19.893","21.155","41.048"
"504","Morocco","2020","45-49","45","5","975.16","1116.799","2091.959"
"508","Mozambique","2020","45-49","45","5","443.976","557.614","1001.59"
"104","Myanmar","2020","45-49","45","5","1628.445","1831.54","3459.985"
"516","Namibia","2020","45-49","45","5","50.791","56.036","106.827"
"524","Nepal","2020","45-49","45","5","622.553","826.074","1448.627"
"528","Netherlands","2020","45-49","45","5","572.54","573.974","1146.514"
"540","New Caledonia","2020","45-49","45","5","10.614","10.483","21.097"
"554","New Zealand","2020","45-49","45","5","148.703","164.756","313.459"
"558","Nicaragua","2020","45-49","45","5","157.274","184.568","341.842"
"562","Niger","2020","45-49","45","5","333.314","357.355","690.669"
"566","Nigeria","2020","45-49","45","5","3807.418","3771.4","7578.818"
"807","North Macedonia","2020","45-49","45","5","73.647","71.714","145.361"
"578","Norway","2020","45-49","45","5","194.631","182.881","377.512"
"1835","Oceania (excluding Australia and New Zealand)","2020","45-49","45","5","311.011","302.868","613.879"
"512","Oman","2020","45-49","45","5","206.492","78.151","284.643"
"586","Pakistan","2020","45-49","45","5","4905.18","4728.045","9633.225"
"591","Panama","2020","45-49","45","5","133.884","134.387","268.271"
"598","Papua New Guinea","2020","45-49","45","5","217.134","210.659","427.793"
"600","Paraguay","2020","45-49","45","5","163.653","157.051","320.704"
"604","Peru","2020","45-49","45","5","1047.925","997.909","2045.834"
"608","Philippines","2020","45-49","45","5","2883.722","2875.542","5759.264"
"616","Poland","2020","45-49","45","5","1291.697","1285.107","2576.804"
"957","Polynesia","2020","45-49","45","5","20.747","20.442","41.189"
"620","Portugal","2020","45-49","45","5","390.119","420.341","810.46"
"630","Puerto Rico","2020","45-49","45","5","94.521","108.652","203.173"
"634","Qatar","2020","45-49","45","5","165.003","41.799","206.802"
"410","Republic of Korea","2020","45-49","45","5","2186.422","2107.488","4293.91"
"498","Republic of Moldova","2020","45-49","45","5","126.309","134.822","261.131"
"642","Romania","2020","45-49","45","5","762.811","740.16","1502.971"
"643","Russian Federation","2020","45-49","45","5","4674.805","5095.877","9770.682"
"646","Rwanda","2020","45-49","45","5","217.295","243.667","460.962"
"638","R̩union","2020","45-49","45","5","28.629","31.218","59.847"
"662","Saint Lucia","2020","45-49","45","5","6.019","6.612","12.631"
"670","Saint Vincent and the Grenadines","2020","45-49","45","5","3.612","3.349","6.961"
"882","Samoa","2020","45-49","45","5","5.122","4.557","9.679"
"678","Sao Tome and Principe","2020","45-49","45","5","3.766","3.862","7.628"
"682","Saudi Arabia","2020","45-49","45","5","1861.908","969.318","2831.226"
"686","Senegal","2020","45-49","45","5","260.554","329.308","589.862"
"688","Serbia","2020","45-49","45","5","301.341","307.001","608.342"
"690","Seychelles","2020","45-49","45","5","3.897","3.54","7.437"
"694","Sierra Leone","2020","45-49","45","5","150.419","149.356","299.775"
"702","Singapore","2020","45-49","45","5","259.745","231.857","491.602"
"703","Slovakia","2020","45-49","45","5","204.892","198.7","403.592"
"705","Slovenia","2020","45-49","45","5","77.291","69.662","146.953"
"90","Solomon Islands","2020","45-49","45","5","15.758","15.822","31.58"
"706","Somalia","2020","45-49","45","5","237.055","255.834","492.889"
"724","Spain","2020","45-49","45","5","2012.53","1925.093","3937.623"
"144","Sri Lanka","2020","45-49","45","5","659.699","696.971","1356.67"
"275","State of Palestine","2020","45-49","45","5","101.465","99.534","200.999"
"729","Sudan","2020","45-49","45","5","826.525","873.906","1700.431"
"740","Suriname","2020","45-49","45","5","18.554","18.967","37.521"
"752","Sweden","2020","45-49","45","5","331.865","323.056","654.921"
"756","Switzerland","2020","45-49","45","5","299.517","296.216","595.733"
"760","Syrian Arab Republic","2020","45-49","45","5","405","428.865","833.865"
"762","Tajikistan","2020","45-49","45","5","200.017","209.749","409.766"
"764","Thailand","2020","45-49","45","5","2680.302","2925.115","5605.417"
"626","Timor-Leste","2020","45-49","45","5","27.514","26.644","54.158"
"768","Togo","2020","45-49","45","5","161.907","168.046","329.953"
"776","Tonga","2020","45-49","45","5","2.351","2.613","4.964"
"780","Trinidad and Tobago","2020","45-49","45","5","44.587","45.61","90.197"
"788","Tunisia","2020","45-49","45","5","352.258","373.368","725.626"
"792","Turkey","2020","45-49","45","5","2661.822","2776.683","5438.505"
"795","Turkmenistan","2020","45-49","45","5","155.193","164.173","319.366"
"800","Uganda","2020","45-49","45","5","662.255","705.745","1368"
"804","Ukraine","2020","45-49","45","5","1473.562","1595.651","3069.213"
"784","United Arab Emirates","2020","45-49","45","5","534.173","157.915","692.088"
"826","United Kingdom","2020","45-49","45","5","2128.343","2167.778","4296.121"
