Price,SpeedGHz,HDisk,RAM,Screen,Branded,Gaming,MultiCore
15940,25,107,2,14,yes,no,yes
19950,25,426,8,14,no,no,yes
27490,33,340,4,15,no,no,yes
22250,66,340,8,15,no,no,yes
19990,33,340,8,14,yes,no,yes
19940,50,240,4,15,no,no,yes
19940,33,214,4,14,yes,no,yes
23640,33,212,4,14,yes,no,no
27950,33,528,16,14,no,no,yes
15950,33,212,4,14,no,no,yes
25900,25,528,16,14,no,no,yes
21650,33,340,8,15,yes,no,yes
24950,66,426,8,14,no,no,yes
23900,33,340,8,14,yes,yes,yes
20900,25,426,8,15,no,no,yes
23740,33,120,4,14,yes,no,no
22440,33,214,4,14,no,no,yes
24980,50,340,8,15,yes,no,yes
23290,33,340,8,17,no,no,yes
25950,33,528,16,14,no,no,yes
22900,66,214,4,15,no,no,yes
24950,66,340,8,15,yes,no,yes
21900,50,214,4,14,no,no,yes
24590,33,340,4,14,no,no,no
13950,25,107,4,14,no,no,yes
23900,33,426,8,15,no,no,yes
15990,25,120,4,14,no,no,no
26440,50,426,8,14,no,no,yes
16950,25,214,4,14,no,no,yes
20950,66,340,4,15,no,no,yes
21440,66,107,2,14,no,no,yes
26990,66,245,8,15,yes,no,yes
25950,33,340,8,17,no,no,yes
19900,66,107,2,14,no,no,yes
14990,25,120,4,14,no,no,yes
19440,25,214,4,14,no,no,yes
19990,66,170,4,14,yes,yes,yes
22440,50,214,4,14,no,no,yes
22940,33,426,8,14,yes,no,yes
30150,66,340,8,17,yes,no,yes
26990,66,245,8,15,yes,no,yes
24990,33,250,8,15,yes,no,yes
31440,66,528,16,14,no,no,yes
17990,33,230,4,14,no,no,yes
22900,66,214,4,14,no,no,yes
19490,50,340,4,14,no,no,yes
23950,50,340,4,17,no,no,yes
19290,66,210,4,15,no,no,yes
17990,33,120,4,14,no,no,no
38990,66,540,16,17,yes,no,yes
33340,66,528,16,15,no,no,yes
27950,66,545,8,14,no,no,yes
14690,33,170,4,14,no,no,yes
24390,50,340,8,17,no,no,yes
16440,25,107,2,14,no,no,yes
24440,33,426,8,14,no,no,yes
22490,33,230,4,15,no,no,yes
30440,50,528,16,14,no,no,yes
24940,33,426,8,14,yes,no,yes
17890,33,120,4,14,no,no,no
29900,50,528,16,15,no,no,yes
19440,33,107,2,14,no,no,yes
20900,33,214,4,14,no,no,yes
31350,33,1370,8,14,no,no,yes
19950,33,340,8,15,no,no,yes
17900,25,214,4,15,no,no,yes
33150,66,545,8,17,no,no,yes
17900,25,214,4,14,no,no,yes
19250,33,250,4,15,no,no,yes
27050,66,545,8,15,no,no,yes
31440,50,528,16,14,no,no,yes
18900,50,107,2,15,no,no,yes
26940,66,426,8,14,yes,no,yes
20440,33,170,4,15,yes,yes,yes
19250,66,340,4,14,no,no,yes
25590,66,340,8,17,no,no,yes
12950,25,170,4,14,no,no,yes
25900,25,528,16,15,no,no,yes
20950,50,214,4,14,no,no,yes
21040,33,120,4,14,yes,no,no
26440,66,426,8,14,no,no,yes
26440,25,528,16,14,no,no,yes
19900,66,107,2,15,no,no,yes
21490,66,340,4,14,no,no,yes
24490,50,230,4,15,no,no,yes
22940,50,214,4,14,yes,no,yes
19440,33,214,4,14,no,no,yes
15440,25,170,4,15,no,no,yes
16990,33,210,4,15,no,no,yes
19950,33,340,8,14,no,no,yes
33190,66,527,4,15,no,no,no
32440,66,528,16,14,no,no,yes
22990,66,120,4,14,no,no,no
15900,33,107,2,15,no,no,yes
27740,33,340,4,14,yes,no,no
35890,66,527,8,15,no,no,no
24950,25,528,16,14,no,no,yes
18090,50,210,4,15,no,no,yes
15190,50,130,4,14,no,no,yes
12990,25,170,4,14,no,no,yes
13950,25,170,4,14,no,no,yes
17850,33,340,4,15,no,no,yes
21940,33,214,4,14,yes,no,yes
9990,33,80,2,14,no,no,yes
30650,33,545,8,17,no,no,yes
18450,50,240,4,14,no,no,yes
30440,33,528,16,14,no,no,yes
26900,33,528,16,14,no,no,yes
20990,33,120,4,14,no,no,no
16990,25,212,4,14,no,no,no
19640,25,120,4,14,yes,no,no
31940,66,528,16,14,yes,no,yes
14900,25,107,2,15,no,no,yes
22440,25,426,8,14,no,no,yes
20590,33,120,4,14,no,no,no
30940,50,528,16,14,yes,no,yes
17950,50,107,2,14,no,no,yes
28440,33,528,16,14,no,no,yes
29940,33,528,16,14,yes,no,yes
24750,33,545,8,15,no,no,yes
20490,33,212,4,14,no,no,no
30900,66,528,16,14,no,no,yes
27440,33,528,16,14,no,no,yes
27290,66,245,4,15,no,no,no
19440,50,107,2,14,no,no,yes
23440,33,426,8,14,no,no,yes
16850,33,340,4,14,no,no,yes
16950,33,107,2,14,no,no,yes
14950,33,107,2,14,no,no,yes
21950,50,340,8,14,no,no,yes
21950,66,214,4,14,no,no,yes
28900,33,528,16,15,no,no,yes
21990,50,230,8,15,no,no,yes
23950,66,340,8,15,yes,no,yes
22950,50,340,8,15,yes,no,yes
14900,25,107,2,14,no,no,yes
18950,33,170,4,14,yes,yes,yes
18900,33,214,4,14,no,no,yes
17950,33,214,4,14,no,no,yes
17990,33,170,4,14,no,no,yes
18990,50,340,4,14,no,no,yes
28750,33,1370,4,15,no,no,yes
20440,33,214,4,14,no,no,yes
23940,66,214,4,14,yes,no,yes
22440,33,426,8,14,no,no,yes
20940,66,107,2,14,yes,no,yes
23440,50,214,4,14,no,no,yes
18950,66,107,2,14,no,no,yes
26900,66,340,8,15,yes,yes,yes
18950,25,170,4,17,no,no,yes
18440,25,214,4,14,no,no,yes
27990,66,340,16,15,yes,no,yes
18940,33,107,2,14,yes,no,yes
49990,66,525,8,17,yes,no,yes
15440,25,107,2,14,no,no,yes
16900,25,170,4,14,yes,yes,yes
36490,66,450,8,15,no,no,yes
25450,33,545,8,14,no,no,yes
18900,50,107,2,14,no,no,yes
28340,66,426,8,15,no,no,yes
24900,50,340,8,15,yes,yes,yes
20440,66,107,2,14,no,no,yes
27940,33,528,16,14,yes,no,yes
12790,33,130,4,14,no,no,yes
28150,50,340,8,17,yes,no,yes
35950,66,340,16,17,yes,no,yes
23150,33,545,4,15,no,no,yes
14490,25,120,4,14,no,no,no
13690,33,130,4,14,no,no,yes
14790,50,130,4,14,no,no,yes
26490,50,340,8,15,yes,no,yes
20950,33,250,4,15,yes,no,yes
19990,33,170,4,14,no,no,yes
23900,33,426,8,14,no,no,yes
15990,66,130,4,14,no,no,yes
25950,66,340,4,17,no,no,yes
17900,33,107,2,14,no,no,yes
21900,50,340,4,14,yes,yes,yes
18790,50,170,4,14,yes,yes,yes
21940,25,426,8,14,yes,no,yes
13990,33,212,4,14,no,no,yes
19950,66,340,4,14,no,no,yes
20950,33,340,8,15,no,no,yes
26740,33,245,8,14,yes,no,no
20440,50,107,2,14,no,no,yes
29950,66,528,16,14,no,no,yes
19950,33,212,4,17,no,no,yes
23900,66,340,4,14,yes,yes,yes
13950,25,170,4,15,no,no,yes
29950,66,424,16,15,yes,no,yes
29990,66,450,16,15,yes,no,yes
29440,33,528,16,14,no,no,yes
35150,66,424,16,17,yes,no,yes
26900,33,528,16,15,no,no,yes
19900,33,212,4,14,yes,yes,yes
19940,50,107,2,14,yes,no,yes
27990,66,450,8,15,yes,no,yes
29900,50,528,16,14,no,no,yes
23590,33,245,8,14,no,no,no
23450,66,250,4,15,yes,no,yes
21750,66,250,4,15,no,no,yes
25440,50,426,8,14,no,no,yes
18990,33,120,4,14,no,no,no
24900,50,426,8,15,no,no,yes
31900,66,424,16,15,yes,yes,yes
15900,33,107,2,14,no,no,yes
25650,66,545,4,15,no,no,yes
28950,50,528,16,14,no,no,yes
31980,66,450,16,15,yes,no,yes
31990,66,340,16,15,yes,no,yes
20240,25,120,4,14,yes,no,no
17890,33,250,4,14,no,no,yes
21450,33,340,8,15,no,no,yes
18540,25,120,4,14,yes,no,no
17900,33,107,2,15,no,no,yes
24150,33,340,8,17,no,no,yes
32490,66,450,4,15,no,no,yes
18950,50,340,4,15,no,no,yes
25900,66,426,8,14,no,no,yes
21900,33,426,8,15,no,no,yes
27950,66,340,8,17,no,no,yes
28900,33,528,16,14,no,no,yes
24900,50,426,8,14,no,no,yes
21440,33,214,4,14,no,no,yes
15390,25,212,4,14,no,no,yes
26940,25,528,16,14,yes,no,yes
26990,33,240,4,14,no,no,no
25940,50,426,8,14,yes,no,yes
30440,66,245,4,15,yes,no,no
15790,50,170,4,14,no,no,yes
29990,66,424,8,15,yes,no,yes
16950,33,212,4,15,no,no,yes
18900,33,214,4,15,no,no,yes
24440,66,214,4,14,no,no,yes
17950,50,340,4,14,no,no,yes
17440,33,107,2,14,no,no,yes
14490,25,212,4,14,no,no,yes
31250,66,1370,4,15,no,no,yes
14950,33,212,4,15,no,no,yes
30900,66,528,16,15,no,no,yes
14990,33,212,4,14,no,no,yes
29950,66,340,16,15,yes,no,yes
31990,66,340,16,15,yes,no,yes
33340,66,528,16,15,no,no,yes
35950,66,452,8,14,no,no,yes
18990,33,120,4,14,no,no,no
20900,33,214,4,15,no,no,yes
32440,66,528,16,14,no,no,yes
16440,25,107,2,14,no,no,yes
30440,33,528,16,14,no,no,yes
12950,25,212,4,14,no,no,yes
17980,25,120,4,14,no,no,no
16900,25,212,4,14,yes,yes,yes
37080,66,527,8,15,no,no,no
24950,66,424,8,15,yes,no,yes
27900,50,426,8,14,yes,yes,yes
18900,33,214,4,15,no,no,yes
17950,33,214,8,14,no,no,yes
33950,33,452,8,14,no,no,yes
20950,33,212,4,17,no,no,yes
28900,33,528,16,15,no,no,yes
23440,50,214,4,14,no,no,yes
23900,25,426,8,14,yes,yes,yes
19640,25,120,4,14,yes,no,no
30150,66,424,8,17,yes,no,yes
21900,50,107,2,14,yes,yes,yes
35150,66,424,16,17,yes,no,yes
18990,25,120,4,14,no,no,no
26900,33,528,16,15,no,no,yes
24900,50,426,8,15,no,no,yes
35440,66,340,16,17,yes,no,yes
19250,66,340,4,15,no,no,yes
25450,66,340,8,17,no,no,yes
29950,66,528,8,15,no,no,yes
21250,66,340,8,15,no,no,yes
23950,50,426,8,14,no,no,yes
18250,66,340,4,14,no,no,yes
23900,33,214,4,14,yes,yes,yes
22440,50,214,4,14,no,no,yes
24750,33,340,8,17,no,no,yes
26990,66,245,8,15,yes,no,yes
21440,25,426,8,14,no,no,yes
26440,50,426,8,14,no,no,yes
27990,50,230,8,15,yes,yes,yes
20990,33,120,4,14,no,no,no
19950,33,424,8,14,no,no,yes
27050,66,340,8,17,no,no,yes
27990,66,450,8,15,yes,no,yes
32050,66,1370,8,14,no,no,yes
38990,66,527,16,17,yes,no,yes
27290,66,245,4,15,no,no,no
24440,66,214,4,14,no,no,yes
23950,50,424,4,17,no,no,yes
20950,33,212,4,17,no,no,yes
29950,66,424,16,15,yes,no,yes
23290,33,340,8,17,no,no,yes
23900,33,424,8,14,yes,yes,yes
16490,25,120,4,14,no,no,no
22900,66,107,2,14,yes,yes,yes
18280,25,120,4,14,no,no,no
23950,66,340,8,15,no,no,yes
29440,33,528,16,14,no,no,yes
18900,33,212,4,14,yes,yes,yes
26050,66,545,8,15,no,no,yes
20950,33,426,8,14,no,no,yes
20240,25,120,4,14,yes,no,no
30900,66,528,16,15,no,no,yes
25900,66,426,8,15,no,no,yes
17900,33,107,2,15,no,no,yes
37140,66,527,4,15,yes,no,no
24990,66,424,8,15,no,no,yes
31440,66,528,16,14,no,no,yes
28990,50,240,4,14,no,no,no
23900,66,424,4,14,yes,yes,yes
23750,33,545,8,15,no,no,yes
19450,33,340,4,15,no,no,yes
20900,25,214,4,14,yes,yes,yes
21680,33,212,4,14,no,no,no
28900,66,426,8,14,yes,yes,yes
25950,33,424,8,17,no,no,yes
31980,66,450,16,15,yes,no,yes
28900,25,528,16,14,yes,yes,yes
17440,33,107,2,14,no,no,yes
26850,66,545,8,14,no,no,yes
20440,66,107,2,14,no,no,yes
19990,50,245,4,15,yes,yes,yes
20950,50,214,4,14,no,no,yes
22850,66,340,8,15,no,no,yes
23640,33,212,4,14,yes,no,no
18440,25,214,4,14,no,no,yes
13490,33,212,4,14,no,no,yes
30440,50,528,16,14,no,no,yes
21490,66,245,4,15,yes,yes,yes
18900,33,107,2,14,yes,yes,yes
18180,25,212,4,14,no,no,no
29990,66,340,8,15,yes,yes,yes
19900,66,107,2,15,no,no,yes
29900,50,528,16,15,no,no,yes
15290,33,245,4,14,no,no,yes
21440,33,214,4,14,no,no,yes
17990,33,120,4,14,no,no,no
17990,33,230,4,14,no,no,yes
24390,50,340,8,17,no,no,yes
20550,33,340,8,15,no,no,yes
16950,25,214,4,14,no,no,yes
16440,33,107,2,14,no,no,yes
20650,33,340,8,15,yes,no,yes
22950,50,424,8,15,yes,no,yes
24900,33,426,8,14,yes,yes,yes
31440,50,528,16,14,no,no,yes
28440,33,528,16,14,no,no,yes
19440,33,107,2,14,no,no,yes
18990,66,245,4,15,no,no,yes
21850,25,528,8,14,no,no,yes
17950,33,214,4,14,no,no,yes
18440,33,107,2,14,no,no,yes
21900,50,214,4,15,no,no,yes
25950,33,528,16,14,no,no,yes
15950,33,340,4,14,no,no,yes
14950,33,107,4,14,no,no,yes
17950,50,424,4,14,no,no,yes
23740,33,120,4,14,yes,no,no
24980,50,320,8,15,yes,no,yes
21750,66,340,4,15,no,no,yes
19080,33,120,4,14,no,no,no
19990,33,340,8,14,yes,no,yes
15990,25,120,4,14,no,no,no
20900,25,426,8,15,no,no,yes
16700,25,212,4,14,yes,yes,yes
24780,33,245,8,14,no,no,no
25900,66,214,4,14,yes,yes,yes
17490,50,245,4,15,no,no,yes
19950,33,214,4,14,no,no,yes
19290,33,245,4,15,yes,yes,yes
33900,66,528,16,14,yes,yes,yes
20440,50,107,2,14,no,no,yes
32900,50,528,16,14,yes,yes,yes
21750,33,425,8,15,no,no,yes
14490,25,120,4,14,no,no,no
27950,33,528,16,14,no,no,yes
17950,50,107,2,14,no,no,yes
23590,33,245,8,14,no,no,no
20490,33,212,4,14,no,no,no
28950,50,528,16,14,no,no,yes
26080,33,340,4,14,no,no,no
19440,25,214,4,14,no,no,yes
24950,66,426,8,14,no,no,yes
24050,66,425,8,15,no,no,yes
21040,33,120,4,14,yes,no,no
21900,33,214,4,14,yes,yes,yes
21950,66,214,4,14,no,no,yes
35890,66,527,8,15,no,no,no
23440,66,214,4,14,no,no,yes
16950,33,340,4,15,no,no,yes
18900,33,212,4,14,yes,yes,yes
18540,25,120,4,14,yes,no,no
22990,66,120,4,14,no,no,no
30440,66,245,4,15,yes,no,no
29440,66,340,8,17,no,no,yes
21450,33,340,4,15,yes,no,yes
19440,50,107,2,14,no,no,yes
21440,66,107,2,14,no,no,yes
13950,25,107,4,14,no,no,yes
22440,33,214,4,14,no,no,yes
27440,33,528,16,14,no,no,yes
26740,33,245,8,14,yes,no,no
14950,33,107,2,14,no,no,yes
32050,66,545,8,17,no,no,yes
23900,33,426,8,15,no,no,yes
13950,25,107,2,14,no,no,yes
28150,50,424,8,17,yes,no,yes
15990,50,245,4,14,no,no,yes
21900,50,424,4,14,yes,yes,yes
36780,66,527,8,15,no,no,no
16950,33,107,2,14,no,no,yes
18950,25,212,4,17,no,no,yes
12750,25,212,4,14,no,no,yes
33990,66,527,4,15,no,no,no
17890,33,120,4,14,no,no,no
26990,33,240,4,14,no,no,no
25440,33,426,8,14,no,no,yes
27440,66,426,8,14,no,no,yes
17900,25,214,4,15,no,no,yes
14900,25,107,2,15,no,no,yes
23150,33,340,8,17,no,no,yes
22850,33,528,8,14,no,no,yes
39040,66,527,8,15,yes,no,no
16990,25,212,4,14,no,no,no
16950,25,214,8,14,no,no,yes
21380,33,212,4,14,no,no,no
18950,66,107,2,14,no,no,yes
24900,50,214,4,14,yes,yes,yes
19950,66,424,4,14,no,no,yes
26440,25,528,16,14,no,no,yes
16990,33,245,4,15,no,no,yes
15440,25,107,2,14,no,no,yes
27440,50,340,8,17,no,no,yes
24950,25,528,16,14,no,no,yes
19950,25,426,8,14,no,no,yes
15390,25,120,4,14,no,no,no
18780,33,120,4,14,no,no,no
20900,33,107,2,14,yes,yes,yes
12990,25,120,4,14,yes,no,yes
20440,33,214,4,14,no,no,yes
53990,66,1200,32,17,yes,no,yes
13950,25,107,4,14,no,no,yes
33650,66,450,16,15,yes,yes,yes
13950,25,240,4,14,no,no,yes
20140,25,212,4,14,yes,no,no
25900,25,528,16,15,no,no,yes
22950,66,340,8,15,yes,no,yes
17880,25,212,4,14,no,no,no
29750,33,545,8,17,no,no,yes
34950,50,452,8,14,no,no,yes
25780,33,340,4,14,no,no,no
14940,25,240,4,15,no,no,yes
29990,66,450,16,15,yes,no,yes
21900,33,426,8,15,no,no,yes
15900,33,107,2,15,no,no,yes
26900,33,426,8,14,yes,yes,yes
24890,33,340,4,14,no,no,no
25440,50,426,8,14,no,no,yes
28480,66,245,4,15,no,no,no
27990,66,340,16,15,yes,no,yes
20590,33,120,4,14,no,no,no
17490,33,212,4,14,yes,yes,yes
14950,33,212,4,14,no,no,yes
27440,25,528,16,14,no,no,yes
26990,66,245,8,15,yes,no,yes
17490,66,245,4,14,no,no,yes
28180,66,245,4,15,no,no,no
14950,33,212,4,14,no,no,yes
17900,25,107,2,14,yes,yes,yes
19440,33,214,4,14,no,no,yes
23440,33,426,8,14,no,no,yes
18900,50,107,2,15,no,no,yes
26440,66,426,8,14,no,no,yes
17090,25,120,4,14,no,no,no
22440,25,426,8,14,no,no,yes
28040,33,340,4,14,yes,no,no
17950,50,340,4,14,no,no,yes
22440,33,426,8,14,no,no,yes
29950,66,528,16,14,no,no,yes
25850,50,528,8,14,no,no,yes
25950,66,424,4,17,no,no,yes
25590,66,340,8,17,no,no,yes
23750,66,340,4,15,yes,no,yes
22900,66,214,4,15,no,no,yes
18950,33,340,8,15,no,no,yes
21950,50,340,8,15,no,no,yes
22950,33,426,8,14,no,no,yes
29900,33,528,16,14,yes,yes,yes
24550,33,545,8,14,no,no,yes
18940,50,340,4,15,no,no,yes
24480,33,245,8,14,no,no,no
29750,33,1370,8,14,no,no,yes
24850,33,528,8,14,no,no,yes
26850,66,528,8,14,no,no,yes
31900,33,528,16,14,yes,yes,yes
24440,33,426,8,14,no,no,yes
20690,33,340,4,14,no,no,no
17090,25,170,4,14,no,no,no
19940,33,120,4,14,yes,no,no
30900,66,528,16,15,no,no,yes
14250,25,120,4,14,no,no,no
29950,66,528,16,14,no,no,yes
18040,25,120,4,14,yes,no,no
30150,66,424,8,17,yes,no,yes
15740,25,212,4,14,yes,yes,yes
15350,33,340,4,14,no,no,yes
19140,25,212,4,14,yes,no,no
22140,25,120,4,14,yes,no,no
22990,66,120,4,14,no,no,no
19990,33,250,4,14,yes,yes,yes
37950,33,1000,16,14,yes,no,yes
18950,33,340,8,14,yes,no,yes
17950,50,424,4,14,no,no,yes
17940,33,212,4,14,yes,yes,yes
38990,66,527,16,17,yes,no,yes
12990,25,212,4,14,no,no,yes
31440,66,528,16,14,no,no,yes
15950,33,107,2,14,no,no,yes
28900,66,426,8,14,yes,yes,yes
21990,50,340,8,15,no,no,yes
24490,25,245,4,14,yes,no,no
31270,66,424,16,15,yes,yes,yes
29950,66,528,8,15,no,no,yes
29430,33,340,8,14,no,no,no
31900,50,528,16,14,yes,yes,yes
24440,33,426,8,14,no,no,yes
19950,33,424,8,14,no,no,yes
18440,50,107,2,14,no,no,yes
14940,33,240,4,15,no,no,yes
25440,50,426,8,14,no,no,yes
22900,66,214,4,15,no,no,yes
13490,33,212,4,14,no,no,yes
20950,33,426,8,14,no,no,yes
27430,33,340,4,14,no,no,no
21350,33,540,8,15,no,no,yes
29990,66,450,16,15,yes,no,yes
24950,25,528,16,14,no,no,yes
14890,25,120,4,14,no,no,no
26440,66,426,8,14,no,no,yes
23740,33,212,4,14,yes,no,no
15900,33,107,2,15,no,no,yes
19440,25,214,4,14,no,no,yes
26540,33,340,4,14,no,no,no
19990,33,230,8,15,no,no,yes
19900,33,214,4,15,no,no,yes
53990,66,1200,32,17,yes,no,yes
22440,33,426,8,14,no,no,yes
21340,25,245,4,14,no,no,no
19950,66,340,8,15,no,no,yes
14990,33,170,4,14,no,no,yes
29440,50,528,16,14,no,no,yes
27850,33,1060,8,14,no,no,yes
28540,33,340,8,14,no,no,no
23440,33,426,8,14,no,no,yes
23200,33,528,8,14,no,no,yes
30990,66,450,16,15,yes,no,yes
16440,33,107,2,14,no,no,yes
20900,50,214,4,15,no,no,yes
27440,25,528,16,14,no,no,yes
33340,66,528,16,15,no,no,yes
28440,33,528,16,14,no,no,yes
20240,25,170,4,14,yes,no,no
17990,25,424,4,14,yes,yes,yes
20990,66,245,4,15,yes,yes,yes
18900,33,214,4,15,no,no,yes
15200,33,424,4,14,no,no,yes
22900,33,214,4,14,yes,yes,yes
22900,33,426,8,15,no,no,yes
29690,33,340,4,14,yes,no,no
21950,66,214,4,14,no,no,yes
29440,66,340,8,17,no,no,yes
22440,25,426,8,14,no,no,yes
21900,33,214,4,14,yes,yes,yes
19950,66,424,4,14,no,no,yes
24900,33,426,8,14,yes,yes,yes
29440,33,528,16,14,no,no,yes
21850,33,340,8,17,no,no,yes
18990,33,245,4,15,yes,yes,yes
17900,25,107,2,14,yes,yes,yes
18950,33,340,8,15,no,no,yes
24440,66,214,4,14,no,no,yes
26270,66,424,8,15,yes,yes,yes
29950,66,340,16,15,yes,no,yes
21790,33,340,4,14,no,no,no
24440,50,426,8,14,no,no,yes
35440,66,340,16,17,yes,no,yes
16490,33,245,4,15,no,no,yes
14990,25,120,4,14,no,no,no
17980,25,170,4,14,no,no,no
22230,25,245,4,14,no,no,no
29990,66,340,8,15,yes,yes,yes
31690,33,340,8,14,yes,no,no
19990,33,340,8,14,yes,no,yes
19490,50,245,4,15,yes,yes,yes
20590,33,212,4,14,no,no,no
25950,33,528,16,14,no,no,yes
12750,25,212,4,14,no,no,yes
39950,66,1000,16,14,yes,no,yes
25950,66,424,4,17,no,no,yes
16950,25,214,4,14,no,no,yes
27850,33,540,8,17,no,no,yes
22950,50,426,8,14,no,no,yes
15690,50,245,4,14,no,no,yes
25590,66,340,8,17,no,no,yes
24950,66,424,8,15,yes,no,yes
22680,33,340,4,14,no,no,no
14950,33,212,4,14,no,no,yes
28950,66,520,8,14,no,no,yes
25950,33,424,8,17,no,no,yes
23490,66,340,4,14,yes,yes,yes
27950,66,340,8,15,no,no,yes
19880,25,120,4,14,no,no,no
14900,25,107,2,15,no,no,yes
23200,33,424,4,17,no,no,yes
14950,33,212,4,14,no,no,yes
23900,50,426,8,15,no,no,yes
12950,33,212,4,14,no,no,yes
21440,25,426,8,14,no,no,yes
19440,33,214,4,14,no,no,yes
24950,66,540,8,14,no,no,yes
23290,33,340,8,17,no,no,yes
19950,25,426,8,14,no,no,yes
15440,25,107,2,14,no,no,yes
17900,50,107,2,15,no,no,yes
15940,33,212,4,14,yes,yes,yes
23440,33,426,8,14,no,no,yes
17950,33,340,8,15,no,no,yes
29850,66,540,8,17,no,no,yes
25900,66,214,4,14,yes,yes,yes
23350,66,540,8,15,no,no,yes
20440,66,107,2,14,no,no,yes
21950,33,426,8,14,no,no,yes
22440,50,214,4,14,no,no,yes
15750,33,120,4,14,no,no,no
24940,33,340,4,14,yes,no,no
28440,33,528,16,14,no,no,yes
19750,66,340,4,15,no,no,yes
35150,66,424,16,17,yes,no,yes
18900,33,107,2,14,yes,yes,yes
18440,25,214,4,14,no,no,yes
16950,50,107,2,14,no,no,yes
24270,50,424,8,15,yes,yes,yes
21440,66,107,2,14,no,no,yes
18940,50,340,4,15,no,no,yes
24200,50,528,8,14,no,no,yes
33990,66,527,8,15,no,no,no
23950,50,424,4,17,no,no,yes
17950,50,340,4,14,no,no,yes
16990,50,245,4,15,no,no,yes
21700,66,340,4,15,yes,no,yes
21200,33,424,4,17,no,no,yes
26900,50,426,8,14,yes,yes,yes
17350,66,340,4,14,no,no,yes
38950,50,1000,16,14,yes,no,yes
14750,33,250,4,14,no,no,yes
28900,50,528,16,15,no,no,yes
23840,33,340,4,14,yes,no,no
14950,33,107,2,14,no,no,yes
23990,50,340,8,17,no,no,yes
22940,66,424,4,14,yes,yes,yes
27490,50,340,8,15,yes,yes,yes
17440,33,107,2,14,no,no,yes
30440,50,528,16,14,no,no,yes
16990,66,245,4,14,no,no,yes
26990,66,245,8,15,yes,no,yes
16790,33,120,4,14,no,no,no
15990,25,212,4,14,no,no,no
24950,66,426,8,14,no,no,yes
18950,33,212,4,17,no,no,yes
18490,66,245,4,15,no,no,yes
26200,66,528,8,14,no,no,yes
20940,50,424,4,14,yes,yes,yes
18750,25,212,4,17,no,no,yes
27440,66,426,8,14,no,no,yes
24490,66,425,8,15,no,no,yes
27440,50,340,8,17,no,no,yes
18950,33,214,4,14,no,no,yes
23950,66,340,8,15,no,no,yes
12950,25,214,4,14,no,no,yes
19900,33,107,2,14,yes,yes,yes
20440,33,214,4,14,no,no,yes
22990,25,120,4,14,yes,yes,no
18950,66,107,2,14,no,no,yes
13750,25,120,4,14,no,no,no
20900,50,107,2,14,yes,yes,yes
17440,33,107,2,14,no,no,yes
19950,50,214,4,14,no,no,yes
25900,66,426,8,15,no,no,yes
17940,33,212,4,14,yes,yes,yes
22200,33,528,8,14,no,no,yes
17490,33,212,4,14,yes,yes,yes
29900,33,528,16,14,yes,yes,yes
23440,66,214,4,14,no,no,yes
26440,25,528,16,14,no,no,yes
22250,66,340,8,15,yes,no,yes
20950,66,340,8,15,no,no,yes
14990,33,245,4,14,no,no,yes
30900,33,528,16,14,yes,yes,yes
23850,66,340,8,17,no,no,yes
32440,66,528,16,14,no,no,yes
18990,25,120,4,14,no,no,no
28900,25,528,16,14,yes,yes,yes
37140,66,527,8,15,yes,no,no
22940,33,424,8,14,yes,yes,yes
17950,33,240,4,14,yes,yes,yes
23880,25,120,4,14,yes,yes,no
20440,33,214,4,14,no,no,yes
17990,33,120,4,14,no,no,no
18930,25,120,4,14,no,no,no
22950,50,424,8,15,yes,no,yes
17900,25,214,4,15,no,no,yes
16880,25,212,4,14,no,no,no
16950,33,340,8,14,yes,no,yes
17750,33,340,4,15,no,no,yes
19700,33,340,4,15,yes,no,yes
26950,33,528,16,14,no,no,yes
21950,50,340,8,15,no,no,yes
22900,66,107,2,14,yes,yes,yes
28150,50,424,8,17,yes,no,yes
18440,33,107,2,14,no,no,yes
33900,66,528,16,14,yes,yes,yes
20190,33,424,4,14,yes,yes,yes
13950,33,214,4,14,no,no,yes
13950,25,107,4,14,no,no,yes
21190,25,120,4,14,yes,no,no
16750,66,250,4,14,no,no,yes
25900,25,528,16,15,no,no,yes
26900,33,528,16,15,no,no,yes
25900,33,426,8,14,yes,yes,yes
21580,33,340,4,14,no,no,no
39940,66,424,32,15,yes,no,yes
29850,66,1060,8,14,no,no,yes
27900,33,528,16,15,no,no,yes
18190,33,424,4,14,yes,yes,yes
20250,33,340,8,15,yes,no,yes
15950,33,214,4,14,yes,no,yes
21200,25,528,8,14,no,no,yes
21000,25,424,4,17,no,no,yes
27950,50,528,16,14,no,no,yes
16900,33,107,2,15,no,no,yes
13950,25,107,2,14,no,no,yes
19900,66,107,2,15,no,no,yes
13950,33,240,4,14,no,no,yes
12990,25,120,4,14,yes,no,yes
31990,66,340,16,15,yes,no,yes
15950,25,340,8,14,yes,no,yes
20950,33,212,4,17,no,no,yes
21900,33,426,8,15,no,no,yes
19440,50,107,2,14,no,no,yes
18040,25,120,4,14,no,no,no
20950,33,212,4,17,no,no,yes
27440,33,528,16,14,no,no,yes
22950,33,540,8,14,no,no,yes
15780,25,120,4,14,no,no,no
29950,66,424,16,15,yes,no,yes
26990,66,245,8,15,yes,no,yes
21440,50,214,4,14,no,no,yes
27990,66,340,16,15,yes,no,yes
23900,50,214,4,14,yes,yes,yes
15000,25,424,4,14,no,no,yes
