ID,Date,Price,Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Grade,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,zipcode,Lat,Long,Sqft_living15,Sqft_lot15
1225,20140908T000000,580000,2,1.5,1990,6000,1,0,0,3,6,1430,560,1944,0,98199,47.6521,-122.398,1350,6000
1226,20150413T000000,460000,2,1,1020,4002,1,0,0,5,7,1020,0,1953,0,98116,47.5828,-122.395,1780,5000
1227,20141216T000000,625000,3,2.5,2180,5000,1,0,0,4,8,1240,940,1977,0,98116,47.5828,-122.396,2000,5000
1228,20140828T000000,830005,4,3.75,3610,7904,3,0,0,3,11,3290,320,1994,0,98117,47.6992,-122.385,2460,7300
1229,20150403T000000,342000,3,2.5,2430,5715,2,0,0,3,7,2430,0,1999,0,98030,47.3718,-122.168,3040,5702
1230,20150116T000000,570000,4,3.5,3990,23544,1,0,2,3,10,2300,1690,1999,0,98023,47.3245,-122.38,3410,15932
1231,20140530T000000,625000,4,3.25,4240,25639,2,0,3,3,10,3550,690,1989,0,98023,47.3241,-122.378,3590,24967
1232,20140502T000000,604000,3,2.5,3240,33151,2,0,2,3,10,3240,0,1995,0,98023,47.3256,-122.378,4050,24967
1233,20150429T000000,600000,3,2.75,3580,14217,2,0,3,4,10,2210,1370,1989,0,98023,47.3244,-122.379,3990,14674
1234,20141231T000000,330000,3,2.5,1990,9995,2,0,0,3,7,1990,0,1996,0,98198,47.383,-122.305,1680,7511
1235,20140512T000000,615000,2,1.75,2040,28593,1.5,1,3,4,7,2040,0,1919,1990,98070,47.3979,-122.465,2040,35124
1236,20150203T000000,527200,3,1.75,1460,4000,1,0,2,4,7,730,730,1929,0,98144,47.5768,-122.307,1360,4000
1237,20140919T000000,350000,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,1914,0,98144,47.5766,-122.309,1340,3700
1238,20150428T000000,335000,3,2,1340,1951,1,0,0,3,6,670,670,1915,0,98144,47.5763,-122.309,1520,2248
1239,20141117T000000,403000,2,1.5,1240,1101,2,0,0,3,8,1080,160,2009,0,98144,47.5758,-122.309,1530,1209
1240,20140602T000000,404000,3,1.5,2030,8880,1,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592
1241,20140616T000000,335000,3,1.5,2040,6000,1,0,0,3,7,1340,700,1957,0,98118,47.5218,-122.286,1190,6000
1242,20150302T000000,462500,6,3,2390,4000,2,0,0,3,7,2390,0,2014,0,98118,47.5173,-122.286,1680,5000
1243,20140522T000000,380000,5,3.5,2420,4670,2,0,0,3,7,2420,0,2013,0,98118,47.5241,-122.285,1430,4468
1244,20150416T000000,338900,3,1.75,1180,4000,1,0,0,3,7,1040,140,1929,0,98118,47.5226,-122.284,1430,4000
1245,20150429T000000,256000,3,1,950,4000,1,0,0,3,7,780,170,1949,0,98118,47.5232,-122.284,1230,4000
1246,20140723T000000,230000,2,1,1430,4000,1,0,0,3,7,930,500,1949,0,98118,47.5233,-122.284,1110,4000
1247,20141024T000000,360000,3,2.75,2030,6840,1,0,0,3,7,1210,820,1979,0,98108,47.5413,-122.299,1910,6365
1248,20150126T000000,315000,3,1,1900,14400,1,0,0,4,7,1300,600,1954,0,98166,47.4147,-122.337,1940,14400
1249,20141210T000000,381000,3,2,1770,14400,1,0,0,4,8,1770,0,1959,0,98166,47.415,-122.337,1900,14400
1250,20140822T000000,452500,3,1.75,2040,15695,1,0,0,4,8,2040,0,1959,0,98166,47.4155,-122.339,2280,14400
1251,20141223T000000,887500,3,3,4230,54977,2,0,3,3,9,3780,450,1951,2000,98166,47.4176,-122.343,2880,27201
1252,20141117T000000,274000,2,1,820,6200,1,0,0,4,6,820,0,1954,0,98166,47.4163,-122.34,1410,14000
1253,20140922T000000,404000,3,1.75,1410,15210,1,0,0,3,7,1410,0,1950,2014,98166,47.4181,-122.339,1970,16290
1254,20140724T000000,419000,3,1.75,2140,15030,1,0,0,4,7,1570,570,1958,0,98166,47.4181,-122.338,2170,15030
1255,20140602T000000,687000,4,3.25,4400,186846,2,0,0,4,9,4400,0,1993,0,98022,47.1593,-121.957,2280,186846
1256,20140619T000000,335000,4,2,2030,103672,1,0,0,4,7,2030,0,1969,0,98022,47.1647,-121.973,1560,325393
1257,20150406T000000,750000,3,2.5,2350,715690,1.5,0,0,4,9,2350,0,1979,0,98022,47.1622,-121.971,1280,325393
1258,20150507T000000,450000,3,2.5,2880,426452,2,0,3,3,7,2880,0,1979,0,98092,47.2485,-122.101,1460,320890
1259,20150323T000000,370000,2,1,2360,105850,1,0,2,2,6,1180,1180,1947,0,98022,47.2495,-121.97,2640,386812
1260,20140709T000000,305000,3,1.5,1800,12196,1,0,0,4,7,1800,0,1966,0,98023,47.333,-122.345,1490,11730
1261,20150220T000000,327000,4,2.25,1620,106722,1,0,0,3,8,1200,420,1980,0,98042,47.3394,-122.091,1620,38400
1262,20150323T000000,569950,4,3.5,2700,443440,1.5,0,0,3,8,2700,0,1948,1997,98042,47.333,-122.098,3210,298182
1263,20140603T000000,365000,3,2.5,1720,99916,2,0,0,4,7,1720,0,1990,0,98042,47.3391,-122.093,1340,73180
1264,20150316T000000,260000,3,1,1300,10139,1,0,0,3,7,1300,0,1962,2007,98042,47.3427,-122.087,1260,10139
1265,20141218T000000,200000,3,1.5,1090,10454,1,0,0,3,6,1090,0,1963,0,98042,47.3425,-122.082,1230,12196
1266,20140818T000000,311000,2,1.75,1180,55321,1,0,0,3,8,1180,0,1941,2004,98042,47.3329,-122.091,1480,56192
1267,20140721T000000,226000,4,1.5,1200,10890,1,0,0,5,7,1200,0,1972,0,98042,47.3423,-122.088,1250,10139
1268,20150219T000000,410000,5,2.5,2670,184140,1,0,0,3,8,1410,1260,1980,0,98042,47.3429,-122.097,1860,35719
1269,20141202T000000,570000,6,2.5,3370,15625,1,0,0,3,8,1770,1600,1964,0,98166,47.4223,-122.343,2790,15681
1270,20150218T000000,2.13E+06,3,2.5,5403,24069,2,1,4,4,12,5403,0,1976,0,98166,47.4169,-122.348,3980,104374
1271,20140919T000000,220000,5,1.5,1830,94960,1.5,0,0,3,7,1830,0,1929,0,98031,47.4218,-122.218,1440,16365
1272,20140604T000000,759600,4,1,1540,115434,1.5,0,0,4,7,1540,0,1923,0,98031,47.4163,-122.22,2027,23522
1273,20140820T000000,1.50E+06,4,5.5,6550,217374,1,0,0,3,11,5400,1150,2006,0,98058,47.4302,-122.095,4110,50378
1274,20140819T000000,429000,3,2,1700,52826,1,0,0,3,7,1700,0,1991,0,98058,47.4164,-122.092,2480,114728
1275,20140616T000000,375000,4,2.5,2040,109336,1.5,0,0,4,8,2040,0,1973,0,98038,47.4193,-121.958,2370,133729
1276,20141110T000000,720000,3,2.75,2440,76531,1,0,0,3,10,1640,800,1980,0,98072,47.7672,-122.161,1890,10042
1277,20140716T000000,440000,3,1.75,1950,19747,1,0,0,3,7,1150,800,1979,0,98072,47.7685,-122.162,2560,9674
1278,20140917T000000,365000,2,2,1440,15000,1,0,0,3,7,1440,0,1985,0,98072,47.7648,-122.159,1780,15000
1279,20141125T000000,645000,2,2.25,2770,11884,1,0,3,4,8,1570,1200,1969,0,98070,47.5098,-122.474,2310,17097
1280,20141023T000000,310000,3,2,2610,12180,1,0,0,3,7,1670,940,1918,0,98146,47.5063,-122.346,1520,12180
1281,20140522T000000,219900,3,1,910,6000,1,0,0,2,6,910,0,1956,0,98146,47.5065,-122.338,1090,6957
1282,20140516T000000,180000,3,1,1000,18513,1,0,0,3,6,1000,0,1940,0,98146,47.5118,-122.348,1280,8113
1283,20140702T000000,185000,5,1,1590,6700,1.5,0,0,3,6,1090,500,1942,0,98146,47.5075,-122.35,1370,8040
1284,20140715T000000,115000,2,0.75,550,7980,1,0,0,3,5,550,0,1952,0,98146,47.511,-122.348,1330,7980
1285,20141121T000000,225000,3,1.75,1550,9060,2,0,0,3,7,1550,0,1948,1979,98146,47.5093,-122.345,1080,7620
1286,20140701T000000,330000,3,2.5,1680,11312,1,0,0,3,7,1080,600,1959,0,98146,47.5051,-122.344,1390,10700
1287,20141022T000000,260000,3,2,1030,7260,1,0,0,3,6,1030,0,1947,0,98146,47.5113,-122.347,1380,8100
1288,20140717T000000,1.10E+06,4,3.25,3190,11774,2,1,4,3,8,2610,580,1956,1991,98178,47.5033,-122.225,2240,8725
1289,20140627T000000,425000,3,1,1520,213444,1.5,0,3,5,8,1520,0,1988,0,98027,47.5081,-122.093,2640,213444
1290,20150102T000000,829000,4,2.75,2970,59677,1,0,2,4,8,1610,1360,1973,0,98075,47.5953,-122.08,2930,42489
1291,20141209T000000,2.75E+06,4,4,4130,5575,2,1,4,4,10,2860,1270,1993,0,98075,47.5968,-122.083,2980,5575
1292,20150407T000000,1.57E+06,4,3.5,5370,323215,2,0,0,3,10,5370,0,2002,0,98075,47.6003,-122.076,3780,9891
1293,20150121T000000,621500,3,1.75,2570,39634,2,0,0,3,8,2570,0,1984,0,98075,47.596,-122.08,2990,39634
1294,20140812T000000,3.20E+06,4,3.25,7000,28206,1,1,4,4,12,3500,3500,1991,0,98075,47.5928,-122.086,4913,14663
1295,20141208T000000,645000,3,2.5,2930,19900,1.5,0,0,3,9,2930,0,1983,0,98077,47.7234,-122.066,3160,20492
1296,20150311T000000,850000,3,2.25,3000,18450,1,0,0,3,10,3000,0,1983,0,98077,47.7274,-122.062,2980,12304
1297,20140929T000000,725000,4,3,2420,12000,1,0,0,3,9,2420,0,1984,0,98077,47.7267,-122.063,3100,13020
1298,20141002T000000,725000,4,2.25,3440,14237,2,0,0,3,9,3440,0,1982,0,98077,47.7241,-122.065,3250,18365
1299,20140925T000000,730000,3,3,3460,13129,2,0,0,3,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568
1300,20140604T000000,760000,4,2.75,3370,12447,2,0,0,3,10,3370,0,1991,0,98077,47.7309,-122.058,3700,13129
1301,20150222T000000,1.06E+06,5,4.5,4820,13165,2,0,0,4,11,3950,870,1990,0,98077,47.7295,-122.057,3880,13810
1302,20150225T000000,835000,4,2,3390,16025,2,0,0,4,10,3390,0,1987,0,98077,47.7222,-122.056,3950,15277
1303,20141205T000000,1.18E+06,4,3.25,4060,20822,2,0,0,3,10,4060,0,1991,0,98077,47.7213,-122.055,4170,23958
1304,20140515T000000,1.09E+06,4,3.25,3740,12080,1,0,0,3,10,2000,1740,1988,0,98077,47.7214,-122.056,4210,15277
1305,20150325T000000,1.07E+06,3,3.25,3730,13264,2,0,0,3,9,3730,0,1989,0,98077,47.7246,-122.059,3730,14933
1306,20150427T000000,1.15E+06,4,3.5,3760,20609,2,0,0,3,11,3760,0,1990,0,98077,47.7255,-122.059,3360,15761
1307,20140725T000000,762500,3,2.25,3330,15258,2,0,0,3,10,3330,0,1986,0,98077,47.7262,-122.06,3360,14850
1308,20140724T000000,845000,3,3.5,3460,15745,2,0,0,3,10,3460,0,1986,0,98077,47.7262,-122.06,3350,14825
1309,20140805T000000,950000,3,3,4040,14338,2,0,0,3,10,3030,1010,1986,0,98077,47.7268,-122.06,3360,14142
1310,20140603T000000,605000,3,2,2060,4040,1,0,0,4,8,1120,940,1947,0,98103,47.6798,-122.352,1500,4000
1311,20150303T000000,720000,3,2,1590,5200,1,0,0,3,7,1320,270,1939,0,98103,47.6864,-122.341,1620,5150
1312,20140521T000000,535000,2,1,1030,4841,1,0,0,3,7,920,110,1939,0,98103,47.686,-122.341,1530,4944
1313,20140815T000000,640000,3,1,1530,4944,1,0,0,3,7,1530,0,1950,0,98103,47.6857,-122.341,1500,4944
1314,20141203T000000,482000,2,1,950,3960,1,0,0,3,7,950,0,1941,0,98103,47.6885,-122.337,1320,4050
1315,20150311T000000,587750,2,1,890,4730,1,0,0,3,7,890,0,1941,0,98103,47.6876,-122.341,1330,5904
1316,20140902T000000,460000,3,1,1140,4600,1,0,0,3,7,1140,0,1942,0,98103,47.6897,-122.337,1370,5000
1317,20140804T000000,605000,4,2,1820,7626,1,0,0,5,7,990,830,1941,0,98103,47.6878,-122.342,1390,5904
1318,20141203T000000,515000,3,2.25,1300,1180,3,0,0,3,8,1300,0,2008,0,98103,47.6871,-122.339,1300,1174
1319,20140813T000000,2.70E+06,5,4,4230,27295,2,1,4,3,8,3230,1000,1949,1985,98033,47.6803,-122.214,2660,27295
1320,20140903T000000,2.35E+06,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,98033,47.6878,-122.215,2980,22863
1321,20150507T000000,625000,3,2.25,2570,47480,1,0,0,3,9,2570,0,1979,0,98053,47.6854,-122.079,2570,106722
1322,20150317T000000,450000,3,2,1540,67756,1,0,0,3,7,1540,0,1900,1973,98077,47.721,-122.078,2060,67756
1323,20140508T000000,535000,4,2.5,2280,65836,2,0,0,3,8,2280,0,2004,0,98077,47.7237,-122.076,2300,97574
1324,20150504T000000,275000,5,2.5,2570,17234,1,0,0,3,7,1300,1270,1959,0,98133,47.7753,-122.355,1760,7969
1325,20140627T000000,275500,2,1,720,11400,1,0,0,5,6,720,0,1951,0,98133,47.7641,-122.341,1690,8075
1326,20150324T000000,397950,4,1.75,2360,8116,1,0,0,4,7,1180,1180,1916,1970,98133,47.7635,-122.335,1670,8160
1327,20141105T000000,405000,4,2.5,2620,8960,1,0,0,5,7,1520,1100,1955,0,98133,47.7642,-122.335,1880,8960
1328,20141117T000000,614000,3,2.5,2830,5831,2,0,0,3,9,2830,0,2010,0,98011,47.7744,-122.224,2830,6064
1329,20141210T000000,315000,3,1.75,1010,12000,1,0,0,4,7,1010,0,1977,0,98011,47.77,-122.207,1080,10619
1330,20150506T000000,532500,4,2,2220,23750,1,0,0,3,7,2220,0,1963,0,98011,47.7759,-122.214,2650,21167
1331,20140530T000000,458000,5,2.5,3090,23265,1,0,0,3,8,2990,100,1957,0,98011,47.7709,-122.212,2560,18773
1332,20141120T000000,375000,3,1.75,1430,10574,2,0,0,3,7,1430,0,1981,0,98011,47.7668,-122.218,1900,10450
1333,20140904T000000,527000,4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055
1334,20150412T000000,699000,3,3.5,3200,10344,2,0,0,3,10,3200,0,2007,0,98011,47.7636,-122.216,2550,20152
1335,20140611T000000,600000,5,2.75,2910,53898,1,0,0,5,7,1510,1400,1979,0,98077,47.7201,-122.062,3210,216928
1336,20140918T000000,734000,4,2.5,3490,18521,2,0,0,4,9,3490,0,1990,0,98077,47.7406,-122.07,2850,18521
1337,20140813T000000,475000,3,2.5,2160,35912,2,0,0,3,8,2160,0,1982,0,98077,47.7273,-122.083,2230,35244
1338,20140729T000000,930000,4,3,2900,10400,1,0,3,5,8,1530,1370,1959,0,98008,47.5854,-122.114,2820,10400
1339,20140814T000000,1.15E+06,10,5.25,4590,10920,1,0,2,3,9,2500,2090,2008,0,98004,47.5861,-122.113,2730,10400
1340,20140812T000000,839000,4,2.75,2400,12469,1,0,2,4,8,1760,640,1958,0,98008,47.5861,-122.112,2400,10400
1341,20150303T000000,750000,5,2.5,3240,9960,1,0,1,3,8,2020,1220,1958,0,98008,47.5858,-122.112,2730,10400
1342,20150217T000000,915000,3,2.75,2800,9750,1,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530
1343,20140730T000000,1.19E+06,4,2.75,3020,8622,2,0,0,3,9,3020,0,1976,2003,98004,47.5866,-122.201,3060,14303
1344,20150227T000000,1.40E+06,3,2.5,2910,10044,2,0,0,4,10,2910,0,1989,0,98004,47.5845,-122.199,2420,12287
1345,20141022T000000,1.50E+06,4,3.25,3070,10375,2,0,0,3,10,2180,890,1962,2005,98004,47.5862,-122.198,2500,11194
1346,20140729T000000,1.00E+06,4,2,1780,15648,1.5,0,0,5,8,1780,0,1918,0,98004,47.5849,-122.198,2320,14963
1347,20140528T000000,745000,3,1.75,1490,9800,1,0,0,4,7,1140,350,1947,0,98004,47.584,-122.198,2310,9800
1348,20141222T000000,750000,4,2.75,3430,13907,2,0,0,3,11,3430,0,1995,0,98075,47.5879,-121.993,3250,13851
1349,20140619T000000,775000,4,2.75,3010,15992,2,0,0,3,11,3010,0,1996,0,98075,47.5895,-121.994,3330,12333
1350,20140514T000000,707000,4,3.25,3200,7081,2,0,0,3,9,3200,0,2004,0,98075,47.5886,-121.989,3120,6094
1351,20141208T000000,697000,4,2.5,3220,6399,2,0,0,3,9,3220,0,2004,0,98075,47.5883,-121.991,2850,6399
1352,20140619T000000,712000,3,2.75,3200,6699,2,0,0,3,9,3200,0,2004,0,98075,47.5884,-121.991,3020,6699
1353,20140820T000000,731000,4,2.5,3070,5936,2,0,0,3,9,3070,0,2005,0,98075,47.5902,-121.988,3160,5936
1354,20140926T000000,722000,4,2.75,3190,5408,2,0,0,3,9,3190,0,2005,0,98075,47.5903,-121.988,3160,5773
1355,20141002T000000,750000,4,2.75,3190,9023,2,0,0,3,9,3190,0,2005,0,98075,47.5898,-121.989,3159,5615
1356,20140926T000000,786000,4,3.5,3320,8808,2,0,0,3,9,3320,0,2005,0,98075,47.592,-121.989,3160,9226
1357,20150326T000000,679950,4,2.5,2850,5664,2,0,0,3,9,2850,0,2001,0,98075,47.5835,-121.996,2850,5475
1358,20140714T000000,630000,4,2.5,2510,35020,1,0,0,4,8,1610,900,1977,0,98075,47.5834,-122.003,2080,34398
1359,20140801T000000,594950,4,2.25,2380,35008,1,0,0,3,8,2380,0,1977,0,98075,47.5834,-122.001,2250,34794
1360,20150312T000000,317500,4,2.5,2233,6025,2,0,0,3,7,2233,0,2012,0,98001,47.2599,-122.256,1544,6036
1361,20150123T000000,250000,3,2.5,1750,6351,2,0,0,3,7,1750,0,2012,0,98001,47.2589,-122.256,1398,6092
1362,20150123T000000,255000,4,2.5,1660,6724,2,0,0,3,7,1660,0,2009,0,98001,47.259,-122.256,1544,6054
1363,20141013T000000,1.45E+06,4,3.5,4360,24603,2,0,0,3,12,4360,0,1998,0,98074,47.6035,-122.005,4770,27521
1364,20140903T000000,1.21E+06,4,3.25,4330,26162,2,0,0,3,11,4330,0,1997,0,98074,47.6009,-122.011,5110,26319
1365,20140909T000000,1.50E+06,4,4.25,5020,26319,2,0,0,3,12,5020,0,1998,0,98074,47.6008,-122.01,4930,26319
1366,20140909T000000,1.68E+06,4,4.75,4790,25412,2,0,0,3,12,4790,0,1999,0,98074,47.603,-122.012,3830,16314
1367,20140521T000000,815000,4,2.75,3488,9614,2,0,0,3,10,3488,0,1998,0,98074,47.6055,-122.013,3600,10891
1368,20141217T000000,820000,4,2.5,3720,8633,2,0,0,3,10,3720,0,1999,0,98074,47.6085,-122.013,3515,9660
1369,20140818T000000,828000,4,2.5,3520,9901,2,0,0,3,10,3520,0,1998,0,98074,47.6084,-122.011,3490,9667
1370,20140617T000000,900000,5,3.75,3870,8225,2,0,0,3,10,3870,0,1998,0,98074,47.6078,-122.01,3600,9361
1371,20150508T000000,770000,4,3,2800,9127,2,0,0,3,9,2800,0,1999,0,98074,47.6123,-122.007,2780,8165
1372,20141205T000000,690000,4,2.5,2740,8120,2,0,0,3,9,2740,0,1999,0,98074,47.6123,-122.006,2780,8344
1373,20140724T000000,672800,4,2.5,2740,10533,2,0,0,3,9,2740,0,1997,0,98074,47.6095,-122.006,2760,8603
1374,20150429T000000,1.35E+06,4,3.5,4640,9827,2,0,2,3,10,3210,1430,2007,0,98027,47.5524,-122.078,3810,8207
1375,20140515T000000,828950,4,3.5,3930,5680,2,0,1,3,9,2820,1110,2013,0,98027,47.5528,-122.076,3700,5816
1376,20150331T000000,548000,4,1.75,1690,7794,1,0,0,3,7,1090,600,1968,0,98033,47.6888,-122.203,1380,7325
1377,20140611T000000,1.99E+06,3,2.5,2880,13500,1,0,4,5,8,1520,1360,1950,0,98004,47.6281,-122.216,3710,20486
1378,20141112T000000,1.05E+06,2,2.5,2350,2390,3,0,2,3,10,2000,350,2007,0,98144,47.5999,-122.286,1950,2390
1379,20141007T000000,565000,2,1.75,1740,4736,1.5,0,2,4,7,1040,700,1907,0,98144,47.5994,-122.287,2020,4215
1380,20150312T000000,445000,3,2,1540,67953,1,0,0,3,7,1540,0,1997,0,98059,47.5018,-122.126,1250,9100
1381,20140602T000000,327000,3,1.5,1320,13200,1,0,0,3,7,1320,0,1970,0,98059,47.5009,-122.143,1730,13200
1382,20140819T000000,335000,4,2.25,2160,8817,1,0,0,3,7,1460,700,1965,0,98133,47.7595,-122.356,1880,8817
1383,20150206T000000,499950,4,2.25,2160,8817,1,0,0,3,7,1460,700,1965,0,98133,47.7595,-122.356,1880,8817
1384,20140908T000000,675900,3,2.5,2920,9096,2,0,0,3,9,2920,0,2013,0,98059,47.4855,-122.149,2930,7995
1385,20141212T000000,365000,4,2.5,2905,4874,2,0,0,3,9,2905,0,2003,0,98031,47.4084,-122.169,2900,5271
1386,20150513T000000,724500,3,3.25,3240,4185,2,0,0,3,8,2770,470,2011,0,98075,47.5794,-122.03,2660,4692
1387,20150325T000000,247500,3,1,1660,11060,1,0,0,4,7,1110,550,1962,0,98003,47.3311,-122.326,1890,11060
1388,20140829T000000,365000,3,1.75,1410,9150,1,0,0,5,7,1410,0,1959,0,98006,47.5683,-122.178,1800,9940
1389,20141104T000000,481000,4,1.75,1920,9500,1,0,0,4,7,1470,450,1966,0,98006,47.5683,-122.177,1820,10091
1390,20150313T000000,719521,4,1.75,1920,9500,1,0,0,4,7,1470,450,1966,0,98006,47.5683,-122.177,1820,10091
1391,20140523T000000,665000,3,2.75,1800,9550,1,0,0,4,7,1320,480,1966,0,98006,47.5679,-122.178,1890,9902
1392,20150210T000000,610000,3,1.75,1110,10402,1,0,0,4,7,1110,0,1967,0,98006,47.5676,-122.177,2050,9660
1393,20150304T000000,512500,3,1.75,1610,7200,1,0,0,3,7,1180,430,1976,0,98007,47.5966,-122.144,1520,7973
1394,20141114T000000,431650,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,98007,47.5922,-122.146,1530,7700
1395,20150424T000000,620000,4,2,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,47.5916,-122.146,1710,7700
1396,20150429T000000,1.78E+06,4,3.25,3950,10912,2,0,0,3,10,3950,0,2003,0,98004,47.5877,-122.196,3000,10998
1397,20150413T000000,650000,3,1,1520,10227,1,0,0,4,6,1520,0,1951,0,98004,47.5872,-122.196,2710,10912
1398,20140923T000000,1.77E+06,4,3.25,3980,10249,2,0,0,3,10,3980,0,2011,0,98004,47.5873,-122.196,2450,10912
1399,20140707T000000,875000,3,1.5,1820,12686,1,0,0,4,7,1820,0,1952,0,98004,47.5886,-122.195,3020,11550
1400,20140515T000000,1.00E+06,5,4.25,3920,16258,2,0,0,3,9,2900,1020,1990,0,98004,47.5871,-122.192,2540,12131
1401,20150306T000000,1.03E+06,4,2.5,2620,11200,1,0,0,4,8,1770,850,1962,0,98004,47.5876,-122.193,2360,11200
1402,20140715T000000,921000,3,2.25,2380,11200,1,0,0,4,8,2380,0,1963,0,98004,47.5873,-122.193,2010,11200
1403,20150105T000000,780000,4,2.5,3020,15164,1,0,0,4,8,1730,1290,1976,0,98004,47.5882,-122.192,2600,11556
1404,20141106T000000,420000,3,1,1060,7638,1,0,0,5,7,1060,0,1966,0,98007,47.5941,-122.142,1470,8097
1405,20140828T000000,250000,3,2.5,1650,2802,2,0,0,3,7,1650,0,2004,0,98055,47.4328,-122.196,1490,2084
1406,20141104T000000,238000,3,2.5,1650,2807,2,0,0,3,7,1650,0,2004,0,98055,47.4328,-122.196,1460,1875
1407,20150326T000000,183750,3,2.5,1770,3451,2,0,0,3,7,1770,0,2004,0,98055,47.4325,-122.197,1490,2138
1408,20140903T000000,237000,3,2.5,1490,2138,2,0,0,3,7,1490,0,2005,0,98055,47.4324,-122.197,1490,2094
1409,20141120T000000,206000,2,2.5,1280,1566,2,0,0,3,7,1280,0,2005,0,98055,47.4336,-122.195,1460,1845
1410,20150306T000000,260000,3,2.5,1770,2677,2,0,0,3,7,1770,0,2005,0,98055,47.4339,-122.194,1550,1798
1411,20140922T000000,242500,3,1.75,1550,1905,2,0,0,3,7,1550,0,2005,0,98055,47.4331,-122.195,1550,1866
1412,20150331T000000,685000,3,1.5,2230,8558,2,0,0,3,8,2230,0,1960,0,98040,47.5833,-122.219,2200,8558
1413,20141017T000000,745000,3,1,1390,9112,1,0,0,4,7,1390,0,1951,0,98004,47.6071,-122.197,2290,9112
1414,20141017T000000,515000,4,3,3590,8249,2,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.341,2860,7995
1415,20140826T000000,364988,3,2.5,2850,12593,2,0,0,3,9,2850,0,1997,0,98023,47.2848,-122.345,2850,9435
1416,20150220T000000,350000,3,2.5,2730,7372,2,0,0,3,9,2730,0,1998,0,98023,47.2831,-122.346,2710,8343
1417,20140523T000000,950000,5,3.25,3400,7452,2,0,0,3,10,3400,0,1999,0,98007,47.6141,-122.136,2650,8749
1418,20150226T000000,380000,4,2.5,2420,4981,2,0,0,3,9,2420,0,2009,0,98038,47.3785,-122.023,2420,5000
1419,20150326T000000,435000,4,2.5,3100,4699,2,0,0,3,9,3100,0,2010,0,98038,47.3785,-122.023,2450,5130
1420,20150326T000000,798500,3,3,1950,1833,3,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131
1421,20141229T000000,785000,3,3,1950,1983,3,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131
1422,20140716T000000,1.17E+06,3,2.5,2670,5000,2,0,3,5,9,2000,670,1942,1995,98144,47.5855,-122.292,2320,5000
1423,20140926T000000,1.25E+06,3,3,4610,8400,2,0,2,3,8,2790,1820,1947,1999,98144,47.5854,-122.292,2160,5000
1424,20140703T000000,610000,3,2,2300,13418,1,0,0,3,8,1430,870,1955,0,98004,47.6075,-122.2,2140,9380
1425,20141007T000000,2.15E+06,8,6,4340,9415,2,0,0,3,8,4340,0,1967,0,98004,47.6316,-122.202,2050,9100
1426,20150212T000000,770000,4,1.75,2520,8442,1,0,0,4,7,1640,880,1953,0,98004,47.6317,-122.205,2110,8442
1427,20150102T000000,825000,3,1.75,1930,8442,1,0,0,4,7,1930,0,1953,0,98004,47.6313,-122.204,1790,8442
1428,20141128T000000,975000,4,3.5,3130,52322,2,0,0,3,9,2430,700,2011,0,98005,47.5932,-122.159,3200,5820
1429,20141027T000000,472000,5,2,2030,9804,1,0,0,3,7,1110,920,1963,0,98008,47.6297,-122.114,1930,7990
1430,20140926T000000,570000,4,1.75,1860,7700,1,0,0,4,8,1860,0,1964,0,98008,47.626,-122.112,1860,7700
1431,20141122T000000,643000,3,2.75,2030,7700,1,0,0,5,8,1400,630,1965,0,98008,47.626,-122.112,1780,8160
1432,20141020T000000,500000,4,2.25,2080,8000,1,0,0,3,8,1390,690,1964,0,98008,47.6264,-122.113,1800,7700
1433,20150422T000000,593450,4,2.25,2130,7172,2,0,0,4,8,2130,0,1964,0,98008,47.6271,-122.112,1910,7653
1434,20141230T000000,538200,4,3,1780,7260,1,0,0,4,8,1780,0,1964,0,98008,47.627,-122.114,1810,7920
1435,20140623T000000,590000,4,2.5,3220,7875,1.5,0,0,4,8,3220,0,1966,0,98008,47.626,-122.12,1600,7875
1436,20140708T000000,720000,4,2.25,2410,8400,2,0,0,5,8,2410,0,1965,0,98008,47.626,-122.119,1910,8056
1437,20150427T000000,670000,3,2,2570,10078,1.5,0,0,3,8,2570,0,1965,0,98008,47.6275,-122.12,2660,8013
1438,20150305T000000,453000,3,1.75,1600,7232,1,0,0,3,8,1600,0,1966,0,98008,47.6293,-122.121,1970,8120
1439,20150410T000000,545000,4,2.25,1890,7210,1,0,0,3,8,1890,0,1967,0,98008,47.6342,-122.117,1920,7210
1440,20140820T000000,521000,4,2.25,1890,8034,1,0,0,4,8,1890,0,1967,0,98008,47.6338,-122.117,1920,7210
