buying price,maintenance cost,number of doors,number of persons,luggage boot,safety,decision
high,med,2,4,big,low,unacceptable
high,med,2,4,big,med,acceptable
high,med,2,4,big,high,acceptable
high,med,2,more,small,low,unacceptable
high,med,2,more,small,med,unacceptable
high,med,2,more,small,high,unacceptable
high,med,2,more,med,low,unacceptable
high,med,2,more,med,med,unacceptable
high,med,2,more,med,high,acceptable
high,med,2,more,big,low,unacceptable
high,med,2,more,big,med,acceptable
high,med,2,more,big,high,acceptable
high,med,3,2,small,low,unacceptable
high,med,3,2,small,med,unacceptable
high,med,3,2,small,high,unacceptable
high,med,3,2,med,low,unacceptable
high,med,3,2,med,med,unacceptable
high,med,3,2,med,high,unacceptable
high,med,3,2,big,low,unacceptable
high,med,3,2,big,med,unacceptable
high,med,3,2,big,high,unacceptable
high,med,3,4,small,low,unacceptable
high,med,3,4,small,med,unacceptable
high,med,3,4,small,high,acceptable
high,med,3,4,med,low,unacceptable
high,med,3,4,med,med,unacceptable
high,med,3,4,med,high,acceptable
high,med,3,4,big,low,unacceptable
high,med,3,4,big,med,acceptable
high,med,3,4,big,high,acceptable
high,med,3,more,small,low,unacceptable
high,med,3,more,small,med,unacceptable
high,med,3,more,small,high,acceptable
high,med,3,more,med,low,unacceptable
high,med,3,more,med,med,acceptable
high,med,3,more,med,high,acceptable
high,med,3,more,big,low,unacceptable
high,med,3,more,big,med,acceptable
high,med,3,more,big,high,acceptable
high,med,4,2,small,low,unacceptable
high,med,4,2,small,med,unacceptable
high,med,4,2,small,high,unacceptable
high,med,4,2,med,low,unacceptable
high,med,4,2,med,med,unacceptable
high,med,4,2,med,high,unacceptable
high,med,4,2,big,low,unacceptable
high,med,4,2,big,med,unacceptable
high,med,4,2,big,high,unacceptable
high,med,4,4,small,low,unacceptable
high,med,4,4,small,med,unacceptable
high,med,4,4,small,high,acceptable
high,med,4,4,med,low,unacceptable
high,med,4,4,med,med,acceptable
high,med,4,4,med,high,acceptable
high,med,4,4,big,low,unacceptable
high,med,4,4,big,med,acceptable
high,med,4,4,big,high,acceptable
high,med,4,more,small,low,unacceptable
high,med,4,more,small,med,unacceptable
high,med,4,more,small,high,acceptable
high,med,4,more,med,low,unacceptable
high,med,4,more,med,med,acceptable
high,med,4,more,med,high,acceptable
high,med,4,more,big,low,unacceptable
high,med,4,more,big,med,acceptable
high,med,4,more,big,high,acceptable
high,med,5more,2,small,low,unacceptable
high,med,5more,2,small,med,unacceptable
high,med,5more,2,small,high,unacceptable
high,med,5more,2,med,low,unacceptable
high,med,5more,2,med,med,unacceptable
high,med,5more,2,med,high,unacceptable
high,med,5more,2,big,low,unacceptable
high,med,5more,2,big,med,unacceptable
high,med,5more,2,big,high,unacceptable
high,med,5more,4,small,low,unacceptable
high,med,5more,4,small,med,unacceptable
high,med,5more,4,small,high,acceptable
high,med,5more,4,med,low,unacceptable
high,med,5more,4,med,med,acceptable
high,med,5more,4,med,high,acceptable
high,med,5more,4,big,low,unacceptable
high,med,5more,4,big,med,acceptable
high,med,5more,4,big,high,acceptable
high,med,5more,more,small,low,unacceptable
high,med,5more,more,small,med,unacceptable
high,med,5more,more,small,high,acceptable
high,med,5more,more,med,low,unacceptable
high,med,5more,more,med,med,acceptable
high,med,5more,more,med,high,acceptable
high,med,5more,more,big,low,unacceptable
high,med,5more,more,big,med,acceptable
high,med,5more,more,big,high,acceptable
high,low,2,2,small,low,unacceptable
high,low,2,2,small,med,unacceptable
high,low,2,2,small,high,unacceptable
high,low,2,2,med,low,unacceptable
high,low,2,2,med,med,unacceptable
high,low,2,2,med,high,unacceptable
high,low,2,2,big,low,unacceptable
high,low,2,2,big,med,unacceptable
high,low,2,2,big,high,unacceptable
high,low,2,4,small,low,unacceptable
high,low,2,4,small,med,unacceptable
high,low,2,4,small,high,acceptable
high,low,2,4,med,low,unacceptable
high,low,2,4,med,med,unacceptable
high,low,2,4,med,high,acceptable
high,low,2,4,big,low,unacceptable
high,low,2,4,big,med,acceptable
high,low,2,4,big,high,acceptable
high,low,2,more,small,low,unacceptable
high,low,2,more,small,med,unacceptable
high,low,2,more,small,high,unacceptable
high,low,2,more,med,low,unacceptable
high,low,2,more,med,med,unacceptable
high,low,2,more,med,high,acceptable
high,low,2,more,big,low,unacceptable
high,low,2,more,big,med,acceptable
high,low,2,more,big,high,acceptable
high,low,3,2,small,low,unacceptable
high,low,3,2,small,med,unacceptable
high,low,3,2,small,high,unacceptable
high,low,3,2,med,low,unacceptable
high,low,3,2,med,med,unacceptable
high,low,3,2,med,high,unacceptable
high,low,3,2,big,low,unacceptable
high,low,3,2,big,med,unacceptable
high,low,3,2,big,high,unacceptable
high,low,3,4,small,low,unacceptable
high,low,3,4,small,med,unacceptable
high,low,3,4,small,high,acceptable
high,low,3,4,med,low,unacceptable
high,low,3,4,med,med,unacceptable
high,low,3,4,med,high,acceptable
high,low,3,4,big,low,unacceptable
high,low,3,4,big,med,acceptable
high,low,3,4,big,high,acceptable
high,low,3,more,small,low,unacceptable
high,low,3,more,small,med,unacceptable
high,low,3,more,small,high,acceptable
high,low,3,more,med,low,unacceptable
high,low,3,more,med,med,acceptable
high,low,3,more,med,high,acceptable
high,low,3,more,big,low,unacceptable
high,low,3,more,big,med,acceptable
high,low,3,more,big,high,acceptable
high,low,4,2,small,low,unacceptable
high,low,4,2,small,med,unacceptable
high,low,4,2,small,high,unacceptable
high,low,4,2,med,low,unacceptable
high,low,4,2,med,med,unacceptable
high,low,4,2,med,high,unacceptable
high,low,4,2,big,low,unacceptable
high,low,4,2,big,med,unacceptable
high,low,4,2,big,high,unacceptable
high,low,4,4,small,low,unacceptable
high,low,4,4,small,med,unacceptable
high,low,4,4,small,high,acceptable
high,low,4,4,med,low,unacceptable
high,low,4,4,med,med,acceptable
high,low,4,4,med,high,acceptable
high,low,4,4,big,low,unacceptable
high,low,4,4,big,med,acceptable
high,low,4,4,big,high,acceptable
high,low,4,more,small,low,unacceptable
high,low,4,more,small,med,unacceptable
high,low,4,more,small,high,acceptable
high,low,4,more,med,low,unacceptable
high,low,4,more,med,med,acceptable
high,low,4,more,med,high,acceptable
high,low,4,more,big,low,unacceptable
high,low,4,more,big,med,acceptable
high,low,4,more,big,high,acceptable
high,low,5more,2,small,low,unacceptable
high,low,5more,2,small,med,unacceptable
high,low,5more,2,small,high,unacceptable
high,low,5more,2,med,low,unacceptable
high,low,5more,2,med,med,unacceptable
high,low,5more,2,med,high,unacceptable
high,low,5more,2,big,low,unacceptable
high,low,5more,2,big,med,unacceptable
high,low,5more,2,big,high,unacceptable
high,low,5more,4,small,low,unacceptable
high,low,5more,4,small,med,unacceptable
high,low,5more,4,small,high,acceptable
high,low,5more,4,med,low,unacceptable
high,low,5more,4,med,med,acceptable
high,low,5more,4,med,high,acceptable
high,low,5more,4,big,low,unacceptable
high,low,5more,4,big,med,acceptable
high,low,5more,4,big,high,acceptable
high,low,5more,more,small,low,unacceptable
high,low,5more,more,small,med,unacceptable
high,low,5more,more,small,high,acceptable
high,low,5more,more,med,low,unacceptable
high,low,5more,more,med,med,acceptable
high,low,5more,more,med,high,acceptable
high,low,5more,more,big,low,unacceptable
high,low,5more,more,big,med,acceptable
high,low,5more,more,big,high,acceptable
med,vhigh,2,2,small,low,unacceptable
med,vhigh,2,2,small,med,unacceptable
med,vhigh,2,2,small,high,unacceptable
med,vhigh,2,2,med,low,unacceptable
med,vhigh,2,2,med,med,unacceptable
med,vhigh,2,2,med,high,unacceptable
med,vhigh,2,2,big,low,unacceptable
med,vhigh,2,2,big,med,unacceptable
med,vhigh,2,2,big,high,unacceptable
med,vhigh,2,4,small,low,unacceptable
med,vhigh,2,4,small,med,unacceptable
med,vhigh,2,4,small,high,acceptable
med,vhigh,2,4,med,low,unacceptable
med,vhigh,2,4,med,med,unacceptable
med,vhigh,2,4,med,high,acceptable
med,vhigh,2,4,big,low,unacceptable
med,vhigh,2,4,big,med,acceptable
med,vhigh,2,4,big,high,acceptable
med,vhigh,2,more,small,low,unacceptable
med,vhigh,2,more,small,med,unacceptable
med,vhigh,2,more,small,high,unacceptable
med,vhigh,2,more,med,low,unacceptable
med,vhigh,2,more,med,med,unacceptable
med,vhigh,2,more,med,high,acceptable
med,vhigh,2,more,big,low,unacceptable
med,vhigh,2,more,big,med,acceptable
med,vhigh,2,more,big,high,acceptable
med,vhigh,3,2,small,low,unacceptable
med,vhigh,3,2,small,med,unacceptable
med,vhigh,3,2,small,high,unacceptable
med,vhigh,3,2,med,low,unacceptable
med,vhigh,3,2,med,med,unacceptable
med,vhigh,3,2,med,high,unacceptable
med,vhigh,3,2,big,low,unacceptable
med,vhigh,3,2,big,med,unacceptable
med,vhigh,3,2,big,high,unacceptable
med,vhigh,3,4,small,low,unacceptable
med,vhigh,3,4,small,med,unacceptable
med,vhigh,3,4,small,high,acceptable
med,vhigh,3,4,med,low,unacceptable
med,vhigh,3,4,med,med,unacceptable
med,vhigh,3,4,med,high,acceptable
med,vhigh,3,4,big,low,unacceptable
med,vhigh,3,4,big,med,acceptable
med,vhigh,3,4,big,high,acceptable
med,vhigh,3,more,small,low,unacceptable
med,vhigh,3,more,small,med,unacceptable
med,vhigh,3,more,small,high,acceptable
med,vhigh,3,more,med,low,unacceptable
med,vhigh,3,more,med,med,acceptable
med,vhigh,3,more,med,high,acceptable
med,vhigh,3,more,big,low,unacceptable
med,vhigh,3,more,big,med,acceptable
med,vhigh,3,more,big,high,acceptable
med,vhigh,4,2,small,low,unacceptable
med,vhigh,4,2,small,med,unacceptable
med,vhigh,4,2,small,high,unacceptable
med,vhigh,4,2,med,low,unacceptable
med,vhigh,4,2,med,med,unacceptable
med,vhigh,4,2,med,high,unacceptable
med,vhigh,4,2,big,low,unacceptable
med,vhigh,4,2,big,med,unacceptable
med,vhigh,4,2,big,high,unacceptable
med,vhigh,4,4,small,low,unacceptable
med,vhigh,4,4,small,med,unacceptable
med,vhigh,4,4,small,high,acceptable
med,vhigh,4,4,med,low,unacceptable
med,vhigh,4,4,med,med,acceptable
med,vhigh,4,4,med,high,acceptable
med,vhigh,4,4,big,low,unacceptable
med,vhigh,4,4,big,med,acceptable
med,vhigh,4,4,big,high,acceptable
med,vhigh,4,more,small,low,unacceptable
med,vhigh,4,more,small,med,unacceptable
med,vhigh,4,more,small,high,acceptable
med,vhigh,4,more,med,low,unacceptable
med,vhigh,4,more,med,med,acceptable
med,vhigh,4,more,med,high,acceptable
med,vhigh,4,more,big,low,unacceptable
med,vhigh,4,more,big,med,acceptable
med,vhigh,4,more,big,high,acceptable
med,vhigh,5more,2,small,low,unacceptable
med,vhigh,5more,2,small,med,unacceptable
med,vhigh,5more,2,small,high,unacceptable
med,vhigh,5more,2,med,low,unacceptable
med,vhigh,5more,2,med,med,unacceptable
med,vhigh,5more,2,med,high,unacceptable
med,vhigh,5more,2,big,low,unacceptable
med,vhigh,5more,2,big,med,unacceptable
med,vhigh,5more,2,big,high,unacceptable
med,vhigh,5more,4,small,low,unacceptable
med,vhigh,5more,4,small,med,unacceptable
med,vhigh,5more,4,small,high,acceptable
med,vhigh,5more,4,med,low,unacceptable
med,vhigh,5more,4,med,med,acceptable
med,vhigh,5more,4,med,high,acceptable
med,vhigh,5more,4,big,low,unacceptable
med,vhigh,5more,4,big,med,acceptable
med,vhigh,5more,4,big,high,acceptable
med,vhigh,5more,more,small,low,unacceptable
med,vhigh,5more,more,small,med,unacceptable
med,vhigh,5more,more,small,high,acceptable
med,vhigh,5more,more,med,low,unacceptable
med,vhigh,5more,more,med,med,acceptable
med,vhigh,5more,more,med,high,acceptable
med,vhigh,5more,more,big,low,unacceptable
med,vhigh,5more,more,big,med,acceptable
med,vhigh,5more,more,big,high,acceptable
med,high,2,2,small,low,unacceptable
med,high,2,2,small,med,unacceptable
med,high,2,2,small,high,unacceptable
med,high,2,2,med,low,unacceptable
med,high,2,2,med,med,unacceptable
med,high,2,2,med,high,unacceptable
med,high,2,2,big,low,unacceptable
med,high,2,2,big,med,unacceptable
med,high,2,2,big,high,unacceptable
med,high,2,4,small,low,unacceptable
med,high,2,4,small,med,unacceptable
med,high,2,4,small,high,acceptable
med,high,2,4,med,low,unacceptable
med,high,2,4,med,med,unacceptable
med,high,2,4,med,high,acceptable
med,high,2,4,big,low,unacceptable
med,high,2,4,big,med,acceptable
med,high,2,4,big,high,acceptable
med,high,2,more,small,low,unacceptable
med,high,2,more,small,med,unacceptable
med,high,2,more,small,high,unacceptable
med,high,2,more,med,low,unacceptable
med,high,2,more,med,med,unacceptable
med,high,2,more,med,high,acceptable
med,high,2,more,big,low,unacceptable
med,high,2,more,big,med,acceptable
med,high,2,more,big,high,acceptable
med,high,3,2,small,low,unacceptable
med,high,3,2,small,med,unacceptable
med,high,3,2,small,high,unacceptable
med,high,3,2,med,low,unacceptable
med,high,3,2,med,med,unacceptable
med,high,3,2,med,high,unacceptable
med,high,3,2,big,low,unacceptable
med,high,3,2,big,med,unacceptable
med,high,3,2,big,high,unacceptable
med,high,3,4,small,low,unacceptable
med,high,3,4,small,med,unacceptable
med,high,3,4,small,high,acceptable
med,high,3,4,med,low,unacceptable
med,high,3,4,med,med,unacceptable
med,high,3,4,med,high,acceptable
med,high,3,4,big,low,unacceptable
med,high,3,4,big,med,acceptable
med,high,3,4,big,high,acceptable
med,high,3,more,small,low,unacceptable
med,high,3,more,small,med,unacceptable
med,high,3,more,small,high,acceptable
med,high,3,more,med,low,unacceptable
med,high,3,more,med,med,acceptable
med,high,3,more,med,high,acceptable
med,high,3,more,big,low,unacceptable
med,high,3,more,big,med,acceptable
med,high,3,more,big,high,acceptable
med,high,4,2,small,low,unacceptable
med,high,4,2,small,med,unacceptable
med,high,4,2,small,high,unacceptable
med,high,4,2,med,low,unacceptable
med,high,4,2,med,med,unacceptable
med,high,4,2,med,high,unacceptable
med,high,4,2,big,low,unacceptable
med,high,4,2,big,med,unacceptable
med,high,4,2,big,high,unacceptable
med,high,4,4,small,low,unacceptable
med,high,4,4,small,med,unacceptable
med,high,4,4,small,high,acceptable
med,high,4,4,med,low,unacceptable
med,high,4,4,med,med,acceptable
med,high,4,4,med,high,acceptable
med,high,4,4,big,low,unacceptable
med,high,4,4,big,med,acceptable
med,high,4,4,big,high,acceptable
med,high,4,more,small,low,unacceptable
med,high,4,more,small,med,unacceptable
med,high,4,more,small,high,acceptable
med,high,4,more,med,low,unacceptable
med,high,4,more,med,med,acceptable
med,high,4,more,med,high,acceptable
med,high,4,more,big,low,unacceptable
med,high,4,more,big,med,acceptable
med,high,4,more,big,high,acceptable
med,high,5more,2,small,low,unacceptable
med,high,5more,2,small,med,unacceptable
med,high,5more,2,small,high,unacceptable
med,high,5more,2,med,low,unacceptable
med,high,5more,2,med,med,unacceptable
med,high,5more,2,med,high,unacceptable
med,high,5more,2,big,low,unacceptable
med,high,5more,2,big,med,unacceptable
med,high,5more,2,big,high,unacceptable
med,high,5more,4,small,low,unacceptable
med,high,5more,4,small,med,unacceptable
med,high,5more,4,small,high,acceptable
med,high,5more,4,med,low,unacceptable
med,high,5more,4,med,med,acceptable
med,high,5more,4,med,high,acceptable
med,high,5more,4,big,low,unacceptable
med,high,5more,4,big,med,acceptable
med,high,5more,4,big,high,acceptable
med,high,5more,more,small,low,unacceptable
med,high,5more,more,small,med,unacceptable
med,high,5more,more,small,high,acceptable
med,high,5more,more,med,low,unacceptable
med,high,5more,more,med,med,acceptable
med,high,5more,more,med,high,acceptable
med,high,5more,more,big,low,unacceptable
med,high,5more,more,big,med,acceptable
med,high,5more,more,big,high,acceptable
med,med,2,2,small,low,unacceptable
med,med,2,2,small,med,unacceptable
med,med,2,2,small,high,unacceptable
med,med,2,2,med,low,unacceptable
med,med,2,2,med,med,unacceptable
med,med,2,2,med,high,unacceptable
med,med,2,2,big,low,unacceptable
med,med,2,2,big,med,unacceptable
med,med,2,2,big,high,unacceptable
med,med,2,4,small,low,unacceptable
med,med,2,4,small,med,acceptable
med,med,2,4,small,high,acceptable
med,med,2,4,med,low,unacceptable
med,med,2,4,med,med,acceptable
med,med,2,4,med,high,acceptable
med,med,2,4,big,low,unacceptable
med,med,2,4,big,med,acceptable
med,med,2,4,big,high,vgood
med,med,2,more,small,low,unacceptable
med,med,2,more,small,med,unacceptable
med,med,2,more,small,high,unacceptable
med,med,2,more,med,low,unacceptable
med,med,2,more,med,med,acceptable
med,med,2,more,med,high,acceptable
med,med,2,more,big,low,unacceptable
med,med,2,more,big,med,acceptable
med,med,2,more,big,high,vgood
med,med,3,2,small,low,unacceptable
med,med,3,2,small,med,unacceptable
med,med,3,2,small,high,unacceptable
med,med,3,2,med,low,unacceptable
med,med,3,2,med,med,unacceptable
med,med,3,2,med,high,unacceptable
med,med,3,2,big,low,unacceptable
med,med,3,2,big,med,unacceptable
med,med,3,2,big,high,unacceptable
med,med,3,4,small,low,unacceptable
med,med,3,4,small,med,acceptable
med,med,3,4,small,high,acceptable
med,med,3,4,med,low,unacceptable
med,med,3,4,med,med,acceptable
med,med,3,4,med,high,acceptable
med,med,3,4,big,low,unacceptable
med,med,3,4,big,med,acceptable
med,med,3,4,big,high,vgood
med,med,3,more,small,low,unacceptable
med,med,3,more,small,med,acceptable
med,med,3,more,small,high,acceptable
med,med,3,more,med,low,unacceptable
med,med,3,more,med,med,acceptable
med,med,3,more,med,high,vgood
med,med,3,more,big,low,unacceptable
med,med,3,more,big,med,acceptable
med,med,3,more,big,high,vgood
med,med,4,2,small,low,unacceptable
med,med,4,2,small,med,unacceptable
med,med,4,2,small,high,unacceptable
med,med,4,2,med,low,unacceptable
med,med,4,2,med,med,unacceptable
med,med,4,2,med,high,unacceptable
med,med,4,2,big,low,unacceptable
med,med,4,2,big,med,unacceptable
med,med,4,2,big,high,unacceptable
med,med,4,4,small,low,unacceptable
med,med,4,4,small,med,acceptable
med,med,4,4,small,high,acceptable
med,med,4,4,med,low,unacceptable
med,med,4,4,med,med,acceptable
med,med,4,4,med,high,vgood
med,med,4,4,big,low,unacceptable
med,med,4,4,big,med,acceptable
med,med,4,4,big,high,vgood
med,med,4,more,small,low,unacceptable
med,med,4,more,small,med,acceptable
med,med,4,more,small,high,acceptable
med,med,4,more,med,low,unacceptable
med,med,4,more,med,med,acceptable
med,med,4,more,med,high,vgood
med,med,4,more,big,low,unacceptable
med,med,4,more,big,med,acceptable
med,med,4,more,big,high,vgood
med,med,5more,2,small,low,unacceptable
med,med,5more,2,small,med,unacceptable
med,med,5more,2,small,high,unacceptable
med,med,5more,2,med,low,unacceptable
med,med,5more,2,med,med,unacceptable
med,med,5more,2,med,high,unacceptable
med,med,5more,2,big,low,unacceptable
med,med,5more,2,big,med,unacceptable
med,med,5more,2,big,high,unacceptable
med,med,5more,4,small,low,unacceptable
med,med,5more,4,small,med,acceptable
med,med,5more,4,small,high,acceptable
med,med,5more,4,med,low,unacceptable
med,med,5more,4,med,med,acceptable
med,med,5more,4,med,high,vgood
med,med,5more,4,big,low,unacceptable
med,med,5more,4,big,med,acceptable
med,med,5more,4,big,high,vgood
med,med,5more,more,small,low,unacceptable
med,med,5more,more,small,med,acceptable
med,med,5more,more,small,high,acceptable
med,med,5more,more,med,low,unacceptable
med,med,5more,more,med,med,acceptable
med,med,5more,more,med,high,vgood
med,med,5more,more,big,low,unacceptable
med,med,5more,more,big,med,acceptable
med,med,5more,more,big,high,vgood
med,low,2,2,small,low,unacceptable
med,low,2,2,small,med,unacceptable
med,low,2,2,small,high,unacceptable
med,low,2,2,med,low,unacceptable
med,low,2,2,med,med,unacceptable
med,low,2,2,med,high,unacceptable
med,low,2,2,big,low,unacceptable
med,low,2,2,big,med,unacceptable
med,low,2,2,big,high,unacceptable
med,low,2,4,small,low,unacceptable
med,low,2,4,small,med,acceptable
med,low,2,4,small,high,good
med,low,2,4,med,low,unacceptable
med,low,2,4,med,med,acceptable
med,low,2,4,med,high,good
med,low,2,4,big,low,unacceptable
med,low,2,4,big,med,good
med,low,2,4,big,high,vgood
med,low,2,more,small,low,unacceptable
med,low,2,more,small,med,unacceptable
med,low,2,more,small,high,unacceptable
med,low,2,more,med,low,unacceptable
med,low,2,more,med,med,acceptable
med,low,2,more,med,high,good
med,low,2,more,big,low,unacceptable
med,low,2,more,big,med,good
med,low,2,more,big,high,vgood
med,low,3,2,small,low,unacceptable
med,low,3,2,small,med,unacceptable
med,low,3,2,small,high,unacceptable
med,low,3,2,med,low,unacceptable
med,low,3,2,med,med,unacceptable
med,low,3,2,med,high,unacceptable
med,low,3,2,big,low,unacceptable
med,low,3,2,big,med,unacceptable
med,low,3,2,big,high,unacceptable
med,low,3,4,small,low,unacceptable
med,low,3,4,small,med,acceptable
med,low,3,4,small,high,good
med,low,3,4,med,low,unacceptable
med,low,3,4,med,med,acceptable
med,low,3,4,med,high,good
med,low,3,4,big,low,unacceptable
med,low,3,4,big,med,good
med,low,3,4,big,high,vgood
med,low,3,more,small,low,unacceptable
med,low,3,more,small,med,acceptable
med,low,3,more,small,high,good
med,low,3,more,med,low,unacceptable
med,low,3,more,med,med,good
med,low,3,more,med,high,vgood
med,low,3,more,big,low,unacceptable
med,low,3,more,big,med,good
med,low,3,more,big,high,vgood
med,low,4,2,small,low,unacceptable
med,low,4,2,small,med,unacceptable
med,low,4,2,small,high,unacceptable
med,low,4,2,med,low,unacceptable
med,low,4,2,med,med,unacceptable
med,low,4,2,med,high,unacceptable
med,low,4,2,big,low,unacceptable
med,low,4,2,big,med,unacceptable
med,low,4,2,big,high,unacceptable
med,low,4,4,small,low,unacceptable
med,low,4,4,small,med,acceptable
med,low,4,4,small,high,good
med,low,4,4,med,low,unacceptable
med,low,4,4,med,med,good
med,low,4,4,med,high,vgood
med,low,4,4,big,low,unacceptable
med,low,4,4,big,med,good
med,low,4,4,big,high,vgood
med,low,4,more,small,low,unacceptable
med,low,4,more,small,med,acceptable
med,low,4,more,small,high,good
med,low,4,more,med,low,unacceptable
med,low,4,more,med,med,good
med,low,4,more,med,high,vgood
med,low,4,more,big,low,unacceptable
med,low,4,more,big,med,good
med,low,4,more,big,high,vgood
med,low,5more,2,small,low,unacceptable
med,low,5more,2,small,med,unacceptable
med,low,5more,2,small,high,unacceptable
med,low,5more,2,med,low,unacceptable
med,low,5more,2,med,med,unacceptable
med,low,5more,2,med,high,unacceptable
med,low,5more,2,big,low,unacceptable
med,low,5more,2,big,med,unacceptable
med,low,5more,2,big,high,unacceptable
med,low,5more,4,small,low,unacceptable
med,low,5more,4,small,med,acceptable
med,low,5more,4,small,high,good
med,low,5more,4,med,low,unacceptable
med,low,5more,4,med,med,good
med,low,5more,4,med,high,vgood
med,low,5more,4,big,low,unacceptable
med,low,5more,4,big,med,good
med,low,5more,4,big,high,vgood
med,low,5more,more,small,low,unacceptable
med,low,5more,more,small,med,acceptable
med,low,5more,more,small,high,good
med,low,5more,more,med,low,unacceptable
med,low,5more,more,med,med,good
med,low,5more,more,med,high,vgood
med,low,5more,more,big,low,unacceptable
med,low,5more,more,big,med,good
med,low,5more,more,big,high,vgood
low,vhigh,2,2,small,low,unacceptable
low,vhigh,2,2,small,med,unacceptable
low,vhigh,2,2,small,high,unacceptable
low,vhigh,2,2,med,low,unacceptable
low,vhigh,2,2,med,med,unacceptable
low,vhigh,2,2,med,high,unacceptable
low,vhigh,2,2,big,low,unacceptable
low,vhigh,2,2,big,med,unacceptable
low,vhigh,2,2,big,high,unacceptable
low,vhigh,2,4,small,low,unacceptable
low,vhigh,2,4,small,med,unacceptable
low,vhigh,2,4,small,high,acceptable
low,vhigh,2,4,med,low,unacceptable
low,vhigh,2,4,med,med,unacceptable
low,vhigh,2,4,med,high,acceptable
low,vhigh,2,4,big,low,unacceptable
low,vhigh,2,4,big,med,acceptable
low,vhigh,2,4,big,high,acceptable
low,vhigh,2,more,small,low,unacceptable
low,vhigh,2,more,small,med,unacceptable
low,vhigh,2,more,small,high,unacceptable
low,vhigh,2,more,med,low,unacceptable
low,vhigh,2,more,med,med,unacceptable
low,vhigh,2,more,med,high,acceptable
low,vhigh,2,more,big,low,unacceptable
low,vhigh,2,more,big,med,acceptable
low,vhigh,2,more,big,high,acceptable
low,vhigh,3,2,small,low,unacceptable
low,vhigh,3,2,small,med,unacceptable
low,vhigh,3,2,small,high,unacceptable
low,vhigh,3,2,med,low,unacceptable
low,vhigh,3,2,med,med,unacceptable
low,vhigh,3,2,med,high,unacceptable
low,vhigh,3,2,big,low,unacceptable
low,vhigh,3,2,big,med,unacceptable
low,vhigh,3,2,big,high,unacceptable
low,vhigh,3,4,small,low,unacceptable
low,vhigh,3,4,small,med,unacceptable
low,vhigh,3,4,small,high,acceptable
low,vhigh,3,4,med,low,unacceptable
low,vhigh,3,4,med,med,unacceptable
low,vhigh,3,4,med,high,acceptable
low,vhigh,3,4,big,low,unacceptable
low,vhigh,3,4,big,med,acceptable
low,vhigh,3,4,big,high,acceptable
low,vhigh,3,more,small,low,unacceptable
low,vhigh,3,more,small,med,unacceptable
low,vhigh,3,more,small,high,acceptable
low,vhigh,3,more,med,low,unacceptable
low,vhigh,3,more,med,med,acceptable
low,vhigh,3,more,med,high,acceptable
low,vhigh,3,more,big,low,unacceptable
low,vhigh,3,more,big,med,acceptable
low,vhigh,3,more,big,high,acceptable
low,vhigh,4,2,small,low,unacceptable
low,vhigh,4,2,small,med,unacceptable
low,vhigh,4,2,small,high,unacceptable
low,vhigh,4,2,med,low,unacceptable
low,vhigh,4,2,med,med,unacceptable
low,vhigh,4,2,med,high,unacceptable
low,vhigh,4,2,big,low,unacceptable
low,vhigh,4,2,big,med,unacceptable
low,vhigh,4,2,big,high,unacceptable
low,vhigh,4,4,small,low,unacceptable
low,vhigh,4,4,small,med,unacceptable
low,vhigh,4,4,small,high,acceptable
low,vhigh,4,4,med,low,unacceptable
low,vhigh,4,4,med,med,acceptable
low,vhigh,4,4,med,high,acceptable
low,vhigh,4,4,big,low,unacceptable
low,vhigh,4,4,big,med,acceptable
low,vhigh,4,4,big,high,acceptable
low,vhigh,4,more,small,low,unacceptable
low,vhigh,4,more,small,med,unacceptable
low,vhigh,4,more,small,high,acceptable
low,vhigh,4,more,med,low,unacceptable
low,vhigh,4,more,med,med,acceptable
low,vhigh,4,more,med,high,acceptable
low,vhigh,4,more,big,low,unacceptable
low,vhigh,4,more,big,med,acceptable
low,vhigh,4,more,big,high,acceptable
low,vhigh,5more,2,small,low,unacceptable
low,vhigh,5more,2,small,med,unacceptable
low,vhigh,5more,2,small,high,unacceptable
low,vhigh,5more,2,med,low,unacceptable
low,vhigh,5more,2,med,med,unacceptable
low,vhigh,5more,2,med,high,unacceptable
low,vhigh,5more,2,big,low,unacceptable
low,vhigh,5more,2,big,med,unacceptable
low,vhigh,5more,2,big,high,unacceptable
low,vhigh,5more,4,small,low,unacceptable
low,vhigh,5more,4,small,med,unacceptable
low,vhigh,5more,4,small,high,acceptable
low,vhigh,5more,4,med,low,unacceptable
low,vhigh,5more,4,med,med,acceptable
low,vhigh,5more,4,med,high,acceptable
low,vhigh,5more,4,big,low,unacceptable
low,vhigh,5more,4,big,med,acceptable
low,vhigh,5more,4,big,high,acceptable
low,vhigh,5more,more,small,low,unacceptable
low,vhigh,5more,more,small,med,unacceptable
low,vhigh,5more,more,small,high,acceptable
low,vhigh,5more,more,med,low,unacceptable
low,vhigh,5more,more,med,med,acceptable
low,vhigh,5more,more,med,high,acceptable
low,vhigh,5more,more,big,low,unacceptable
low,vhigh,5more,more,big,med,acceptable
low,vhigh,5more,more,big,high,acceptable
low,high,2,2,small,low,unacceptable
low,high,2,2,small,med,unacceptable
low,high,2,2,small,high,unacceptable
low,high,2,2,med,low,unacceptable
low,high,2,2,med,med,unacceptable
low,high,2,2,med,high,unacceptable
low,high,2,2,big,low,unacceptable
low,high,2,2,big,med,unacceptable
