Mfr Name,Carline,Eng Displ,Cylinders,Transmission,CityMPG,HwyMPG,CombMPG,# Gears
Hyundai,Sonata,2.4,4,Auto(S6),25,33,28,6
Hyundai,Sonata SE,2.4,4,Auto(S6),26,35,29,6
Jaguar Land Rover L,XJ,3,6,Auto(S8),18,27,21,8
Jaguar Land Rover L,XJ,5,8,Auto(S8),15,23,18,8
Jaguar Land Rover L,XJ AWD,3,6,Auto(S8),17,26,20,8
Jaguar Land Rover L,XJL,3,6,Auto(S8),18,27,21,8
Jaguar Land Rover L,XJL,5,8,Auto(S8),15,23,18,8
Jaguar Land Rover L,XJL AWD,3,6,Auto(S8),17,25,20,8
Kia,Cadenza,3.3,6,Auto(S8),20,27,23,8
Kia,Optima,1.6,4,Auto(AM7),27,37,31,7
Kia,Optima,2,4,Auto(S6),21,30,24,6
Kia,Optima,2.4,4,Auto(S6),24,33,27,6
Kia,Optima FE,2.4,4,Auto(S6),25,35,29,6
Maserati,QUATTROPORTE S,3,6,Auto(A8),16,23,18,8
Maserati,QUATTROPORTE SQ4 V6,3,6,Auto(A8),16,23,18,8
Maserati,QUATTROPORTE V8,3.8,8,Auto(A8),15,22,17,8
Rolls-Royce,Ghost,6.6,12,Auto(S8),12,18,14,8
Rolls-Royce,Ghost EWB,6.6,12,Auto(S8),12,18,14,8
BMW,330i xDrive Sports Wagon,2,4,Auto(S8),23,33,27,8
General Motors,REGAL TOUR X AWD,2,4,Auto(S8),21,29,24,8
FCA US LLC,500L,1.4,4,Auto(A6),22,30,25,6
Honda,FIT,1.5,4,Auto(AV),33,40,36,1
Honda,FIT,1.5,4,Auto(AV-S7),31,36,33,7
Honda,FIT,1.5,4,Manual(M6),29,36,31,6
Honda,HR-V AWD,1.8,4,Auto(AV),27,31,29,1
Honda,HR-V AWD,1.8,4,Auto(AV-S7),26,31,28,7
Honda,HR-V FWD,1.8,4,Auto(AV),28,34,30,1
Honda,HR-V FWD,1.8,4,Auto(AV-S7),28,34,30,7
Kia,Soul,1.6,4,Auto(AM7),26,31,28,7
Kia,Soul,1.6,4,Auto(S6),26,31,28,6
Kia,Soul,1.6,4,Manual(M6),24,30,27,6
Kia,Soul,2,4,Auto(S6),25,30,27,6
Subaru,IMPREZA 5-Door,2,4,Auto(AV-S7),28,36,31,7
Subaru,IMPREZA 5-Door,2,4,Manual(M5),24,31,26,5
Subaru,IMPREZA 5-Door SPORT,2,4,Auto(AV-S7),27,35,30,7
Subaru,IMPREZA 5-Door SPORT,2,4,Manual(M5),22,30,25,5
Volvo,V60 AWD,2,4,Auto(S8),21,31,25,8
Volvo,V60 FWD,2,4,Auto(S8),24,36,28,8
Jaguar Land Rover L,XF Sportbrake AWD,3,6,Auto(S8),18,25,21,8
Mercedes-Benz,AMG GLA 45 4MATIC,2,4,Auto(AM7),22,28,25,7
Volvo,V90 AWD,2,4,Auto(S8),21,31,25,8
Volvo,V90 CC AWD,2,4,Auto(S8),20,30,24,8
Volvo,V90 CC AWD,2,4,Auto(S8),22,31,25,8
Volvo,V90 FWD,2,4,Auto(S8),23,35,27,8
General Motors,COLORADO 2WD,2.5,4,Auto(A6),20,26,22,6
General Motors,COLORADO 2WD,2.5,4,Manual(M6),20,26,22,6
General Motors,COLORADO 2WD,2.8,4,Auto(A6),20,30,23,6
General Motors,COLORADO 2WD,3.6,6,Auto(A8),18,25,20,8
General Motors,CANYON 2WD,2.5,4,Auto(A6),20,26,22,6
General Motors,CANYON 2WD,2.5,4,Manual(M6),20,26,22,6
General Motors,CANYON 2WD,2.8,4,Auto(A6),20,30,23,6
General Motors,CANYON 2WD,3.6,6,Auto(A8),18,25,20,8
Honda,RIDGELINE FWD,3.5,6,Auto(A6),19,26,22,6
Nissan,FRONTIER 2WD,2.5,4,Auto(A5),17,22,19,5
Nissan,FRONTIER 2WD,2.5,4,Manual(M5),19,23,21,5
Nissan,FRONTIER 2WD,4,6,Auto(A5),16,23,19,5
Nissan,FRONTIER 2WD,4,6,Manual(M6),16,22,19,6
Nissan,FRONTIER 2WD FFV,4,6,Auto(A5),16,22,18,5
General Motors,COLORADO 4WD,2.5,4,Auto(A6),19,24,21,6
General Motors,COLORADO 4WD,2.8,4,Auto(A6),19,28,22,6
General Motors,COLORADO 4WD,3.6,6,Auto(A8),17,24,19,8
General Motors,COLORADO ZR2 4WD,2.8,4,Auto(A6),18,22,19,6
General Motors,COLORADO ZR2 4WD,3.6,6,Auto(A8),16,18,17,8
General Motors,CANYON 4WD,2.5,4,Auto(A6),19,24,21,6
General Motors,CANYON 4WD,2.8,4,Auto(A6),19,28,22,6
General Motors,CANYON 4WD,3.6,6,Auto(A8),17,24,19,8
Nissan,FRONTIER 4WD,4,6,Auto(A5),15,21,17,5
Nissan,FRONTIER 4WD,4,6,Manual(M6),16,21,18,6
Nissan,FRONTIER 4WD FFV,4,6,Auto(A5),15,21,17,5
General Motors,C10 SILVERADO 2WD,5.3,8,Auto(A8),17,23,19,8
General Motors,C15 SILVERADO LD 2WD,5.3,8,Auto(A6),15,22,17,6
General Motors,C10 SIERRA 2WD,5.3,8,Auto(A8),17,23,19,8
General Motors,C15 SIERRA LTD 2WD,5.3,8,Auto(A6),15,22,17,6
FCA US LLC,1500 4X2,5.7,8,Auto(A8),17,23,19,8
FCA US LLC,1500 4X2,5.7,8,Auto(A8),15,22,17,8
FCA US LLC,1500 Classic 4X2,3.6,6,Auto(A8),17,25,20,8
FCA US LLC,1500 Classic 4X2,5.7,8,Auto(A8),15,22,17,8
Toyota,TUNDRA 2WD,4.6,8,Auto(S6),15,19,16,6
Toyota,TUNDRA 2WD,5.7,8,Auto(S6),13,18,15,6
General Motors,K10 SILVERADO 4WD,5.3,8,Auto(A8),16,22,18,8
General Motors,K10 SILVERADO 4WD,6.2,8,Auto(A10),16,20,17,10
General Motors,K10 SILVERADO 4WD TRAILBOSS,5.3,8,Auto(A8),15,20,17,8
General Motors,K15 SILVERADO LD 4WD,5.3,8,Auto(A6),15,21,17,6
General Motors,K10 SIERRA 4WD,5.3,8,Auto(A8),15,21,17,8
General Motors,K10 SIERRA 4WD,6.2,8,Auto(A10),15,20,17,10
General Motors,K10 SIERRA 4WD AT4,5.3,8,Auto(A8),15,20,17,8
General Motors,K10 SIERRA 4WD AT4,6.2,8,Auto(A10),15,19,17,10
General Motors,K15 SIERRA LTD 4WD,5.3,8,Auto(A6),15,21,17,6
Honda,RIDGELINE AWD,3.5,6,Auto(A6),18,25,21,6
FCA US LLC,1500 4X4,5.7,8,Auto(A8),17,22,19,8
FCA US LLC,1500 4X4,5.7,8,Auto(A8),15,21,17,8
FCA US LLC,1500 Classic 4X4,3.6,6,Auto(A8),16,23,19,8
FCA US LLC,1500 Classic 4X4,5.7,8,Auto(A8),15,21,17,8
Toyota,TUNDRA 4WD,4.6,8,Auto(S6),14,18,16,6
Toyota,TUNDRA 4WD,5.7,8,Auto(S6),13,17,14,6
Toyota,TUNDRA 4WD FFV,5.7,8,Auto(S6),13,17,15,6
General Motors,XTS HEARSE,3.6,6,Auto(S6),15,21,17,6
General Motors,XTS LIMO,3.6,6,Auto(S6),15,21,17,6
Ford Motor Company,Transit Connect Van 2WD,2,4,Auto(S8),24,27,25,8
Ford Motor Company,Transit Connect Van 2WD,2.5,4,Auto(S6),20,27,22,6
Ford Motor Company,TRANSIT CONNECT VAN FFV,2,4,Auto(S8),24,27,25,8
Ford Motor Company,TRANSIT CONNECT WAGON LWB FFV,2,4,Auto(S8),24,29,26,8
Ford Motor Company,Transit Connect Wagon LWB FWD,2,4,Auto(S8),24,29,26,8
Ford Motor Company,Transit Connect Wagon LWB FWD,2.5,4,Auto(S6),20,26,22,6
Nissan,NV200 Cargo Van,2,4,Auto(AV),24,26,25,1
Ford Motor Company,MKT HEARSE AWD,3.5,6,Auto(A6),14,19,16,6
Ford Motor Company,MKT LIMO AWD,3.5,6,Auto(A6),14,19,15,6
Ford Motor Company,MKT LIVERY AWD,3.7,6,Auto(A6),16,23,18,6
General Motors,COLORADO CAB CHASSIS 2WD,3.6,6,Auto(A8),15,15,15,8
General Motors,CANYON CAB CHASSIS 2WD,3.6,6,Auto(A8),15,15,15,8
FCA US LLC,Pacifica,3.6,6,Auto(A9),19,28,22,9
FCA US LLC,Pacifica,3.6,6,Auto(A9),18,28,22,9
FCA US LLC,Grand Caravan,3.6,6,Auto(A6),17,25,20,6
Honda,ODYSSEY FWD,3.5,6,Auto(S10),19,28,22,10
Honda,ODYSSEY FWD,3.5,6,Auto(S9),19,28,22,9
Kia,Sedona,3.3,6,Auto(S8),18,24,21,8
Toyota,SIENNA,3.5,6,Auto(S8),19,27,22,8
Toyota,SIENNA AWD,3.5,6,Auto(S8),18,24,20,8
Honda,MDX FWD,3.5,6,Auto(S9),20,27,23,9
Honda,RDX FWD,2,4,Auto(S10),22,28,24,10
Honda,RDX FWD A-SPEC,2,4,Auto(S10),22,27,24,10
FCA US LLC,Stelvio,2,4,Auto(A8),22,29,25,8
General Motors,ENCORE,1.4,4,Auto(S6),26,31,28,6
General Motors,ENVISION FWD,2.5,4,Auto(A6),22,29,25,6
General Motors,XT5,3.6,6,Auto(S8),19,26,22,8
General Motors,EQUINOX FWD,1.5,4,Auto(A6),26,32,28,6
General Motors,EQUINOX FWD,1.6,4,Auto(A6),28,39,32,6
General Motors,EQUINOX FWD,2,4,Auto(A9),22,29,25,9
General Motors,TERRAIN FWD,1.5,4,Auto(A9),26,30,28,9
General Motors,TERRAIN FWD,1.6,4,Auto(A6),28,39,32,6
General Motors,TERRAIN FWD,2,4,Auto(A9),22,28,24,9
Honda,PILOT FWD,3.5,6,Auto(A6),19,27,22,6
Honda,PILOT FWD,3.5,6,Auto(S9),20,27,23,9
Hyundai,Kona FWD,1.6,4,Auto(AM7),28,32,30,7
Hyundai,Kona FWD,2,4,Auto(S6),27,33,30,6
Hyundai,Santa Fe FWD,2,4,Auto(S8),20,25,22,8
Hyundai,Santa Fe FWD,2.4,4,Auto(S8),22,29,25,8
Hyundai,Santa Fe XL FWD,3.3,6,Auto(S6),18,25,21,6
Hyundai,Santa Fe XL Ultimate FWD,3.3,6,Auto(S6),18,23,20,6
Nissan,QX50,2,4,Auto(AV-S7),24,31,27,7
Nissan,QX60 FWD,3.5,6,Auto(AV-S7),20,27,22,7
FCA US LLC,Cherokee FWD,2,4,Auto(A9),23,31,26,9
FCA US LLC,Cherokee FWD,2.4,4,Auto(A9),22,31,25,9
FCA US LLC,Cherokee FWD,3.2,6,Auto(A9),20,29,23,9
FCA US LLC,Compass 4X2,2.4,4,Auto(A6),22,31,25,6
FCA US LLC,Compass 4X2,2.4,4,Manual(M6),23,32,26,6
Kia,Sorento FWD,2.4,4,Auto(S6),22,29,25,6
Kia,Sorento FWD,3.3,6,Auto(S8),19,26,22,8
Kia,Sportage FE FWD,2.4,4,Auto(S6),23,30,25,6
Kia,Sportage FWD,2,4,Auto(S6),21,26,23,6
Kia,Sportage FWD,2.4,4,Auto(S6),22,29,25,6
Toyota,NX 300,2,4,Auto(S6),22,28,25,6
Toyota,RX 350,3.5,6,Auto(S8),20,27,23,8
Ford Motor Company,MKC  FWD,2,4,Auto(S6),20,27,23,6
Mercedes-Benz,GLA 250,2,4,Auto(AM7),24,33,27,7
Mercedes-Benz,GLC 300,2,4,Auto(A9),22,27,24,9
Mitsubishi Motors Co,ECLIPSE CROSS 2WD,1.5,4,Auto(AV-S8),25,28,26,8
Mitsubishi Motors Co,ECLIPSE CROSS ES 2WD,1.5,4,Auto(AV-S8),26,29,27,8
Mitsubishi Motors Co,OUTLANDER 2WD,2.4,4,Auto(AV-S6),25,30,27,6
Volvo,XC40 FWD,2,4,Auto(S8),23,33,27,8
Volvo,XC60 FWD,2,4,Auto(S8),22,29,24,8
Honda,MDX AWD,3,6,Auto(AM-S7),26,27,27,7
Honda,MDX AWD,3.5,6,Auto(S9),19,26,22,9
Honda,MDX AWD A-spec,3.5,6,Auto(S9),19,25,21,9
Honda,RDX AWD,2,4,Auto(S10),21,27,23,10
Honda,RDX AWD A-SPEC,2,4,Auto(S10),21,26,23,10
FCA US LLC,Stelvio AWD,2,4,Auto(A8),22,28,24,8
FCA US LLC,Stelvio AWD,2.9,6,Auto(A8),17,23,19,8
BMW,X3 M40i,3,6,Auto(S8),20,27,23,8
BMW,X3 sDrive30i,2,4,Auto(S8),23,30,26,8
BMW,X3 xDrive30i,2,4,Auto(S8),22,29,25,8
BMW,X4 M40i,3,6,Auto(S8),20,27,23,8
BMW,X4 xDrive30i,2,4,Auto(S8),22,29,25,8
General Motors,ENCORE AWD,1.4,4,Auto(S6),25,30,27,6
General Motors,ENVISION AWD,2,4,Auto(A9),20,25,22,9
General Motors,ENVISION AWD,2.5,4,Auto(A6),21,27,24,6
General Motors,XT5 AWD,3.6,6,Auto(S8),18,25,21,8
General Motors,EQUINOX AWD,1.5,4,Auto(A6),25,30,27,6
General Motors,EQUINOX AWD,1.6,4,Auto(A6),28,38,32,6
General Motors,EQUINOX AWD,2,4,Auto(A9),22,28,24,9
General Motors,TERRAIN AWD,1.5,4,Auto(A9),24,28,26,9
General Motors,TERRAIN AWD,1.6,4,Auto(A6),28,38,32,6
General Motors,TERRAIN AWD,2,4,Auto(A9),21,26,23,9
Honda,PILOT AWD,3.5,6,Auto(A6),18,26,21,6
Honda,PILOT AWD,3.5,6,Auto(S9),19,26,22,9
Hyundai,Kona AWD,1.6,4,Auto(AM7),26,29,27,7
Hyundai,Kona AWD,2,4,Auto(S6),25,30,27,6
Hyundai,Santa Fe AWD,2,4,Auto(S8),19,24,21,8
Hyundai,Santa Fe AWD,2.4,4,Auto(S8),21,27,23,8
Hyundai,Santa Fe XL AWD,3.3,6,Auto(S6),18,24,20,6
Hyundai,Santa Fe XL Ultimate AWD,3.3,6,Auto(S6),17,22,19,6
Nissan,QX50 AWD,2,4,Auto(AV-S7),24,30,26,7
Nissan,QX60 AWD,3.5,6,Auto(AV-S7),19,26,22,7
Jaguar Land Rover L,F-Pace,2,4,Auto(S8),26,33,29,8
Jaguar Land Rover L,F-Pace,2,4,Auto(S8),22,27,24,8
Jaguar Land Rover L,F-Pace,3,6,Auto(S8),18,23,20,8
Jaguar Land Rover L,Jaguar E-Pace P250,2,4,Auto(S9),21,28,24,9
Jaguar Land Rover L,Jaguar E-Pace P300,2,4,Auto(S9),21,27,23,9
FCA US LLC,Cherokee 4X4,2,4,Auto(A9),21,29,24,9
FCA US LLC,Cherokee 4X4,2.4,4,Auto(A9),21,29,24,9
FCA US LLC,Cherokee 4X4,3.2,6,Auto(A9),19,27,22,9
FCA US LLC,Cherokee 4x4 Active Drive II,2,4,Auto(A9),20,27,23,9
FCA US LLC,Cherokee 4x4 Active Drive II,3.2,6,Auto(A9),18,26,21,9
FCA US LLC,Cherokee Trailhawk 4X4,2,4,Auto(A9),20,26,22,9
FCA US LLC,Cherokee Trailhawk 4X4,3.2,6,Auto(A9),18,24,21,9
FCA US LLC,Compass 4X4,2.4,4,Auto(A9),22,30,25,9
FCA US LLC,Compass 4X4,2.4,4,Manual(M6),22,31,25,6
Kia,Sorento AWD,2.4,4,Auto(S6),21,26,23,6
Kia,Sorento AWD,3.3,6,Auto(S8),19,24,21,8
Kia,Sportage AWD,2,4,Auto(S6),20,23,21,6
Kia,Sportage AWD,2.4,4,Auto(S6),21,25,23,6
Kia,Sportage FE AWD,2.4,4,Auto(S6),21,25,22,6
Jaguar Land Rover L,Discovery Sport Si4,2,4,Auto(S9),20,25,22,9
Jaguar Land Rover L,Range Rover Evoque 237HP,2,4,Auto(S9),22,29,25,9
Jaguar Land Rover L,Range Rover Evoque 286HP,2,4,Auto(S9),21,29,24,9
Jaguar Land Rover L,Range Rover Evoque Cabriolet,2,4,Auto(S9),21,29,24,9
Jaguar Land Rover L,Range Rover Velar,2,4,Auto(S8),26,30,28,8
Jaguar Land Rover L,Range Rover Velar,2,4,Auto(S8),21,27,23,8
Jaguar Land Rover L,Range Rover Velar,3,6,Auto(S8),18,24,20,8
Toyota,NX 300 AWD,2,4,Auto(S6),22,28,24,6
Toyota,NX 300 AWD F SPORT,2,4,Auto(S6),22,27,24,6
Toyota,NX 300h AWD,2.5,4,Auto(AV-S6),33,30,31,6
Toyota,RX 350 AWD,3.5,6,Auto(S8),19,26,22,8
Ford Motor Company,MKC  AWD,2,4,Auto(S6),19,25,22,6
Ford Motor Company,MKC  AWD,2,4,Auto(S6),19,25,21,6
Ford Motor Company,MKC  AWD,2.3,4,Auto(S6),18,25,20,6
Mercedes-Benz,GLA 250 4MATIC,2,4,Auto(AM7),23,31,26,7
Mercedes-Benz,GLA 250 4MATIC,2,4,Auto(AM7),23,31,26,7
Mercedes-Benz,GLC 300 4MATIC,2,4,Auto(A9),22,27,24,9
Mercedes-Benz,GLC 300 4MATIC (Coupe),2,4,Auto(A9),21,27,23,9
Mitsubishi Motors Co,ECLIPSE CROSS 4WD,1.5,4,Auto(AV-S8),25,26,25,8
Mitsubishi Motors Co,ECLIPSE CROSS ES 4WD,1.5,4,Auto(AV-S8),25,28,26,8
Mitsubishi Motors Co,OUTLANDER 4WD,2.4,4,Auto(AV-S6),24,29,26,6
Mitsubishi Motors Co,OUTLANDER 4WD,3,6,Auto(S6),20,27,22,6
Subaru,CROSSTREK AWD,2,4,Auto(AV-S7),27,33,29,7
Subaru,CROSSTREK AWD,2,4,Manual(M6),23,29,25,6
Subaru,FORESTER AWD,2.5,4,Auto(AV-S7),26,33,29,7
Subaru,OUTBACK AWD,2.5,4,Auto(AV-S7),25,32,28,7
Subaru,OUTBACK AWD,3.6,6,Auto(AV-S6),20,27,22,6
Volvo,XC40 AWD,2,4,Auto(S8),23,31,26,8
Volvo,XC60 AWD,2,4,Auto(S8),19,27,22,8
Volvo,XC60 AWD,2,4,Auto(S8),20,27,23,8
BMW,X6 sDrive35i,3,6,Auto(S8),18,24,20,8
General Motors,ENCLAVE,3.6,6,Auto(A9),18,26,21,9
General Motors,ESCALADE 2WD,6.2,8,Auto(A10),14,23,17,10
General Motors,C1500 SUBURBAN 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 SUBURBAN 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 SUBURBAN 2WD,6.2,8,Auto(A10),14,23,17,10
General Motors,C1500 TAHOE 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 TAHOE 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 TAHOE 2WD,6.2,8,Auto(A10),14,23,17,10
General Motors,TRAVERSE FWD,2,4,Auto(A9),20,26,22,9
General Motors,TRAVERSE FWD,3.6,6,Auto(A9),18,27,21,9
FCA US LLC,Durango RWD,3.6,6,Auto(A8),19,26,21,8
FCA US LLC,Durango RWD,5.7,8,Auto(A8),14,22,17,8
Ford Motor Company,Flex FWD,3.5,6,Auto(S6),16,23,19,6
General Motors,ACADIA FWD,2.5,4,Auto(A6),21,26,23,6
General Motors,ACADIA FWD,3.6,6,Auto(A6),18,25,21,6
General Motors,C1500 YUKON 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 YUKON 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 YUKON 2WD,6.2,8,Auto(A10),14,23,17,10
General Motors,C1500 YUKON XL 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 YUKON XL 2WD,5.3,8,Auto(A6),15,22,18,6
General Motors,C1500 YUKON XL 2WD,6.2,8,Auto(A10),14,23,17,10
Nissan,QX80 2WD,5.6,8,Auto(S7),14,20,16,7
FCA US LLC,Grand Cherokee 4X2,3.6,6,Auto(A8),19,26,21,8
Ford Motor Company,MKT FWD,3.7,6,Auto(S6),16,24,19,6
Toyota,4RUNNER 2WD,4,6,Auto(S5),17,21,18,5
Toyota,SEQUOIA 2WD,5.7,8,Auto(S6),13,17,15,6
Volvo,XC90 FWD,2,4,Auto(S8),21,29,24,8
BMW,X6 M,4.4,8,Auto(S8),14,19,16,8
BMW,X6 xDrive35i,3,6,Auto(S8),18,24,20,8
BMW,X6 xDrive50i,4.4,8,Auto(S8),17,22,19,8
General Motors,ENCLAVE AWD,3.6,6,Auto(A9),17,25,20,9
General Motors,ESCALADE 4WD,6.2,8,Auto(A10),14,21,17,10
General Motors,K1500 SUBURBAN 4WD,5.3,8,Auto(A6),14,21,16,6
General Motors,K1500 SUBURBAN 4WD,5.3,8,Auto(A6),14,21,16,6
General Motors,K1500 SUBURBAN 4WD,6.2,8,Auto(A10),14,20,16,10
General Motors,K1500 TAHOE 4WD,5.3,8,Auto(A6),15,21,17,6
General Motors,K1500 TAHOE 4WD,5.3,8,Auto(A6),15,21,17,6
General Motors,K1500 TAHOE 4WD,6.2,8,Auto(A10),14,22,17,10
General Motors,TRAVERSE AWD,3.6,6,Auto(A9),17,25,20,9
FCA US LLC,Durango AWD,3.6,6,Auto(A8),18,25,21,8
FCA US LLC,Durango AWD,5.7,8,Auto(A8),14,22,17,8
Ford Motor Company,FLEX AWD,3.5,6,Auto(S6),15,21,17,6
Ford Motor Company,FLEX AWD,3.5,6,Auto(S6),16,22,18,6
General Motors,ACADIA AWD,2.5,4,Auto(A6),21,25,22,6
General Motors,ACADIA AWD,3.6,6,Auto(A6),17,25,20,6
General Motors,K1500 YUKON 4WD,5.3,8,Auto(A6),15,21,17,6
General Motors,K1500 YUKON 4WD,5.3,8,Auto(A6),15,21,17,6
General Motors,K1500 YUKON 4WD,6.2,8,Auto(A10),14,22,17,10
General Motors,K1500 YUKON XL 4WD,5.3,8,Auto(A6),14,21,16,6
General Motors,K1500 YUKON XL 4WD,5.3,8,Auto(A6),14,21,16,6
General Motors,K1500 YUKON XL 4WD,6.2,8,Auto(A10),14,20,16,10
Nissan,QX80 4WD,5.6,8,Auto(S7),13,19,15,7
FCA US LLC,Grand Cherokee 4X4,3.6,6,Auto(A8),18,25,21,8
FCA US LLC,Grand Cherokee 4X4,5.7,8,Auto(A8),14,22,17,8
Jaguar Land Rover L,Discovery,3,6,Auto(S8),21,26,23,8
Jaguar Land Rover L,Discovery,3,6,Auto(S8),16,21,18,8
Jaguar Land Rover L,Range Rover,5,8,Auto(S8),16,21,18,8
Jaguar Land Rover L,Range Rover LWB,5,8,Auto(S8),16,21,18,8
Jaguar Land Rover L,Range Rover LWB SVA,5,8,Auto(S8),13,19,15,8
Jaguar Land Rover L,Range Rover Sport,3,6,Auto(S8),22,28,24,8
Jaguar Land Rover L,Range Rover Sport,3,6,Auto(S8),17,23,19,8
Jaguar Land Rover L,Range Rover Sport,5,8,Auto(S8),17,22,19,8
Jaguar Land Rover L,Range Rover SVA,3,6,Auto(S8),22,28,24,8
Jaguar Land Rover L,Range Rover SVA,3,6,Auto(S8),17,23,19,8
Jaguar Land Rover L,Range Rover SVA,5,8,Auto(S8),14,19,16,8
Toyota,GX 460,4.6,8,Auto(S6),15,18,16,6
Toyota,LX 570,5.7,8,Auto(S8),13,18,15,8
Ford Motor Company,MKT AWD,3.5,6,Auto(S6),15,21,17,6
Maserati,LEVANTE,3,8,Auto(A8),15,21,17,8
Maserati,LEVANTE S,3,8,Auto(A8),15,21,17,8
Mercedes-Benz,GLE 400 4MATIC,3,6,Auto(A9),17,23,20,9
Mercedes-Benz,GLS 450 4MATIC,3,6,Auto(A9),16,22,18,9
Subaru,ASCENT,2.4,4,Auto(AV-S8),21,27,23,8
Subaru,ASCENT LIMITED/TOURING,2.4,4,Auto(AV-S8),20,26,22,8
Toyota,4RUNNER 4WD,4,6,Auto(S5),17,20,18,5
Toyota,4RUNNER 4WD,4,6,Auto(S5),17,20,18,5
Toyota,LAND CRUISER WAGON 4WD,5.7,8,Auto(S8),13,18,15,8
Toyota,SEQUOIA 4WD,5.7,8,Auto(S6),13,17,14,6
Volvo,XC90 AWD,2,4,Auto(S8),19,26,22,8
Volvo,XC90 AWD,2,4,Auto(S8),20,27,23,8
