Invoice_ID,Customer_ID,Product_Name,Category,Quantity,Price,Total_Sales,Date
I-411,85,Smartwatch,Electronics,4,197.51,790.04,18-05-2024
I-412,61,T-Shirt,Clothing,1,751,751,24-06-2024
I-413,81,Jeans,Clothing,3,995.24,2985.72,22-10-2024
I-414,13,T-Shirt,Clothing,1,717.3,717.3,09-04-2024
I-415,97,Tablet,Electronics,6,103.91,623.46,23-06-2024
I-416,94,T-Shirt,Clothing,6,981.58,5889.48,29-11-2024
I-417,77,Dumbbells,Sports,3,596.05,1788.15,28-08-2024
I-418,89,Dumbbells,Sports,9,786.83,7081.47,18-09-2024
I-419,13,Sneakers,Clothing,8,719.92,5759.36,06-11-2024
I-420,92,Tennis Racket,Sports,10,353.48,3534.8,03-01-2024
I-421,55,Milk,Groceries,7,26.18,183.26,12-03-2024
I-422,51,Bread,Groceries,5,410.05,2050.25,12-07-2024
I-423,100,Smartwatch,Electronics,1,293.26,293.26,01-07-2024
I-424,17,Football,Sports,5,478.76,2393.8,21-12-2024
I-425,52,Smartwatch,Electronics,8,539.64,4317.12,20-09-2024
I-426,84,Yoga Mat,Sports,4,952.95,3811.8,09-03-2024
I-427,92,Fruits,Groceries,7,785.49,5498.43,02-11-2024
I-428,75,Smartphone,Electronics,8,293.6,2348.8,08-11-2024
I-429,63,Jacket,Clothing,7,45.12,315.84,14-08-2024
I-430,73,Wall Art,Home Decor,3,840.35,2521.05,14-11-2024
I-431,90,T-Shirt,Clothing,9,228.04,2052.36,02-12-2024
I-432,81,Jeans,Clothing,6,684.29,4105.74,15-12-2024
I-433,98,Tennis Racket,Sports,2,592.02,1184.04,09-08-2024
I-434,11,Rice,Groceries,2,636.99,1273.98,31-01-2024
I-435,3,Bread,Groceries,2,677.67,1355.34,14-01-2024
I-436,31,Jeans,Clothing,8,518.19,4145.52,27-02-2024
I-437,92,Cushion,Home Decor,9,537.91,4841.19,07-06-2024
I-438,69,T-Shirt,Clothing,6,631.37,3788.22,19-10-2024
I-439,65,Dress,Clothing,1,388.7,388.7,05-06-2024
I-440,1,Bicycle,Sports,5,689.67,3448.35,22-05-2024
I-441,64,Curtains,Home Decor,7,696.78,4877.46,17-10-2024
I-442,36,Bicycle,Sports,5,76.96,384.8,03-05-2024
I-443,96,Lamp,Home Decor,5,17.68,88.4,09-05-2024
I-444,52,Smartwatch,Electronics,3,217.57,652.71,25-12-2024
I-445,80,Tablet,Electronics,2,44.88,89.76,03-09-2024
I-446,39,Dress,Clothing,1,542.29,542.29,20-04-2024
I-447,84,Tennis Racket,Sports,5,631.38,3156.9,06-12-2024
I-448,45,Dress,Clothing,9,672.52,6052.68,28-01-2024
I-449,31,Bread,Groceries,9,231.51,2083.59,09-12-2024
I-450,72,Laptop,Electronics,9,522.7,4704.3,28-06-2024
I-451,12,Bread,Groceries,3,605.56,1816.68,11-02-2024
I-452,61,T-Shirt,Clothing,7,133.53,934.71,06-12-2024
I-453,47,Sneakers,Clothing,8,540.74,4325.92,22-07-2024
I-454,22,Yoga Mat,Sports,9,719.28,6473.52,15-07-2024
I-455,12,Vase,Home Decor,9,289.05,2601.45,04-02-2024
I-456,75,Football,Sports,9,927.05,8343.45,01-09-2024
I-457,38,Dress,Clothing,5,390.25,1951.25,07-03-2024
I-458,84,Bicycle,Sports,5,730.2,3651,05-07-2024
I-459,33,Tablet,Electronics,7,438.38,3068.66,13-03-2024
I-460,77,Wall Art,Home Decor,8,319.7,2557.6,26-08-2024
I-461,90,Headphones,Electronics,9,881.31,7931.79,20-02-2024
I-462,96,Dumbbells,Sports,1,421.21,421.21,15-06-2024
I-463,46,Dumbbells,Sports,7,864.68,6052.76,23-06-2024
I-464,80,Headphones,Electronics,9,841.92,7577.28,16-11-2024
I-465,44,T-Shirt,Clothing,2,199.37,398.74,24-10-2024
I-466,55,Tablet,Electronics,9,169.88,1528.92,25-10-2024
I-467,51,Curtains,Home Decor,8,886.68,7093.44,21-05-2024
I-468,80,Rice,Groceries,9,327.46,2947.14,15-03-2024
I-469,94,Wall Art,Home Decor,10,160.06,1600.6,18-07-2024
I-470,26,Dress,Clothing,5,609.94,3049.7,19-12-2024
I-471,23,Tennis Racket,Sports,7,68.59,480.13,11-01-2024
I-472,58,Curtains,Home Decor,10,33.73,337.3,16-12-2024
I-473,12,Headphones,Electronics,4,478.68,1914.72,29-01-2024
I-474,39,Cushion,Home Decor,1,469.89,469.89,27-09-2024
I-475,97,Yoga Mat,Sports,9,832.94,7496.46,30-04-2024
I-476,11,Laptop,Electronics,3,262.27,786.81,08-03-2024
I-477,54,Bread,Groceries,1,670.22,670.22,17-01-2024
I-478,70,Eggs,Groceries,1,77.8,77.8,27-09-2024
I-479,3,Bicycle,Sports,2,918.26,1836.52,14-01-2024
I-480,98,Yoga Mat,Sports,9,601.48,5413.32,08-06-2024
I-481,9,Laptop,Electronics,9,90.71,816.39,05-06-2024
I-482,41,T-Shirt,Clothing,9,252.39,2271.51,10-09-2024
I-483,60,Wall Art,Home Decor,9,332.75,2994.75,10-12-2024
I-484,99,Jeans,Clothing,7,620.11,4340.77,19-12-2024
I-485,50,Milk,Groceries,8,624.92,4999.36,28-03-2024
I-486,18,Milk,Groceries,10,138.36,1383.6,03-01-2024
I-487,76,Dumbbells,Sports,5,673.02,3365.1,27-01-2024
I-488,6,Rice,Groceries,2,91.38,182.76,10-03-2024
I-489,10,Dress,Clothing,9,742.37,6681.33,14-03-2024
I-490,24,Laptop,Electronics,2,408.37,816.74,20-05-2024
I-491,8,Bread,Groceries,5,604.24,3021.2,30-12-2023
I-492,36,Eggs,Groceries,7,617.88,4325.16,11-02-2024
I-493,27,Wall Art,Home Decor,10,91.8,918,30-01-2024
I-494,9,Jacket,Clothing,10,977.97,9779.7,29-12-2023
I-495,18,Milk,Groceries,9,42.63,383.67,09-11-2024
I-496,61,Eggs,Groceries,6,607.31,3643.86,17-07-2024
I-497,52,Sneakers,Clothing,3,58.49,175.47,05-12-2024
I-498,21,Bicycle,Sports,10,953.64,9536.4,31-07-2024
I-499,27,Milk,Groceries,9,21.19,190.71,07-09-2024
I-500,23,Fruits,Groceries,4,994.39,3977.56,16-01-2024
I-501,29,Football,Sports,10,295.38,2953.8,01-05-2024
I-502,57,Sneakers,Clothing,3,964.25,2892.75,07-11-2024
I-503,97,Milk,Groceries,9,189.81,1708.29,04-06-2024
I-504,19,Milk,Groceries,9,844.51,7600.59,27-08-2024
I-505,63,Dumbbells,Sports,10,714.78,7147.8,11-03-2024
I-506,70,Headphones,Electronics,1,553.3,553.3,10-04-2024
I-507,46,T-Shirt,Clothing,5,418.03,2090.15,16-08-2024
I-508,24,Dumbbells,Sports,7,143.39,1003.73,20-02-2024
I-509,93,Cushion,Home Decor,9,193.94,1745.46,12-09-2024
I-510,59,Milk,Groceries,1,899.84,899.84,07-01-2024
I-511,23,Bread,Groceries,6,95.27,571.62,17-02-2024
I-512,61,Lamp,Home Decor,9,269.64,2426.76,08-10-2024
I-513,45,T-Shirt,Clothing,9,405.5,3649.5,21-06-2024
I-514,7,Milk,Groceries,4,566.29,2265.16,19-08-2024
I-515,15,Smartwatch,Electronics,8,128.95,1031.6,09-03-2024
I-516,26,Smartwatch,Electronics,1,866.14,866.14,24-06-2024
I-517,36,Football,Sports,4,770.12,3080.48,18-11-2024
I-518,94,Yoga Mat,Sports,3,242.04,726.12,25-12-2024
I-519,62,Tennis Racket,Sports,7,817.52,5722.64,13-10-2024
I-520,100,Dress,Clothing,3,498.22,1494.66,26-07-2024
I-521,44,Wall Art,Home Decor,5,108.31,541.55,09-05-2024
I-522,13,Curtains,Home Decor,2,770.12,1540.24,15-09-2024
I-523,70,Tennis Racket,Sports,6,829.5,4977,04-04-2024
I-524,28,Smartwatch,Electronics,2,574.29,1148.58,24-11-2024
I-525,35,Wall Art,Home Decor,9,261.11,2349.99,31-12-2023
I-526,13,Lamp,Home Decor,5,573.97,2869.85,23-08-2024
I-527,94,Milk,Groceries,5,328.49,1642.45,07-03-2024
I-528,26,Lamp,Home Decor,6,151.43,908.58,29-03-2024
I-529,17,Headphones,Electronics,6,646.21,3877.26,20-11-2024
I-530,58,Headphones,Electronics,6,823.65,4941.9,26-04-2024
I-531,98,Bread,Groceries,3,79.74,239.22,21-12-2024
I-532,73,Jeans,Clothing,6,196.61,1179.66,30-08-2024
I-533,82,Dress,Clothing,2,963.86,1927.72,17-02-2024
I-534,44,Laptop,Electronics,8,729.03,5832.24,07-02-2024
I-535,24,Smartwatch,Electronics,10,204.66,2046.6,24-04-2024
I-536,29,Tablet,Electronics,1,413.38,413.38,05-09-2024
I-537,55,Bicycle,Sports,3,420.86,1262.58,18-07-2024
I-538,48,Wall Art,Home Decor,9,120.02,1080.18,21-08-2024
I-539,65,Jacket,Clothing,6,152.97,917.82,25-03-2024
I-540,53,Football,Sports,3,301.05,903.15,28-01-2024
I-541,51,Bread,Groceries,8,598.58,4788.64,06-03-2024
I-542,81,Curtains,Home Decor,4,527,2108,18-03-2024
I-543,73,Lamp,Home Decor,6,96.66,579.96,16-08-2024
I-544,90,Laptop,Electronics,4,624.01,2496.04,30-11-2024
I-545,18,Dumbbells,Sports,2,999.76,1999.52,28-06-2024
I-546,44,Headphones,Electronics,3,400.77,1202.31,16-06-2024
I-547,71,Headphones,Electronics,5,165.03,825.15,26-02-2024
I-548,43,Cushion,Home Decor,1,393.35,393.35,24-05-2024
I-549,51,Rice,Groceries,10,394.29,3942.9,07-01-2024
I-550,52,Bicycle,Sports,1,432.04,432.04,24-11-2024
I-551,73,Yoga Mat,Sports,8,962.77,7702.16,09-09-2024
I-552,8,Tennis Racket,Sports,10,404.91,4049.1,20-04-2024
I-553,95,Eggs,Groceries,1,320.84,320.84,27-09-2024
I-554,35,Bicycle,Sports,2,113.76,227.52,13-10-2024
I-555,79,Lamp,Home Decor,2,246.55,493.1,19-02-2024
I-556,92,Bread,Groceries,10,403.05,4030.5,14-05-2024
I-557,86,Tennis Racket,Sports,1,180.12,180.12,25-02-2024
I-558,37,Football,Sports,9,184.78,1663.02,12-03-2024
I-559,73,Headphones,Electronics,2,625.38,1250.76,03-10-2024
I-560,6,Cushion,Home Decor,6,792.66,4755.96,16-11-2024
I-561,95,Curtains,Home Decor,10,578.97,5789.7,17-09-2024
I-562,17,Dress,Clothing,9,346.3,3116.7,25-04-2024
I-563,7,Curtains,Home Decor,6,71,426,09-04-2024
I-564,68,Bicycle,Sports,2,208.57,417.14,09-05-2024
I-565,8,Smartphone,Electronics,5,195.42,977.1,28-02-2024
I-566,51,Cushion,Home Decor,10,816.83,8168.3,17-10-2024
I-567,5,Dumbbells,Sports,5,132.92,664.6,26-02-2024
I-568,47,Headphones,Electronics,7,574.41,4020.87,06-03-2024
I-569,86,Smartwatch,Electronics,8,384.77,3078.16,23-06-2024
I-570,15,T-Shirt,Clothing,9,795.63,7160.67,27-02-2024
I-571,67,Tennis Racket,Sports,2,47.83,95.66,08-02-2024
I-572,55,Curtains,Home Decor,6,43.73,262.38,24-01-2024
I-573,79,T-Shirt,Clothing,3,429.83,1289.49,18-08-2024
I-574,56,Dumbbells,Sports,7,344.81,2413.67,30-01-2024
I-575,57,Eggs,Groceries,10,854.99,8549.9,09-05-2024
I-576,80,Dress,Clothing,10,897.95,8979.5,08-02-2024
I-577,7,Yoga Mat,Sports,6,930.36,5582.16,31-01-2024
I-578,14,Smartwatch,Electronics,1,129.06,129.06,18-03-2024
I-579,4,Yoga Mat,Sports,2,381.97,763.94,20-03-2024
I-580,97,Dumbbells,Sports,8,153.57,1228.56,06-05-2024
I-581,71,Jeans,Clothing,10,650.87,6508.7,02-08-2024
I-582,1,Lamp,Home Decor,6,681.02,4086.12,09-12-2024
I-583,78,Laptop,Electronics,1,839.8,839.8,10-10-2024
I-584,46,Fruits,Groceries,10,104.68,1046.8,20-08-2024
I-585,56,Milk,Groceries,9,269.16,2422.44,15-11-2024
I-586,29,Curtains,Home Decor,6,235.57,1413.42,29-07-2024
I-587,91,Curtains,Home Decor,8,888.85,7110.8,08-11-2024
I-588,18,Smartphone,Electronics,7,229.17,1604.19,14-03-2024
I-589,96,Lamp,Home Decor,5,99.38,496.9,29-10-2024
I-590,5,Rice,Groceries,9,582.85,5245.65,14-12-2024
I-591,7,Curtains,Home Decor,5,576.83,2884.15,09-02-2024
I-592,61,Eggs,Groceries,7,766.11,5362.77,24-09-2024
I-593,4,Jeans,Clothing,5,10.44,52.2,31-10-2024
I-594,84,Vase,Home Decor,1,16.61,16.61,30-05-2024
I-595,84,Dress,Clothing,3,191.8,575.4,11-05-2024
I-596,21,T-Shirt,Clothing,8,588.55,4708.4,10-11-2024
I-597,9,Fruits,Groceries,10,538.05,5380.5,20-07-2024
I-598,92,Bicycle,Sports,1,805.11,805.11,17-12-2024
I-599,55,Eggs,Groceries,2,637.17,1274.34,24-05-2024
I-600,63,Smartwatch,Electronics,4,866.02,3464.08,01-05-2024
I-601,90,Fruits,Groceries,1,851.63,851.63,16-05-2024
I-602,7,Jacket,Clothing,10,771.49,7714.9,19-03-2024
I-603,40,Lamp,Home Decor,1,64.05,64.05,21-07-2024
I-604,13,Rice,Groceries,10,865.4,8654,24-08-2024
I-605,26,Lamp,Home Decor,6,498.5,2991,10-09-2024
I-606,99,Jeans,Clothing,9,579.51,5215.59,08-04-2024
I-607,32,Jeans,Clothing,4,237.54,950.16,26-04-2024
I-608,25,Dress,Clothing,4,54.5,218,26-12-2024
I-609,57,Jeans,Clothing,8,827.26,6618.08,23-08-2024
I-610,20,Headphones,Electronics,8,847.1,6776.8,09-10-2024
I-611,15,Football,Sports,7,853.87,5977.09,19-09-2024
I-612,40,Wall Art,Home Decor,9,649.18,5842.62,06-01-2024
I-613,54,Vase,Home Decor,9,149.77,1347.93,20-04-2024
I-614,17,Rice,Groceries,1,569.1,569.1,13-07-2024
I-615,93,Smartphone,Electronics,5,524.45,2622.25,29-12-2023
I-616,82,Smartphone,Electronics,10,79.02,790.2,29-02-2024
I-617,63,Dress,Clothing,9,895.29,8057.61,24-12-2024
I-618,15,Tennis Racket,Sports,9,35.08,315.72,06-01-2024
I-619,68,Yoga Mat,Sports,5,100.76,503.8,06-03-2024
I-620,37,Bicycle,Sports,6,475.32,2851.92,04-08-2024
I-621,100,Wall Art,Home Decor,9,991.64,8924.76,31-10-2024
I-622,51,Laptop,Electronics,2,71.2,142.4,03-10-2024
I-623,54,Laptop,Electronics,6,136.44,818.64,25-08-2024
I-624,94,Eggs,Groceries,7,511.85,3582.95,29-07-2024
I-625,6,Smartphone,Electronics,4,438.44,1753.76,25-12-2024
I-626,4,Sneakers,Clothing,10,759.74,7597.4,03-09-2024
I-627,68,Jeans,Clothing,6,543.49,3260.94,22-01-2024
I-628,79,Bread,Groceries,7,765.43,5358.01,29-01-2024
I-629,59,Tennis Racket,Sports,2,351.22,702.44,29-10-2024
I-630,5,Milk,Groceries,3,460.28,1380.84,03-07-2024
I-631,75,Sneakers,Clothing,2,164.27,328.54,24-04-2024
I-632,72,Dress,Clothing,1,769.83,769.83,18-01-2024
I-633,70,Vase,Home Decor,2,603.91,1207.82,05-09-2024
I-634,79,Yoga Mat,Sports,1,607.19,607.19,26-04-2024
I-635,88,Smartphone,Electronics,4,15.43,61.72,15-02-2024
I-636,52,Tennis Racket,Sports,4,988.03,3952.12,18-03-2024
I-637,67,Jeans,Clothing,10,740.87,7408.7,23-10-2024
I-638,19,Vase,Home Decor,8,590.32,4722.56,16-08-2024
I-639,84,Fruits,Groceries,10,361.58,3615.8,14-10-2024
I-640,7,Dress,Clothing,7,874.48,6121.36,14-03-2024
I-641,39,Lamp,Home Decor,8,182.12,1456.96,01-11-2024
I-642,88,Rice,Groceries,5,747.31,3736.55,05-03-2024
I-643,95,Fruits,Groceries,8,630.12,5040.96,26-10-2024
I-644,60,Lamp,Home Decor,10,740.97,7409.7,06-06-2024
I-645,95,Laptop,Electronics,10,927.7,9277,15-03-2024
I-646,38,Wall Art,Home Decor,3,253.77,761.31,26-07-2024
I-647,81,Jacket,Clothing,2,850.95,1701.9,02-02-2024
I-648,91,Eggs,Groceries,8,951.37,7610.96,13-01-2024
I-649,36,Dress,Clothing,2,541.5,1083,02-10-2024
I-650,56,Wall Art,Home Decor,2,356.9,713.8,07-09-2024
I-651,6,Eggs,Groceries,7,560.22,3921.54,25-07-2024
I-652,19,Wall Art,Home Decor,8,220.01,1760.08,26-12-2024
I-653,38,Headphones,Electronics,1,149.07,149.07,15-06-2024
I-654,96,Vase,Home Decor,5,318.15,1590.75,30-08-2024
I-655,95,Tablet,Electronics,6,129.17,775.02,11-01-2024
I-656,77,Tablet,Electronics,1,649.74,649.74,26-03-2024
I-657,56,Smartphone,Electronics,9,543.41,4890.69,17-01-2024
I-658,54,Lamp,Home Decor,7,13.57,94.99,24-10-2024
I-659,58,Dumbbells,Sports,8,729.76,5838.08,16-12-2024
I-660,38,Dumbbells,Sports,9,26.13,235.17,31-10-2024
I-661,17,Laptop,Electronics,10,791.19,7911.9,21-02-2024
I-662,90,Headphones,Electronics,3,192.31,576.93,27-04-2024
I-663,90,Dress,Clothing,3,637.86,1913.58,27-07-2024
I-664,68,Tablet,Electronics,3,302.32,906.96,06-09-2024
I-665,64,Lamp,Home Decor,4,779.14,3116.56,20-08-2024
I-666,36,Jeans,Clothing,2,791.04,1582.08,30-04-2024
I-667,41,Smartwatch,Electronics,10,450.31,4503.1,09-01-2024
I-668,27,Jacket,Clothing,4,399.96,1599.84,09-01-2024
I-669,94,Eggs,Groceries,8,387.88,3103.04,12-09-2024
I-670,48,Bicycle,Sports,7,176.74,1237.18,22-02-2024
I-671,38,Smartphone,Electronics,1,592.36,592.36,25-11-2024
I-672,21,Wall Art,Home Decor,8,833.59,6668.72,20-08-2024
I-673,72,Cushion,Home Decor,8,930.48,7443.84,16-07-2024
I-674,46,Bread,Groceries,5,914.21,4571.05,10-07-2024
I-675,84,Yoga Mat,Sports,8,839.99,6719.92,29-02-2024
I-676,41,Rice,Groceries,9,575.51,5179.59,31-01-2024
I-677,27,Football,Sports,2,911.93,1823.86,14-09-2024
I-678,59,Vase,Home Decor,9,593.16,5338.44,29-06-2024
I-679,75,Lamp,Home Decor,1,305.02,305.02,04-10-2024
I-680,77,Smartphone,Electronics,8,512.79,4102.32,04-08-2024
I-681,79,Wall Art,Home Decor,8,319.04,2552.32,07-12-2024
I-682,53,Bicycle,Sports,6,688.87,4133.22,09-05-2024
I-683,86,Football,Sports,2,63.47,126.94,23-12-2024
I-684,65,Smartphone,Electronics,9,897.2,8074.8,26-11-2024
I-685,98,Jeans,Clothing,4,893.65,3574.6,12-07-2024
I-686,59,Milk,Groceries,4,449.71,1798.84,08-05-2024
I-687,40,Yoga Mat,Sports,8,268.95,2151.6,08-07-2024
I-688,69,Tablet,Electronics,10,164.79,1647.9,11-12-2024
I-689,100,Bread,Groceries,3,319.15,957.45,05-02-2024
I-690,16,Bread,Groceries,6,732.66,4395.96,01-05-2024
I-691,82,Vase,Home Decor,2,258.78,517.56,29-03-2024
I-692,65,Laptop,Electronics,10,400.55,4005.5,25-10-2024
I-693,42,Headphones,Electronics,10,785.7,7857,22-02-2024
I-694,39,Tennis Racket,Sports,2,74.17,148.34,04-05-2024
I-695,46,Rice,Groceries,9,638.91,5750.19,28-12-2024
I-696,53,Cushion,Home Decor,8,485.22,3881.76,28-01-2024
I-697,15,Bicycle,Sports,9,19.4,174.6,16-12-2024
I-698,66,Jeans,Clothing,8,236.38,1891.04,15-04-2024
I-699,74,Fruits,Groceries,7,550.84,3855.88,18-09-2024
I-700,88,Dumbbells,Sports,7,905.51,6338.57,25-01-2024
I-701,95,Curtains,Home Decor,4,819.54,3278.16,30-11-2024
I-702,55,Cushion,Home Decor,9,253.95,2285.55,28-12-2024
I-703,23,Football,Sports,5,104.38,521.9,24-11-2024
I-704,26,Jeans,Clothing,3,32.55,97.65,04-06-2024
I-705,48,Rice,Groceries,7,890.31,6232.17,03-11-2024
I-706,24,Curtains,Home Decor,4,719.5,2878,04-01-2024
I-707,62,Headphones,Electronics,7,260.83,1825.81,04-04-2024
I-708,81,Dress,Clothing,8,161.63,1293.04,14-01-2024
I-709,54,Rice,Groceries,3,605.73,1817.19,12-03-2024
I-710,85,Bicycle,Sports,7,580.03,4060.21,27-04-2024
I-711,27,Vase,Home Decor,1,483.05,483.05,15-11-2024
I-712,36,Headphones,Electronics,5,868.32,4341.6,14-02-2024
I-713,32,Wall Art,Home Decor,9,480.01,4320.09,11-01-2024
I-714,62,Jeans,Clothing,10,798.45,7984.5,09-10-2024
I-715,23,Smartwatch,Electronics,8,574.07,4592.56,21-02-2024
I-716,42,Wall Art,Home Decor,8,564.78,4518.24,19-06-2024
I-717,3,Tablet,Electronics,1,37.9,37.9,16-05-2024
I-718,15,Smartwatch,Electronics,10,182.97,1829.7,31-05-2024
I-719,29,Sneakers,Clothing,6,892.41,5354.46,20-09-2024
I-720,19,Tablet,Electronics,1,193.3,193.3,05-12-2024
I-721,47,Sneakers,Clothing,7,185.31,1297.17,08-03-2024
I-722,93,Tablet,Electronics,7,361.38,2529.66,20-12-2024
I-723,68,Fruits,Groceries,5,695.84,3479.2,05-02-2024
I-724,1,Rice,Groceries,5,347.61,1738.05,25-01-2024
I-725,81,Laptop,Electronics,7,568.22,3977.54,07-03-2024
I-726,98,Fruits,Groceries,4,194.47,777.88,26-08-2024
I-727,73,Football,Sports,1,371.88,371.88,18-08-2024
I-728,37,Tennis Racket,Sports,2,923.98,1847.96,24-01-2024
I-729,8,Smartwatch,Electronics,7,746.63,5226.41,17-03-2024
I-730,64,Dumbbells,Sports,8,410.4,3283.2,02-01-2024
I-731,45,Smartphone,Electronics,1,822.01,822.01,14-10-2024
I-732,89,Smartwatch,Electronics,4,450.9,1803.6,14-09-2024
I-733,26,Jeans,Clothing,1,807.53,807.53,13-03-2024
I-734,17,Wall Art,Home Decor,4,596.47,2385.88,04-07-2024
I-735,79,Fruits,Groceries,8,578.35,4626.8,18-02-2024
I-736,44,Rice,Groceries,8,21.54,172.32,13-10-2024
I-737,77,Smartwatch,Electronics,2,20.95,41.9,22-11-2024
I-738,96,Lamp,Home Decor,1,941.16,941.16,15-09-2024
I-739,100,Tablet,Electronics,2,836.62,1673.24,01-07-2024
I-740,48,Lamp,Home Decor,3,748.97,2246.91,20-10-2024
I-741,81,Jeans,Clothing,5,80.5,402.5,26-11-2024
I-742,40,Eggs,Groceries,9,41.15,370.35,29-02-2024
I-743,77,Sneakers,Clothing,9,434.99,3914.91,19-12-2024
I-744,83,Rice,Groceries,2,640.52,1281.04,05-06-2024
I-745,50,Smartwatch,Electronics,8,428.01,3424.08,23-10-2024
I-746,2,Dress,Clothing,5,828.13,4140.65,23-05-2024
I-747,71,Fruits,Groceries,1,494.04,494.04,09-06-2024
I-748,20,Dumbbells,Sports,6,104.47,626.82,24-09-2024
I-749,12,Dress,Clothing,8,676.48,5411.84,12-08-2024
I-750,76,Curtains,Home Decor,10,81.82,818.2,01-01-2024
I-751,5,Tablet,Electronics,9,92.21,829.89,20-05-2024
I-752,18,Headphones,Electronics,4,619.34,2477.36,18-02-2024
I-753,32,Bicycle,Sports,9,669.04,6021.36,08-03-2024
I-754,41,Lamp,Home Decor,7,30.12,210.84,13-07-2024
I-755,84,Smartwatch,Electronics,2,191.43,382.86,06-01-2024
I-756,71,Vase,Home Decor,6,16.29,97.74,16-06-2024
I-757,98,Laptop,Electronics,3,486.09,1458.27,29-05-2024
I-758,9,Milk,Groceries,1,216.46,216.46,29-05-2024
I-759,8,Football,Sports,1,949.79,949.79,23-01-2024
I-760,97,Tablet,Electronics,2,352.3,704.6,31-03-2024
I-761,16,Lamp,Home Decor,2,559.46,1118.92,03-09-2024
I-762,10,Bread,Groceries,2,542.35,1084.7,15-01-2024
I-763,49,Laptop,Electronics,4,518.54,2074.16,04-03-2024
I-764,87,Jeans,Clothing,5,582.77,2913.85,18-12-2024
I-765,46,Laptop,Electronics,2,784.97,1569.94,21-07-2024
I-766,27,Curtains,Home Decor,2,134.85,269.7,26-07-2024
I-767,48,Dumbbells,Sports,6,122.43,734.58,28-01-2024
I-768,44,Lamp,Home Decor,5,191.03,955.15,25-06-2024
I-769,55,Bicycle,Sports,8,949.99,7599.92,20-07-2024
I-770,66,Laptop,Electronics,6,266.07,1596.42,25-08-2024
I-771,6,Vase,Home Decor,4,786.42,3145.68,14-05-2024
I-772,14,Vase,Home Decor,9,80.37,723.33,13-08-2024
I-773,32,T-Shirt,Clothing,5,626.87,3134.35,05-08-2024
I-774,6,Milk,Groceries,6,536.76,3220.56,06-12-2024
I-775,10,Smartphone,Electronics,6,406.62,2439.72,26-01-2024
I-776,35,Cushion,Home Decor,2,501.95,1003.9,17-06-2024
I-777,1,Lamp,Home Decor,9,224.83,2023.47,09-06-2024
I-778,11,Yoga Mat,Sports,8,77.13,617.04,11-05-2024
I-779,14,Wall Art,Home Decor,2,807.42,1614.84,25-12-2024
I-780,11,Headphones,Electronics,5,873.02,4365.1,14-10-2024
I-781,93,Tennis Racket,Sports,10,507.74,5077.4,07-08-2024
I-782,48,Tennis Racket,Sports,9,793.99,7145.91,29-01-2024
I-783,51,Smartphone,Electronics,9,86.54,778.86,30-01-2024
I-784,91,Dumbbells,Sports,1,933.62,933.62,27-03-2024
I-785,79,Eggs,Groceries,1,544.25,544.25,29-08-2024
I-786,46,T-Shirt,Clothing,2,158.74,317.48,09-01-2024
I-787,47,T-Shirt,Clothing,4,341.88,1367.52,06-08-2024
I-788,78,Vase,Home Decor,5,974.15,4870.75,04-02-2024
I-789,10,Eggs,Groceries,8,875.69,7005.52,18-09-2024
I-790,39,Smartphone,Electronics,7,805.85,5640.95,09-01-2024
I-791,44,Football,Sports,8,792.69,6341.52,03-12-2024
I-792,65,Curtains,Home Decor,6,597.12,3582.72,20-05-2024
I-793,75,Tablet,Electronics,10,526.11,5261.1,14-02-2024
I-794,40,Fruits,Groceries,4,723.94,2895.76,08-10-2024
I-795,40,Eggs,Groceries,6,401.77,2410.62,15-11-2024
I-796,30,Wall Art,Home Decor,3,496.94,1490.82,27-09-2024
I-797,21,Milk,Groceries,8,410.84,3286.72,21-04-2024
I-798,93,Bicycle,Sports,1,106.8,106.8,18-05-2024
I-799,19,Lamp,Home Decor,7,489.55,3426.85,10-11-2024
I-800,65,T-Shirt,Clothing,3,888.83,2666.49,18-05-2024
I-801,96,Vase,Home Decor,10,604.26,6042.6,04-12-2024
I-802,36,Jeans,Clothing,4,937.21,3748.84,04-05-2024
I-803,56,Bread,Groceries,5,122.52,612.6,04-04-2024
I-804,35,Smartphone,Electronics,6,969.9,5819.4,24-09-2024
I-805,21,Wall Art,Home Decor,3,52.99,158.97,19-02-2024
I-806,30,Fruits,Groceries,7,17.23,120.61,04-01-2024
I-807,33,Wall Art,Home Decor,5,754.11,3770.55,12-10-2024
I-808,69,Football,Sports,1,616.5,616.5,03-07-2024
I-809,67,Bicycle,Sports,9,827.06,7443.54,10-10-2024
I-810,27,Laptop,Electronics,7,818.29,5728.03,11-07-2024
I-811,81,Tablet,Electronics,3,946.32,2838.96,17-10-2024
I-812,16,Tablet,Electronics,8,49.29,394.32,23-12-2024
I-813,40,Yoga Mat,Sports,4,57.33,229.32,02-06-2024
I-814,68,Tablet,Electronics,7,903.02,6321.14,16-03-2024
I-815,17,Headphones,Electronics,7,761.53,5330.71,28-08-2024
I-816,66,Cushion,Home Decor,6,606.59,3639.54,09-04-2024
I-817,69,Bicycle,Sports,2,960.61,1921.22,23-10-2024
I-818,50,Jeans,Clothing,8,49.73,397.84,14-12-2024
I-819,75,T-Shirt,Clothing,1,759.76,759.76,08-11-2024
I-820,6,T-Shirt,Clothing,9,379.47,3415.23,05-02-2024
