"1","2","3","4","5","6","7","8","9"
"795","Turkmenistan","2010","25-29","25","5","223.03","225.542","448.572"
"800","Uganda","2010","25-29","25","5","1144.995","1217.667","2362.662"
"804","Ukraine","2010","25-29","25","5","1885.809","1815.827","3701.636"
"784","United Arab Emirates","2010","25-29","25","5","1111.549","315.094","1426.643"
"826","United Kingdom","2010","25-29","25","5","2147.426","2170.892","4318.318"
"834","United Republic of Tanzania","2010","25-29","25","5","1717.972","1712.563","3430.535"
"850","United States Virgin Islands","2010","25-29","25","5","2.653","3.24","5.893"
"840","United States of America","2010","25-29","25","5","10481.35","10293.776","20775.126"
"858","Uruguay","2010","25-29","25","5","115.763","114.139","229.902"
"860","Uzbekistan","2010","25-29","25","5","1296.434","1299.661","2596.095"
"548","Vanuatu","2010","25-29","25","5","10.207","9.778","19.985"
"862","Venezuela (Bolivarian Republic of)","2010","25-29","25","5","1185.052","1183.21","2368.262"
"704","Viet Nam","2010","25-29","25","5","4051.275","3936.612","7987.887"
"887","Yemen","2010","25-29","25","5","948.347","932.913","1881.26"
"894","Zambia","2010","25-29","25","5","520.086","537.383","1057.469"
"716","Zimbabwe","2010","25-29","25","5","511.221","596.614","1107.835"
"4","Afghanistan","2010","30-34","30","5","885.605","819.307","1704.912"
"8","Albania","2010","30-34","30","5","78.564","89.167","167.731"
"12","Algeria","2010","30-34","30","5","1551.869","1533.215","3085.084"
"24","Angola","2010","30-34","30","5","685.593","712.319","1397.912"
"28","Antigua and Barbuda","2010","30-34","30","5","3.245","3.712","6.957"
"32","Argentina","2010","30-34","30","5","1546.118","1586.584","3132.702"
"51","Armenia","2010","30-34","30","5","90.636","106.014","196.65"
"533","Aruba","2010","30-34","30","5","2.964","3.559","6.523"
"36","Australia","2010","30-34","30","5","739.957","745.017","1484.974"
"40","Austria","2010","30-34","30","5","264.163","264.214","528.377"
"31","Azerbaijan","2010","30-34","30","5","334.047","339.622","673.669"
"44","Bahamas","2010","30-34","30","5","13.254","14.245","27.499"
"48","Bahrain","2010","30-34","30","5","113.64","48.455","162.095"
"50","Bangladesh","2010","30-34","30","5","5860.079","5970.449","11830.528"
"52","Barbados","2010","30-34","30","5","9.398","9.737","19.135"
"112","Belarus","2010","30-34","30","5","339.303","341.326","680.629"
"56","Belgium","2010","30-34","30","5","363.171","349.623","712.794"
"84","Belize","2010","30-34","30","5","10.998","11.663","22.661"
"204","Benin","2010","30-34","30","5","282.713","289.075","571.788"
"64","Bhutan","2010","30-34","30","5","29.161","23.284","52.445"
"68","Bolivia (Plurinational State of)","2010","30-34","30","5","355.816","349.608","705.424"
"70","Bosnia and Herzegovina","2010","30-34","30","5","133.964","128.386","262.35"
"72","Botswana","2010","30-34","30","5","79.083","87.433","166.516"
"76","Brazil","2010","30-34","30","5","7966.678","8064.613","16031.291"
"96","Brunei Darussalam","2010","30-34","30","5","18.934","17.375","36.309"
"100","Bulgaria","2010","30-34","30","5","284.697","266.392","551.089"
"854","Burkina Faso","2010","30-34","30","5","478.991","486.599","965.59"
"108","Burundi","2010","30-34","30","5","241.304","247.3","488.604"
"132","Cabo Verde","2010","30-34","30","5","18.803","15.871","34.674"
"116","Cambodia","2010","30-34","30","5","323.002","350.504","673.506"
"120","Cameroon","2010","30-34","30","5","651.554","648.3","1299.854"
"124","Canada","2010","30-34","30","5","1152.732","1155.079","2307.811"
"148","Chad","2010","30-34","30","5","338.034","334.392","672.426"
"830","Channel Islands","2010","30-34","30","5","5.524","5.403","10.927"
"152","Chile","2010","30-34","30","5","643.27","636.913","1280.183"
"156","China","2010","30-34","30","5","50086.834","47534.857","97621.691"
"344","China, Hong Kong SAR","2010","30-34","30","5","223.354","317.876","541.23"
"446","China, Macao SAR","2010","30-34","30","5","18.651","19.889","38.54"
"158","China, Taiwan Province of China","2010","30-34","30","5","1020.502","1014.507","2035.009"
"170","Colombia","2010","30-34","30","5","1674.406","1777.63","3452.036"
"174","Comoros","2010","30-34","30","5","22.96","22.601","45.561"
"178","Congo","2010","30-34","30","5","160.207","160.517","320.724"
"188","Costa Rica","2010","30-34","30","5","175.487","173.252","348.739"
"191","Croatia","2010","30-34","30","5","150.339","145.764","296.103"
"192","Cuba","2010","30-34","30","5","332.686","322.082","654.768"
"531","Cura̤ao","2010","30-34","30","5","3.359","4.375","7.734"
"196","Cyprus","2010","30-34","30","5","47.167","45.697","92.864"
"203","Czechia","2010","30-34","30","5","475.342","448.164","923.506"
"384","C̫te d'Ivoire","2010","30-34","30","5","662.83","644.434","1307.264"
"408","Dem. People's Republic of Korea","2010","30-34","30","5","808.609","786.47","1595.079"
"180","Democratic Republic of the Congo","2010","30-34","30","5","1901.505","1923.979","3825.484"
"208","Denmark","2010","30-34","30","5","174.397","173.079","347.476"
"262","Djibouti","2010","30-34","30","5","36.929","32.605","69.534"
"214","Dominican Republic","2010","30-34","30","5","357.611","354.945","712.556"
"218","Ecuador","2010","30-34","30","5","560.578","560.489","1121.067"
"818","Egypt","2010","30-34","30","5","3127.599","3038.534","6166.133"
"222","El Salvador","2010","30-34","30","5","190.54","236.437","426.977"
"226","Equatorial Guinea","2010","30-34","30","5","51.273","32.065","83.338"
"232","Eritrea","2010","30-34","30","5","100.239","103.117","203.356"
"233","Estonia","2010","30-34","30","5","47.151","44.571","91.722"
"748","Eswatini","2010","30-34","30","5","29.936","38.939","68.875"
"231","Ethiopia","2010","30-34","30","5","2549.627","2593.333","5142.96"
"242","Fiji","2010","30-34","30","5","34.059","32.332","66.391"
"246","Finland","2010","30-34","30","5","173.357","164.399","337.756"
"250","France","2010","30-34","30","5","1884.139","1918.57","3802.709"
"254","French Guiana","2010","30-34","30","5","8.821","9.405","18.226"
"258","French Polynesia","2010","30-34","30","5","9.745","9.264","19.009"
"266","Gabon","2010","30-34","30","5","64.399","56.914","121.313"
"270","Gambia","2010","30-34","30","5","51.93","57.577","109.507"
"268","Georgia","2010","30-34","30","5","139.634","143.938","283.572"
"276","Germany","2010","30-34","30","5","2375.934","2345.22","4721.154"
"288","Ghana","2010","30-34","30","5","868.69","846.198","1714.888"
"300","Greece","2010","30-34","30","5","414.058","398.051","812.109"
"308","Grenada","2010","30-34","30","5","3.459","3.399","6.858"
"312","Guadeloupe","2010","30-34","30","5","9.003","12.507","21.51"
"316","Guam","2010","30-34","30","5","5.294","5.128","10.422"
"320","Guatemala","2010","30-34","30","5","473.587","522.888","996.475"
"324","Guinea","2010","30-34","30","5","244.525","308.144","552.669"
"624","Guinea-Bissau","2010","30-34","30","5","46.179","50.163","96.342"
"328","Guyana","2010","30-34","30","5","26.107","26.534","52.641"
"332","Haiti","2010","30-34","30","5","333.947","356.809","690.756"
"340","Honduras","2010","30-34","30","5","298.134","304.192","602.326"
"348","Hungary","2010","30-34","30","5","413.15","405.304","818.454"
"352","Iceland","2010","30-34","30","5","11.641","11.008","22.649"
"356","India","2010","30-34","30","5","48547.628","44686.028","93233.656"
"360","Indonesia","2010","30-34","30","5","10163.688","10042.623","20206.311"
"364","Iran (Islamic Republic of)","2010","30-34","30","5","3331.723","3267.368","6599.091"
"368","Iraq","2010","30-34","30","5","1041.257","1007.669","2048.926"
"372","Ireland","2010","30-34","30","5","194.562","200.46","395.022"
"376","Israel","2010","30-34","30","5","270.002","270.965","540.967"
"380","Italy","2010","30-34","30","5","1965.971","1972.686","3938.657"
"388","Jamaica","2010","30-34","30","5","91.028","99.851","190.879"
"392","Japan","2010","30-34","30","5","4296.178","4133.042","8429.22"
"400","Jordan","2010","30-34","30","5","283.913","264.448","548.361"
"398","Kazakhstan","2010","30-34","30","5","617.6","617.549","1235.149"
"404","Kenya","2010","30-34","30","5","1454.214","1472.341","2926.555"
"296","Kiribati","2010","30-34","30","5","3.193","3.498","6.691"
"414","Kuwait","2010","30-34","30","5","247.936","144.329","392.265"
"417","Kyrgyzstan","2010","30-34","30","5","186.594","184.69","371.284"
"428","Latvia","2010","30-34","30","5","70.11","69.487","139.597"
"422","Lebanon","2010","30-34","30","5","189.904","193.956","383.86"
"426","Lesotho","2010","30-34","30","5","70.288","71.931","142.219"
"430","Liberia","2010","30-34","30","5","129.659","128.169","257.828"
"434","Libya","2010","30-34","30","5","317.677","297.127","614.804"
"440","Lithuania","2010","30-34","30","5","98.424","99.867","198.291"
"442","Luxembourg","2010","30-34","30","5","18.912","18.766","37.678"
"450","Madagascar","2010","30-34","30","5","688.005","685.208","1373.213"
"454","Malawi","2010","30-34","30","5","432.3","442.298","874.598"
"458","Malaysia","2010","30-34","30","5","1108.772","983.739","2092.511"
"462","Maldives","2010","30-34","30","5","16.916","13.451","30.367"
"466","Mali","2010","30-34","30","5","464.193","463.013","927.206"
"470","Malta","2010","30-34","30","5","15.355","14.313","29.668"
"474","Martinique","2010","30-34","30","5","8.16","11.241","19.401"
"478","Mauritania","2010","30-34","30","5","119.618","117.884","237.502"
"480","Mauritius","2010","30-34","30","5","52.031","51.116","103.147"
"175","Mayotte","2010","30-34","30","5","6.056","7.891","13.947"
"928","Melanesia","2010","30-34","30","5","342.755","329.813","672.568"
"484","Mexico","2010","30-34","30","5","4179.879","4569.326","8749.205"
"954","Micronesia","2010","30-34","30","5","16.225","16.653","32.878"
"496","Mongolia","2010","30-34","30","5","115.524","114.868","230.392"
"499","Montenegro","2010","30-34","30","5","21.472","21.893","43.365"
"504","Morocco","2010","30-34","30","5","1136.301","1283.244","2419.545"
"508","Mozambique","2010","30-34","30","5","685.725","755.501","1441.226"
"104","Myanmar","2010","30-34","30","5","1982.217","2118.215","4100.432"
"516","Namibia","2010","30-34","30","5","72.976","75.722","148.698"
"524","Nepal","2010","30-34","30","5","849.05","978.529","1827.579"
"528","Netherlands","2010","30-34","30","5","506.562","497.724","1004.286"
"540","New Caledonia","2010","30-34","30","5","9.606","9.855","19.461"
"554","New Zealand","2010","30-34","30","5","129.22","140.503","269.723"
"558","Nicaragua","2010","30-34","30","5","216.672","232.136","448.808"
"562","Niger","2010","30-34","30","5","414.701","460.827","875.528"
"566","Nigeria","2010","30-34","30","5","5231.603","5082.622","10314.225"
"807","North Macedonia","2010","30-34","30","5","80.375","76.665","157.04"
"578","Norway","2010","30-34","30","5","160.97","154.934","315.904"
"1835","Oceania (excluding Australia and New Zealand)","2010","30-34","30","5","381.178","368.266","749.444"
"512","Oman","2010","30-34","30","5","220.363","125.565","345.928"
"586","Pakistan","2010","30-34","30","5","6176.054","5884.361","12060.415"
"591","Panama","2010","30-34","30","5","142.515","140.263","282.778"
"598","Papua New Guinea","2010","30-34","30","5","271.846","259.6","531.446"
"600","Paraguay","2010","30-34","30","5","225.417","214.262","439.679"
"604","Peru","2010","30-34","30","5","1071.667","1101.551","2173.218"
"608","Philippines","2010","30-34","30","5","3468.15","3364.245","6832.395"
"616","Poland","2010","30-34","30","5","1548.852","1513.577","3062.429"
"957","Polynesia","2010","30-34","30","5","22.198","21.8","43.998"
"620","Portugal","2010","30-34","30","5","387.636","401.068","788.704"
"630","Puerto Rico","2010","30-34","30","5","124.047","128.849","252.896"
"634","Qatar","2010","30-34","30","5","237.343","57.028","294.371"
"410","Republic of Korea","2010","30-34","30","5","2001.778","1908.11","3909.888"
"498","Republic of Moldova","2010","30-34","30","5","157.079","155.501","312.58"
"642","Romania","2010","30-34","30","5","814.52","792.505","1607.025"
"643","Russian Federation","2010","30-34","30","5","5363.187","5471.805","10834.992"
"646","Rwanda","2010","30-34","30","5","311.606","332.093","643.699"
"638","R̩union","2010","30-34","30","5","22.673","27.46","50.133"
"662","Saint Lucia","2010","30-34","30","5","6.46","6.665","13.125"
"670","Saint Vincent and the Grenadines","2010","30-34","30","5","3.875","3.904","7.779"
"882","Samoa","2010","30-34","30","5","5.985","5.622","11.607"
"678","Sao Tome and Principe","2010","30-34","30","5","6.308","6.252","12.56"
"682","Saudi Arabia","2010","30-34","30","5","1721.867","1111.556","2833.423"
"686","Senegal","2010","30-34","30","5","368.123","428.651","796.774"
"688","Serbia","2010","30-34","30","5","320.055","316.002","636.057"
"690","Seychelles","2010","30-34","30","5","4.198","3.564","7.762"
"694","Sierra Leone","2010","30-34","30","5","209.134","201.615","410.749"
"702","Singapore","2010","30-34","30","5","224.139","212.035","436.174"
"703","Slovakia","2010","30-34","30","5","238.376","228.572","466.948"
"705","Slovenia","2010","30-34","30","5","83.682","74.686","158.368"
"90","Solomon Islands","2010","30-34","30","5","19.073","20.088","39.161"
"706","Somalia","2010","30-34","30","5","319.904","328.255","648.159"
"724","Spain","2010","30-34","30","5","2140.085","2017.153","4157.238"
"144","Sri Lanka","2010","30-34","30","5","792.281","822.88","1615.161"
"275","State of Palestine","2010","30-34","30","5","132.706","128.41","261.116"
"729","Sudan","2010","30-34","30","5","1062.408","1119.682","2182.09"
"740","Suriname","2010","30-34","30","5","18.696","18.244","36.94"
"752","Sweden","2010","30-34","30","5","294.674","282.245","576.919"
"756","Switzerland","2010","30-34","30","5","260.965","262.25","523.215"
"760","Syrian Arab Republic","2010","30-34","30","5","802.796","813.024","1615.82"
"762","Tajikistan","2010","30-34","30","5","252.182","249.345","501.527"
"764","Thailand","2010","30-34","30","5","2676.801","2742.738","5419.539"
"626","Timor-Leste","2010","30-34","30","5","24.87","24.665","49.535"
"768","Togo","2010","30-34","30","5","218.071","221.938","440.009"
"776","Tonga","2010","30-34","30","5","3.344","3.534","6.878"
"780","Trinidad and Tobago","2010","30-34","30","5","52.142","51.847","103.989"
"788","Tunisia","2010","30-34","30","5","413.103","443.661","856.764"
"792","Turkey","2010","30-34","30","5","2934.231","2973.978","5908.209"
"795","Turkmenistan","2010","30-34","30","5","196.775","198.904","395.679"
"800","Uganda","2010","30-34","30","5","907.996","965.507","1873.503"
"804","Ukraine","2010","30-34","30","5","1708.272","1747.805","3456.077"
"784","United Arab Emirates","2010","30-34","30","5","1285.197","294.032","1579.229"
"826","United Kingdom","2010","30-34","30","5","2070.617","2077.435","4148.052"
"834","United Republic of Tanzania","2010","30-34","30","5","1434.67","1422.851","2857.521"
"850","United States Virgin Islands","2010","30-34","30","5","2.819","3.313","6.132"
"840","United States of America","2010","30-34","30","5","9937.116","9925.061","19862.177"
"858","Uruguay","2010","30-34","30","5","120.844","120.902","241.746"
"860","Uzbekistan","2010","30-34","30","5","1071.545","1084.529","2156.074"
"548","Vanuatu","2010","30-34","30","5","8.171","7.938","16.109"
"862","Venezuela (Bolivarian Republic of)","2010","30-34","30","5","1075.011","1088.243","2163.254"
"704","Viet Nam","2010","30-34","30","5","3635.156","3585.003","7220.159"
"887","Yemen","2010","30-34","30","5","729.377","693.706","1423.083"
"894","Zambia","2010","30-34","30","5","434.389","441.796","876.185"
"716","Zimbabwe","2010","30-34","30","5","407.73","471.291","879.021"
"4","Afghanistan","2010","35-39","35","5","706.162","657.692","1363.854"
"8","Albania","2010","35-39","35","5","84.539","94.268","178.807"
"12","Algeria","2010","35-39","35","5","1250.055","1250.591","2500.646"
"24","Angola","2010","35-39","35","5","564.223","590.5","1154.723"
"28","Antigua and Barbuda","2010","35-39","35","5","3.183","3.861","7.044"
"32","Argentina","2010","35-39","35","5","1311.913","1380.905","2692.818"
"51","Armenia","2010","35-39","35","5","77.275","91.514","168.789"
"533","Aruba","2010","35-39","35","5","3.458","3.961","7.419"
"36","Australia","2010","35-39","35","5","807.708","816.551","1624.259"
"40","Austria","2010","35-39","35","5","295.87","298.074","593.944"
"31","Azerbaijan","2010","35-39","35","5","304.979","325.573","630.552"
"44","Bahamas","2010","35-39","35","5","14.127","15.324","29.451"
"48","Bahrain","2010","35-39","35","5","88.411","41.413","129.824"
"50","Bangladesh","2010","35-39","35","5","5007.744","5031.084","10038.828"
"52","Barbados","2010","35-39","35","5","10.007","10.74","20.747"
"112","Belarus","2010","35-39","35","5","321.273","337.676","658.949"
"56","Belgium","2010","35-39","35","5","376.826","364.364","741.19"
"84","Belize","2010","35-39","35","5","10.232","10.737","20.969"
"204","Benin","2010","35-39","35","5","232.94","241.233","474.173"
"64","Bhutan","2010","35-39","35","5","22.645","18.925","41.57"
"68","Bolivia (Plurinational State of)","2010","35-39","35","5","304.466","301.454","605.92"
"70","Bosnia and Herzegovina","2010","35-39","35","5","133.27","131.687","264.957"
"72","Botswana","2010","35-39","35","5","63.19","68.008","131.198"
"76","Brazil","2010","35-39","35","5","7021.273","7223.687","14244.96"
"96","Brunei Darussalam","2010","35-39","35","5","16.971","16.245","33.216"
"100","Bulgaria","2010","35-39","35","5","281.784","263.876","545.66"
"854","Burkina Faso","2010","35-39","35","5","368.652","387.044","755.696"
"108","Burundi","2010","35-39","35","5","159.161","173.119","332.28"
"132","Cabo Verde","2010","35-39","35","5","16.668","13.059","29.727"
"116","Cambodia","2010","35-39","35","5","412.942","441.691","854.633"
"120","Cameroon","2010","35-39","35","5","515.148","513.941","1029.089"
"124","Canada","2010","35-39","35","5","1154.005","1142.97","2296.975"
"148","Chad","2010","35-39","35","5","263.786","262.271","526.057"
"830","Channel Islands","2010","35-39","35","5","5.749","5.781","11.53"
"152","Chile","2010","35-39","35","5","618.466","620.779","1239.245"
"156","China","2010","35-39","35","5","62418.022","59488.495","121906.517"
"344","China, Hong Kong SAR","2010","35-39","35","5","234.784","325.097","559.881"
"446","China, Macao SAR","2010","35-39","35","5","20.204","24.903","45.107"
"158","China, Taiwan Province of China","2010","35-39","35","5","890.052","884.499","1774.551"
"170","Colombia","2010","35-39","35","5","1452.63","1623.619","3076.249"
"174","Comoros","2010","35-39","35","5","18.699","18.484","37.183"
"178","Congo","2010","35-39","35","5","133.797","133.349","267.146"
"188","Costa Rica","2010","35-39","35","5","151.344","153.253","304.597"
"191","Croatia","2010","35-39","35","5","149.015","146.133","295.148"
"192","Cuba","2010","35-39","35","5","494.39","488.316","982.706"
"531","Cura̤ao","2010","35-39","35","5","4.209","5.583","9.792"
"196","Cyprus","2010","35-39","35","5","38.293","42.908","81.201"
"203","Czechia","2010","35-39","35","5","447.86","422.883","870.743"
"384","C̫te d'Ivoire","2010","35-39","35","5","541.507","505.041","1046.548"
"408","Dem. People's Republic of Korea","2010","35-39","35","5","1118.751","1100.143","2218.894"
"180","Democratic Republic of the Congo","2010","35-39","35","5","1572.1","1599.105","3171.205"
"208","Denmark","2010","35-39","35","5","195.122","193.313","388.435"
"262","Djibouti","2010","35-39","35","5","31.1","26.081","57.181"
"214","Dominican Republic","2010","35-39","35","5","321.742","323.464","645.206"
"218","Ecuador","2010","35-39","35","5","504.824","510.781","1015.605"
"818","Egypt","2010","35-39","35","5","2506.775","2528.203","5034.978"
"222","El Salvador","2010","35-39","35","5","169.957","214.162","384.119"
"226","Equatorial Guinea","2010","35-39","35","5","35.97","23.302","59.272"
"232","Eritrea","2010","35-39","35","5","75.104","77.215","152.319"
"233","Estonia","2010","35-39","35","5","47.919","46.665","94.584"
"748","Eswatini","2010","35-39","35","5","26.13","31.92","58.05"
"231","Ethiopia","2010","35-39","35","5","2194.322","2142.703","4337.025"
"242","Fiji","2010","35-39","35","5","28.609","26.997","55.606"
"246","Finland","2010","35-39","35","5","159.57","151.379","310.949"
"250","France","2010","35-39","35","5","2146.283","2166.757","4313.04"
"254","French Guiana","2010","35-39","35","5","8.654","8.972","17.626"
"258","French Polynesia","2010","35-39","35","5","10.361","10.024","20.385"
"266","Gabon","2010","35-39","35","5","54.715","46.953","101.668"
"270","Gambia","2010","35-39","35","5","40.994","44.949","85.943"
"268","Georgia","2010","35-39","35","5","132.836","140.881","273.717"
"276","Germany","2010","35-39","35","5","2542.481","2466.425","5008.906"
"288","Ghana","2010","35-39","35","5","755.403","740.746","1496.149"
"300","Greece","2010","35-39","35","5","413.058","408.174","821.232"
"308","Grenada","2010","35-39","35","5","3.47","3.141","6.611"
"312","Guadeloupe","2010","35-39","35","5","12.062","16.603","28.665"
"316","Guam","2010","35-39","35","5","5.64","5.494","11.134"
"320","Guatemala","2010","35-39","35","5","359.926","419.817","779.743"
"324","Guinea","2010","35-39","35","5","188.83","252.571","441.401"
"624","Guinea-Bissau","2010","35-39","35","5","36.836","39.722","76.558"
"328","Guyana","2010","35-39","35","5","25.413","25.665","51.078"
"332","Haiti","2010","35-39","35","5","250.152","277.93","528.082"
"340","Honduras","2010","35-39","35","5","237.939","250.164","488.103"
"348","Hungary","2010","35-39","35","5","397.786","388.661","786.447"
"352","Iceland","2010","35-39","35","5","11.272","10.55","21.822"
"356","India","2010","35-39","35","5","42927.606","39923.21","82850.816"
"360","Indonesia","2010","35-39","35","5","9521.598","9297.702","18819.3"
"364","Iran (Islamic Republic of)","2010","35-39","35","5","2624.732","2574.933","5199.665"
"368","Iraq","2010","35-39","35","5","872.584","872.09","1744.674"
"372","Ireland","2010","35-39","35","5","186.975","187.362","374.337"
"376","Israel","2010","35-39","35","5","246.693","247.888","494.581"
"380","Italy","2010","35-39","35","5","2339.881","2360.207","4700.088"
"388","Jamaica","2010","35-39","35","5","91.68","98.168","189.848"
"392","Japan","2010","35-39","35","5","5136.315","4932.402","10068.717"
"400","Jordan","2010","35-39","35","5","256.375","233.802","490.177"
"398","Kazakhstan","2010","35-39","35","5","570.453","583.773","1154.226"
"404","Kenya","2010","35-39","35","5","1145.7","1159.858","2305.558"
"296","Kiribati","2010","35-39","35","5","2.657","2.941","5.598"
"414","Kuwait","2010","35-39","35","5","195.742","130.307","326.049"
"417","Kyrgyzstan","2010","35-39","35","5","166.978","169.502","336.48"
"428","Latvia","2010","35-39","35","5","73.166","74.427","147.593"
"422","Lebanon","2010","35-39","35","5","180.483","175.543","356.026"
"426","Lesotho","2010","35-39","35","5","48.023","49.722","97.745"
"430","Liberia","2010","35-39","35","5","105.715","105.559","211.274"
"434","Libya","2010","35-39","35","5","278.568","256.521","535.089"
"440","Lithuania","2010","35-39","35","5","105.177","110.951","216.128"
"442","Luxembourg","2010","35-39","35","5","19.675","19.837","39.512"
"450","Madagascar","2010","35-39","35","5","565.196","570.538","1135.734"
"454","Malawi","2010","35-39","35","5","342.212","351.26","693.472"
"458","Malaysia","2010","35-39","35","5","992.899","926.402","1919.301"
"462","Maldives","2010","35-39","35","5","13.818","11.21","25.028"
"466","Mali","2010","35-39","35","5","365.852","372.546","738.398"
"470","Malta","2010","35-39","35","5","14.219","13.755","27.974"
"474","Martinique","2010","35-39","35","5","11.452","15.975","27.427"
"478","Mauritania","2010","35-39","35","5","96.446","96.696","193.142"
"480","Mauritius","2010","35-39","35","5","44.95","44.185","89.135"
"175","Mayotte","2010","35-39","35","5","5.704","6.199","11.903"
"928","Melanesia","2010","35-39","35","5","293.196","281.971","575.167"
"484","Mexico","2010","35-39","35","5","3954.708","4321.539","8276.247"
"954","Micronesia","2010","35-39","35","5","16.619","16.787","33.406"
"496","Mongolia","2010","35-39","35","5","105.273","105.299","210.572"
"499","Montenegro","2010","35-39","35","5","20.352","21.487","41.839"
"504","Morocco","2010","35-39","35","5","994.227","1136.825","2131.052"
"508","Mozambique","2010","35-39","35","5","523.909","623.732","1147.641"
"104","Myanmar","2010","35-39","35","5","1761.622","1931.307","3692.929"
"516","Namibia","2010","35-39","35","5","59.919","63.397","123.316"
"524","Nepal","2010","35-39","35","5","766.582","816.373","1582.955"
"528","Netherlands","2010","35-39","35","5","582.205","576.062","1158.267"
"540","New Caledonia","2010","35-39","35","5","10.608","10.496","21.104"
"554","New Zealand","2010","35-39","35","5","143.348","158.659","302.007"
"558","Nicaragua","2010","35-39","35","5","171.732","193.258","364.99"
"562","Niger","2010","35-39","35","5","353.251","377.74","730.991"
"566","Nigeria","2010","35-39","35","5","4221.23","4122.554","8343.784"
"807","North Macedonia","2010","35-39","35","5","75.555","72.746","148.301"
"578","Norway","2010","35-39","35","5","184.088","175.562","359.65"
"1835","Oceania (excluding Australia and New Zealand)","2010","35-39","35","5","332.532","320.651","653.183"
"512","Oman","2010","35-39","35","5","183.152","78.942","262.094"
"586","Pakistan","2010","35-39","35","5","5151.042","4913.425","10064.467"
"591","Panama","2010","35-39","35","5","134.034","133.021","267.055"
"598","Papua New Guinea","2010","35-39","35","5","230.354","220.786","451.14"
"600","Paraguay","2010","35-39","35","5","178.295","170.44","348.735"
"604","Peru","2010","35-39","35","5","965.149","1018.501","1983.65"
"608","Philippines","2010","35-39","35","5","3073.27","2990.691","6063.961"
"616","Poland","2010","35-39","35","5","1350.623","1333.912","2684.535"
"957","Polynesia","2010","35-39","35","5","22.717","21.893","44.61"
"620","Portugal","2010","35-39","35","5","407.606","426.189","833.795"
"630","Puerto Rico","2010","35-39","35","5","116.333","126.573","242.906"
"634","Qatar","2010","35-39","35","5","221.024","44.775","265.799"
"410","Republic of Korea","2010","35-39","35","5","2263.214","2148.658","4411.872"
"498","Republic of Moldova","2010","35-39","35","5","136.539","140.419","276.958"
"642","Romania","2010","35-39","35","5","806.112","774.177","1580.289"
"643","Russian Federation","2010","35-39","35","5","4963.535","5130.588","10094.123"
"646","Rwanda","2010","35-39","35","5","233.961","257.462","491.423"
"638","R̩union","2010","35-39","35","5","25.6","30.09","55.69"
"662","Saint Lucia","2010","35-39","35","5","6.231","6.749","12.98"
"670","Saint Vincent and the Grenadines","2010","35-39","35","5","3.796","3.614","7.41"
"882","Samoa","2010","35-39","35","5","5.789","5.175","10.964"
"678","Sao Tome and Principe","2010","35-39","35","5","4.35","4.365","8.715"
"682","Saudi Arabia","2010","35-39","35","5","1593.464","961.769","2555.233"
"686","Senegal","2010","35-39","35","5","288.255","347.357","635.612"
"688","Serbia","2010","35-39","35","5","311.043","310.783","621.826"
"690","Seychelles","2010","35-39","35","5","4.126","3.662","7.788"
"694","Sierra Leone","2010","35-39","35","5","169.678","165.969","335.647"
"702","Singapore","2010","35-39","35","5","243.66","221.468","465.128"
"703","Slovakia","2010","35-39","35","5","209.565","203.644","413.209"
"705","Slovenia","2010","35-39","35","5","78.087","69.85","147.937"
"90","Solomon Islands","2010","35-39","35","5","16.725","16.688","33.413"
"706","Somalia","2010","35-39","35","5","278.787","291.19","569.977"
"724","Spain","2010","35-39","35","5","2120.715","1963.516","4084.231"
"144","Sri Lanka","2010","35-39","35","5","693.677","709.846","1403.523"
"275","State of Palestine","2010","35-39","35","5","108.07","105.673","213.743"
"729","Sudan","2010","35-39","35","5","905.247","936.81","1842.057"
"740","Suriname","2010","35-39","35","5","19.813","19.628","39.441"
"752","Sweden","2010","35-39","35","5","321.708","312.015","633.723"
"756","Switzerland","2010","35-39","35","5","283.641","281.491","565.132"
"760","Syrian Arab Republic","2010","35-39","35","5","611.694","624.641","1236.335"
"762","Tajikistan","2010","35-39","35","5","214.863","219.138","434.001"
"764","Thailand","2010","35-39","35","5","2774.202","2925.712","5699.914"
"626","Timor-Leste","2010","35-39","35","5","29.123","27.92","57.043"
"768","Togo","2010","35-39","35","5","174.532","179.287","353.819"
"776","Tonga","2010","35-39","35","5","3.239","3.324","6.563"
"780","Trinidad and Tobago","2010","35-39","35","5","46.519","46.882","93.401"
"788","Tunisia","2010","35-39","35","5","359.159","379.088","738.247"
"792","Turkey","2010","35-39","35","5","2625.951","2724.38","5350.331"
"795","Turkmenistan","2010","35-39","35","5","166.927","171.168","338.095"
"800","Uganda","2010","35-39","35","5","717.28","751.027","1468.307"
"804","Ukraine","2010","35-39","35","5","1576.701","1642.585","3219.286"
"784","United Arab Emirates","2010","35-39","35","5","1105.004","232.604","1337.608"
"826","United Kingdom","2010","35-39","35","5","2097.572","2128.689","4226.261"
"834","United Republic of Tanzania","2010","35-39","35","5","1158.315","1146.992","2305.307"
"850","United States Virgin Islands","2010","35-39","35","5","3.129","3.526","6.655"
"840","United States of America","2010","35-39","35","5","9973.477","10012.876","19986.353"
"858","Uruguay","2010","35-39","35","5","113.187","114.526","227.713"
"860","Uzbekistan","2010","35-39","35","5","927.667","957.252","1884.919"
"548","Vanuatu","2010","35-39","35","5","6.9","7.004","13.904"
