Year,Month,Quarter,Airline,Type,PassengerToIndia,PassengerFromIndia,FreightToIndia,FreightFromIndia
2015,APR,Q2,UNITED PARCEL SERVICES,FOREIGN,0,0,557.364,500.04
2015,APR,Q2,UZBEKISTAN AIRWAYS,FOREIGN,3534,4630,202.878,658.552
2015,APR,Q2,VIRGIN ATLANTIC AIRLINES,FOREIGN,4264,7260,284.363,334.767
2015,APR,Q2,YEMENIA AIRWAYS,FOREIGN,0,0,0,0
2015,MAY,Q2,AIR INDIA,DOMESTIC,222994,251497,3357.024,4769.77
2015,MAY,Q2,AIR INDIA EXPRESS,DOMESTIC,117266,122448,0,0
2015,MAY,Q2,INDIGO,DOMESTIC,73260,73799,460.6142,524.77273
2015,MAY,Q2,JET AIRWAYS,DOMESTIC,295978,311967,4222.10908,6226.34836
2015,MAY,Q2,SPICEJET,DOMESTIC,44465,50169,0,264.3112
2015,MAY,Q2,AEROFLOT,FOREIGN,4108,6933,14.228,322.291
2015,MAY,Q2,AEROLOGIC,FOREIGN,0,0,1.793,1.818
2015,MAY,Q2,AIR ARABIA,FOREIGN,75183,80255,131.837,1191.691
2015,MAY,Q2,AIR ASIA BERHAD,FOREIGN,21707,20546,59.635,263.409
2015,MAY,Q2,AIR AUSTRAL,FOREIGN,293,326,1.364,2.727
2015,MAY,Q2,AIR CHINA,FOREIGN,1572,2634,114.702,114.399
2015,MAY,Q2,AIR FRANCE,FOREIGN,12973,16182,596.367,1141.588
2015,MAY,Q2,AIR MANAS,FOREIGN,399,566,0,26.238
2015,MAY,Q2,AIR MAURITIUS,FOREIGN,8840,10107,18.362,317.094
2015,MAY,Q2,AIR ASTANA,FOREIGN,1212,1807,2.612,35.661
2015,MAY,Q2,AIR SEYCHELLES,FOREIGN,1351,1723,0.493,4.594
2015,MAY,Q2,ALL NIPPON AIRWAYS,FOREIGN,3319,5575,400.563,428.38
2015,MAY,Q2,ARIANA AFGHAN,FOREIGN,1237,1865,0.017,26.459
2015,MAY,Q2,ASIANA AIRLINES,FOREIGN,2040,2482,23.896,74.92
2015,MAY,Q2,AUSTRIAN AIRLINES,FOREIGN,2549,5375,163.777,191.233
2015,MAY,Q2,BANGKOK AIRWAYS,FOREIGN,3951,4471,3.594,54.869
2015,MAY,Q2,BHUTAN AIRLINES,FOREIGN,2649,2613,0,0
2015,MAY,Q2,BIMAN BANGLADESH,FOREIGN,2969,3498,0.196,5.74
2015,MAY,Q2,BRITISH AIRWAYS,FOREIGN,36068,47572,1557,3078
2015,MAY,Q2,BUDHHA AIR,FOREIGN,0,0,0,0
2015,MAY,Q2,CATHAY PACIFIC,FOREIGN,63244,70860,7889.609,5543.726
2015,MAY,Q2,CHINA AIRLINES LTD,FOREIGN,750,5081,83.202,86.403
2015,MAY,Q2,CHINA EASTERN AIRLINES,FOREIGN,7550,8493,310.059,320.743
2015,MAY,Q2,CHINA SOUTHERN ,FOREIGN,5368,6434,32.191,45.193
2015,MAY,Q2,DRAGON AIR,FOREIGN,8501,8012,172.34,275.782
2015,MAY,Q2,DRUK AIR,FOREIGN,3358,3821,0.284,4.961
2015,MAY,Q2,EGYPT AIR,FOREIGN,1117,1920,31.629,19.709
2015,MAY,Q2,EL-AL-ISRAEL,FOREIGN,2002,2334,63.92,111.105
2015,MAY,Q2,EMIRATES AIRLINE,FOREIGN,226543,245332,6306.609,13489.185
2015,MAY,Q2,ETHIOPIAN AIRLINES,FOREIGN,3408,4229,298.416,155.181
2015,MAY,Q2,ETIHAD AIRLINES,FOREIGN,77154,89352,1086.446,2205.328
2015,MAY,Q2,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,MAY,Q2,FEDERAL EXPRESS,FOREIGN,0,0,1436.805,2127.354
2015,MAY,Q2,FINN AIR,FOREIGN,1830,3250,167.504,213.741
2015,MAY,Q2,FLY DUBAI,FOREIGN,17849,18746,21.413,296.025
2015,MAY,Q2,GULF AIR,FOREIGN,37124,37152,331.192,600.421
2015,MAY,Q2,IRAN AIR,FOREIGN,1933,2298,0.588,53.384
2015,MAY,Q2,IRAQI AIRWAYS,FOREIGN,0,303,0,0
2015,MAY,Q2,ISLAND AVIATION SERVICES,FOREIGN,3383,3247,4.874,76.123
2015,MAY,Q2,JAPAN AIRLINES,FOREIGN,3152,4255,394.921,272.461
2015,MAY,Q2,KALITTA AIR,FOREIGN,0,0,874.001,866.969
2015,MAY,Q2,KAM AIR,FOREIGN,3000,3500,0,66.679
2015,MAY,Q2,KENYA AIRWAYS,FOREIGN,7770,9584,18.258,210.626
2015,MAY,Q2,KLM AIRLINES,FOREIGN,5867,6943,180.853,445.53
2015,MAY,Q2,KOREAN AIR,FOREIGN,1640,2439,58.393,108.98
2015,MAY,Q2,KUWAIT AIRWAYS,FOREIGN,24617,26583,303.207,1106.22
2015,MAY,Q2,LUFTHANSA,FOREIGN,46693,55943,3469.438,2774.521
2015,MAY,Q2,MAHAN AIR,FOREIGN,1092,1365,7.402,107.6
2015,MAY,Q2,MALAYSIA AIRLINES,FOREIGN,45229,45374,1290.2,1397.97
2015,MAY,Q2,MALINDO AIRWAYS,FOREIGN,22064,20920,0,0
2015,MAY,Q2,MIHIN LANKA,FOREIGN,4017,3896,0,0
2015,MAY,Q2,MYANMAR AIRLINES,FOREIGN,0,0,0,0
2015,MAY,Q2,NEPAL AIRLINES CORPORATION,FOREIGN,1949,1609,0,0
2015,MAY,Q2,OMAN AIR,FOREIGN,57679,62855,89.99,924.765
2015,MAY,Q2,PAK INTERNATIONAL,FOREIGN,915,2327,5.139,34.646
2015,MAY,Q2,QATAR AIRWATYS,FOREIGN,82310,86492,3805.287,6490.686
2015,MAY,Q2,REGENT AIRWAYS,FOREIGN,3400,3524,0,0
2015,MAY,Q2,SAFI AIRWAYS,FOREIGN,1645,1992,4.897,20.419
2015,MAY,Q2,SAUDIA,FOREIGN,52440,63352,199.824,2961.802
2015,MAY,Q2,SILK AIR,FOREIGN,20195,20866,55.993,241.526
2015,MAY,Q2,SINGAPORE AIRLINES,FOREIGN,47021,53670,2733.951,2957.67
2015,MAY,Q2,SRILNKAN AIRWAYS,FOREIGN,65596,64455,506.014,1439.411
2015,MAY,Q2,SWISS AIR,FOREIGN,10656,14061,711.331,927.698
2015,MAY,Q2,TAJIK AIR,FOREIGN,331,271,0,6.895
2015,MAY,Q2,THAI AIRWAYS,FOREIGN,54876,61864,2199.145,1561.707
2015,MAY,Q2,TIGER AIRWAYS,FOREIGN,30594,28642,82.375,332.273
2015,MAY,Q2,TRANSAERO AIRLINES,FOREIGN,1004,2892,0.191,59.724
2015,MAY,Q2,TURKISH AIRLINES,FOREIGN,14827,18594,699.414,1119.864
2015,MAY,Q2,TURKMENISTAN AIRLINES,FOREIGN,1701,2748,0,10.367
2015,MAY,Q2,UNITED AIRLINES,FOREIGN,14534,15727,301.462,365.532
2015,MAY,Q2,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,876,931,0,0
2015,MAY,Q2,UNITED PARCEL SERVICES,FOREIGN,0,0,528.597,511.363
2015,MAY,Q2,UZBEKISTAN AIRWAYS,FOREIGN,3954,3839,250.391,582.624
2015,MAY,Q2,VIRGIN ATLANTIC AIRLINES,FOREIGN,3494,6743,214.489,397.101
2015,MAY,Q2,YEMENIA AIRWAYS,FOREIGN,0,246,0,0
2015,JUN,Q2,AIR INDIA,DOMESTIC,237722,221364,3632.916,5106.215
2015,JUN,Q2,AIR INDIA EXPRESS,DOMESTIC,112489,102613,0,0
2015,JUN,Q2,INDIGO,DOMESTIC,74143,64839,88.1895,947.27757
2015,JUN,Q2,JET AIRWAYS,DOMESTIC,295413,270825,3800.09203,6288.3928
2015,JUN,Q2,SPICEJET,DOMESTIC,43637,42596,0,263.843
2015,JUN,Q2,AEROFLOT,FOREIGN,5765,6012,15.176,293.703
2015,JUN,Q2,AEROLOGIC,FOREIGN,0,0,0,0
2015,JUN,Q2,AIR ARABIA,FOREIGN,75902,69726,109.921,1126.566
2015,JUN,Q2,AIR ASIA BERHAD,FOREIGN,25188,23805,21.912,304.39
2015,JUN,Q2,AIR AUSTRAL,FOREIGN,125,69,2.485,0
2015,JUN,Q2,AIR CHINA,FOREIGN,2754,1991,130.279,99.191
2015,JUN,Q2,AIR FRANCE,FOREIGN,15498,16235,612.293,1208.125
2015,JUN,Q2,AIR MANAS,FOREIGN,1291,613,0.5,38.603
2015,JUN,Q2,AIR MAURITIUS,FOREIGN,7932,7653,37.631,268.018
2015,JUN,Q2,AIR ASTANA,FOREIGN,2129,1703,0.953,19.983
2015,JUN,Q2,AIR SEYCHELLES,FOREIGN,1660,1299,1.182,6.507
2015,JUN,Q2,ALL NIPPON AIRWAYS,FOREIGN,651,5900,351.637,393.629
2015,JUN,Q2,ARIANA AFGHAN,FOREIGN,1416,1769,1.108,25.767
2015,JUN,Q2,ASIANA AIRLINES,FOREIGN,2032,2257,37.814,85.261
2015,JUN,Q2,AUSTRIAN AIRLINES,FOREIGN,5503,5402,185.08,226.971
2015,JUN,Q2,BANGKOK AIRWAYS,FOREIGN,3968,3748,5.033,38.637
2015,JUN,Q2,BHUTAN AIRLINES,FOREIGN,1554,1366,0,0
2015,JUN,Q2,BIMAN BANGLADESH,FOREIGN,2952,7909,0.046,1.735
2015,JUN,Q2,BRITISH AIRWAYS,FOREIGN,44104,44580,1475,3107
2015,JUN,Q2,BUDHHA AIR,FOREIGN,0,0,0,0
2015,JUN,Q2,CATHAY PACIFIC,FOREIGN,32052,29030,6723.78,3603.328
2015,JUN,Q2,CHINA AIRLINES LTD,FOREIGN,904,4991,59.316,78.253
2015,JUN,Q2,CHINA EASTERN AIRLINES,FOREIGN,7442,7329,276.767,188.906
2015,JUN,Q2,CHINA SOUTHERN ,FOREIGN,5200,5671,58.879,38.806
2015,JUN,Q2,DRAGON AIR,FOREIGN,7302,6176,255.707,338.574
2015,JUN,Q2,DRUK AIR,FOREIGN,3648,3548,0.156,5.255
2015,JUN,Q2,EGYPT AIR,FOREIGN,1496,1309,17.813,12.506
2015,JUN,Q2,EL-AL-ISRAEL,FOREIGN,1765,2293,71.375,99.591
2015,JUN,Q2,EMIRATES AIRLINE,FOREIGN,239086,198873,5980.437,13827.406
2015,JUN,Q2,ETHIOPIAN AIRLINES,FOREIGN,0,0,270.357,181.052
2015,JUN,Q2,ETIHAD AIRLINES,FOREIGN,98918,85366,1195.554,2313.592
2015,JUN,Q2,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,JUN,Q2,FEDERAL EXPRESS,FOREIGN,0,0,1274.656,2139.84
2015,JUN,Q2,FINN AIR,FOREIGN,2802,2957,149.664,192.579
2015,JUN,Q2,FLY DUBAI,FOREIGN,19703,17804,13.355,285.691
2015,JUN,Q2,GULF AIR,FOREIGN,37508,31030,95.262,728.488
2015,JUN,Q2,IRAN AIR,FOREIGN,1815,619,0.746,31.545
2015,JUN,Q2,IRAQI AIRWAYS,FOREIGN,0,237,0,0
2015,JUN,Q2,ISLAND AVIATION SERVICES,FOREIGN,2865,3342,8.287,77.337
2015,JUN,Q2,JAPAN AIRLINES,FOREIGN,3774,4153,343.26,183.341
2015,JUN,Q2,KALITTA AIR,FOREIGN,0,0,587.329,801.445
2015,JUN,Q2,KAM AIR,FOREIGN,2500,2500,0,28.495
2015,JUN,Q2,KENYA AIRWAYS,FOREIGN,5472,7865,13.509,227.211
2015,JUN,Q2,KLM AIRLINES,FOREIGN,6658,6951,236.76,451.064
2015,JUN,Q2,KOREAN AIR,FOREIGN,2079,2019,65.055,124.068
2015,JUN,Q2,KUWAIT AIRWAYS,FOREIGN,21832,20575,167.247,999.18
2015,JUN,Q2,LUFTHANSA,FOREIGN,43649,43888,3586.136,3357.845
2015,JUN,Q2,MAHAN AIR,FOREIGN,1540,70,6.386,96.315
2015,JUN,Q2,MALAYSIA AIRLINES,FOREIGN,40223,37781,1416.388,1401.453
2015,JUN,Q2,MALINDO AIRWAYS,FOREIGN,19927,18410,0,0
2015,JUN,Q2,MIHIN LANKA,FOREIGN,3507,3185,0,0
2015,JUN,Q2,MYANMAR AIRLINES,FOREIGN,0,0,0,0
2015,JUN,Q2,NEPAL AIRLINES CORPORATION,FOREIGN,2935,2863,0,0
2015,JUN,Q2,OMAN AIR,FOREIGN,58759,52806,130.851,765.947
2015,JUN,Q2,PAK INTERNATIONAL,FOREIGN,1190,2119,5.314,34.211
2015,JUN,Q2,QATAR AIRWATYS,FOREIGN,84429,74042,3487.87,6394.161
2015,JUN,Q2,REGENT AIRWAYS,FOREIGN,3416,3652,0,0
2015,JUN,Q2,SAFI AIRWAYS,FOREIGN,1650,1869,3.302,22.828
2015,JUN,Q2,SAUDIA,FOREIGN,61253,55267,113.214,2833.576
2015,JUN,Q2,SILK AIR,FOREIGN,18891,17998,67.018,274.156
2015,JUN,Q2,SINGAPORE AIRLINES,FOREIGN,58090,54308,2600.824,3000.091
2015,JUN,Q2,SRILNKAN AIRWAYS,FOREIGN,59737,50654,550.462,1550.032
2015,JUN,Q2,SWISS AIR,FOREIGN,13179,13498,767.884,898.036
2015,JUN,Q2,TAJIK AIR,FOREIGN,257,110,0,1.074
2015,JUN,Q2,THAI AIRWAYS,FOREIGN,56708,57555,2009.059,1466.668
2015,JUN,Q2,TIGER AIRWAYS,FOREIGN,28109,26516,82.565,289.035
2015,JUN,Q2,TRANSAERO AIRLINES,FOREIGN,1848,1251,0.161,79.015
2015,JUN,Q2,TURKISH AIRLINES,FOREIGN,17599,16853,863.254,974.607
2015,JUN,Q2,TURKMENISTAN AIRLINES,FOREIGN,1470,1820,0,4.991
2015,JUN,Q2,UNITED AIRLINES,FOREIGN,7025,6770,139.402,78.022
2015,JUN,Q2,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,640,1629,0,0
2015,JUN,Q2,UNITED PARCEL SERVICES,FOREIGN,0,0,516.449,483.15
2015,JUN,Q2,UZBEKISTAN AIRWAYS,FOREIGN,5015,4516,425.151,768.912
2015,JUN,Q2,VIRGIN ATLANTIC AIRLINES,FOREIGN,5265,6069,244.884,370.702
2015,JUN,Q2,YEMENIA AIRWAYS,FOREIGN,0,72,0,0
2015,JUL,Q3,AIR INDIA,DOMESTIC,257942,203884,3919.597,4567.417
2015,JUL,Q3,AIR INDIA EXPRESS,DOMESTIC,122785,96440,18.538,335.351
2015,JUL,Q3,INDIGO,DOMESTIC,77118,59568,46.526,986.69499
2015,JUL,Q3,JET AIRWAYS,DOMESTIC,314157,252636,3898.10454,5927.86303
2015,JUL,Q3,SPICEJET,DOMESTIC,46181,40404,0,261.8575
2015,JUL,Q3,AEROFLOT,FOREIGN,6163,4650,18.981,271.583
2015,JUL,Q3,AEROLOGIC,FOREIGN,0,0,2.006,1.813
2015,JUL,Q3,AIR ARABIA,FOREIGN,80227,64608,47.113,1182.842
2015,JUL,Q3,AIR ASIA BERHAD,FOREIGN,23602,23178,22.971,345.281
2015,JUL,Q3,AIR ASTANA,FOREIGN,2559,1457,1.705,30.408
2015,JUL,Q3,AIR AUSTRAL,FOREIGN,271,225,2.323,1.458
2015,JUL,Q3,AIR CHINA,FOREIGN,2546,2427,98.136,127.537
2015,JUL,Q3,AIR FRANCE,FOREIGN,16003,16753,605.886,1156.136
2015,JUL,Q3,AIR MANAS,FOREIGN,954,417,0,21.669
2015,JUL,Q3,AIR MAURITIUS,FOREIGN,6990,5482,67.471,203.448
2015,JUL,Q3,AIR SEYCHELLES,FOREIGN,1877,1583,0.007,2.75
2015,JUL,Q3,ALL NIPPON AIRWAYS,FOREIGN,428,467,0,0
2015,JUL,Q3,ARIANA AFGHAN,FOREIGN,1577,1684,0,0.349
2015,JUL,Q3,ASIANA AIRLINES,FOREIGN,2985,2460,73.292,0.101
2015,JUL,Q3,AUSTRIAN AIRLINES,FOREIGN,5818,4828,197.452,264.537
2015,JUL,Q3,BANGKOK AIRWAYS,FOREIGN,3664,3724,6.014,48.96
2015,JUL,Q3,BHUTAN AIRLINES,FOREIGN,1343,1306,0,0
2015,JUL,Q3,BIMAN BANGLADESH,FOREIGN,3509,3008,0.016,1.778
2015,JUL,Q3,BRITISH AIRWAYS,FOREIGN,46742,41056,1548,2986
2015,JUL,Q3,BUDHHA AIR,FOREIGN,0,0,0,0
2015,JUL,Q3,CATHAY PACIFIC,FOREIGN,32236,27323,6243.813,4022.005
2015,JUL,Q3,CHINA AIRLINES LTD,FOREIGN,919,4699,119.788,91.86
2015,JUL,Q3,CHINA EASTERN AIRLINES,FOREIGN,6565,5304,173.86,188.995
2015,JUL,Q3,CHINA SOUTHERN ,FOREIGN,6250,4764,51.432,47.552
2015,JUL,Q3,DRAGON AIR,FOREIGN,7251,6152,297.259,317.2
2015,JUL,Q3,DRUK AIR,FOREIGN,2765,2519,0.245,4.147
2015,JUL,Q3,EGYPT AIR,FOREIGN,977,1056,0.965,8.715
2015,JUL,Q3,EL-AL-ISRAEL,FOREIGN,2629,2015,62.697,118.732
2015,JUL,Q3,EMIRATES AIRLINE,FOREIGN,252167,186638,5274.534,13023.982
2015,JUL,Q3,ETHIOPIAN AIRLINES,FOREIGN,10838,9841,273.437,1587.975
2015,JUL,Q3,ETIHAD AIRLINES,FOREIGN,105986,80835,1275.207,2299.812
2015,JUL,Q3,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,JUL,Q3,FEDERAL EXPRESS,FOREIGN,0,0,1247.853,2079.546
2015,JUL,Q3,FINN AIR,FOREIGN,3285,2453,151.028,213.461
2015,JUL,Q3,FLY DUBAI,FOREIGN,21441,17399,12.55,283.289
2015,JUL,Q3,GULF AIR,FOREIGN,32240,24962,39.706,656.373
2015,JUL,Q3,IRAN AIR,FOREIGN,846,860,0.393,24.027
2015,JUL,Q3,IRAQI AIRWAYS,FOREIGN,0,220,0,0
2015,JUL,Q3,ISLAND AVIATION SERVICES,FOREIGN,2968,2342,12.184,79.555
2015,JUL,Q3,JAPAN AIRLINES,FOREIGN,3792,3852,436.312,158.261
2015,JUL,Q3,KALITTA AIR,FOREIGN,0,0,1269.734,1073.814
2015,JUL,Q3,KAM AIR,FOREIGN,2400,1000,0,40.101
2015,JUL,Q3,KENYA AIRWAYS,FOREIGN,8789,7339,12.654,250.841
2015,JUL,Q3,KLM AIRLINES,FOREIGN,6907,7198,250.111,427.455
2015,JUL,Q3,KOREAN AIR,FOREIGN,2141,1926,54.165,85.696
2015,JUL,Q3,KUWAIT AIRWAYS,FOREIGN,25254,18255,116.98,1002.38
2015,JUL,Q3,LUFTHANSA,FOREIGN,57321,56267,3545.982,2903.68
2015,JUL,Q3,MAHAN AIR,FOREIGN,763,761,10.268,73.071
2015,JUL,Q3,MALAYSIA AIRLINES,FOREIGN,36690,36283,1465.038,1401.783
2015,JUL,Q3,MALINDO AIRWAYS,FOREIGN,18059,17747,0,29.559
2015,JUL,Q3,MIHIN LANKA,FOREIGN,4945,4387,1.079,0.133
2015,JUL,Q3,MYANMAR AIRLINES,FOREIGN,0,0,0,0
2015,JUL,Q3,NEPAL AIRLINES CORPORATION,FOREIGN,4158,3955,0,0
2015,JUL,Q3,OMAN AIR,FOREIGN,59051,51524,175.856,760.504
2015,JUL,Q3,PAK INTERNATIONAL,FOREIGN,985,1392,8.989,29.842
2015,JUL,Q3,QATAR AIRWATYS,FOREIGN,88549,67697,3699.347,6354.446
2015,JUL,Q3,REGENT AIRWAYS,FOREIGN,4943,4696,0,0
2015,JUL,Q3,SAFI AIRWAYS,FOREIGN,2521,2373,16.406,33.324
2015,JUL,Q3,SAUDIA,FOREIGN,67910,42597,62.416,2527.164
2015,JUL,Q3,SILK AIR,FOREIGN,17160,17648,73.929,223.63
2015,JUL,Q3,SINGAPORE AIRLINES,FOREIGN,47150,46905,3349.931,2909.327
2015,JUL,Q3,SRILNKAN AIRWAYS,FOREIGN,54450,46938,802.985,1710.868
2015,JUL,Q3,SWISS AIR,FOREIGN,13216,12854,901.577,895.985
2015,JUL,Q3,TAJIK AIR,FOREIGN,218,185,0,2.84
2015,JUL,Q3,THAI AIR ASIA,FOREIGN,3031,2861,27.723,34.291
2015,JUL,Q3,THAI AIRWAYS,FOREIGN,53395,54894,2329.661,1371.283
2015,JUL,Q3,TIGER AIRWAYS,FOREIGN,27392,26305,96.08,308.254
2015,JUL,Q3,TRANSAERO AIRLINES,FOREIGN,2435,1230,2.496,91.412
2015,JUL,Q3,TURKISH AIRLINES,FOREIGN,17592,15871,905.02,1010.348
2015,JUL,Q3,TURKMENISTAN AIRLINES,FOREIGN,4056,1594,0.62,18.005
2015,JUL,Q3,UNITED AIRLINES,FOREIGN,14723,15149,247.663,347.463
2015,JUL,Q3,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,504,646,0,0
2015,JUL,Q3,UNITED PARCEL SERVICES,FOREIGN,0,0,547.395,473.89
2015,JUL,Q3,UZBEKISTAN AIRWAYS,FOREIGN,5383,3300,260.736,718.698
2015,JUL,Q3,VIRGIN ATLANTIC AIRLINES,FOREIGN,7507,5894,287.556,46.226
2015,JUL,Q3,YEMENIA AIRWAYS,FOREIGN,0,298,0,0
2015,AUG,Q3,AIR INDIA,DOMESTIC,217740,274220,3510.166,4460.054
2015,AUG,Q3,AIR INDIA EXPRESS,DOMESTIC,104937,129962,14.233,471.962
2015,AUG,Q3,INDIGO,DOMESTIC,57990,76653,80.2795,971.23829
2015,AUG,Q3,JET AIRWAYS,DOMESTIC,280364,325454,4252.29073,5916.3616
2015,AUG,Q3,SPICEJET,DOMESTIC,38760,50297,15.75679,214.47231
2015,AUG,Q3,AEROFLOT,FOREIGN,4989,6866,8.183,225.616
2015,AUG,Q3,AEROLOGIC,FOREIGN,0,0,1.992,2.031
2015,AUG,Q3,AIR ARABIA,FOREIGN,64930,80236,108.834,1145.169
2015,AUG,Q3,AIR ASIA BERHAD,FOREIGN,17944,17842,21.732,288.026
2015,AUG,Q3,AIR ASTANA,FOREIGN,3208,2429,1.037,37.996
2015,AUG,Q3,AIR AUSTRAL,FOREIGN,179,273,5.087,0.486
2015,AUG,Q3,AIR CHINA,FOREIGN,1562,2284,66.196,72.002
2015,AUG,Q3,AIR FRANCE,FOREIGN,14136,18075,630.167,1114.526
2015,AUG,Q3,AIR MANAS,FOREIGN,633,1032,0,23.29
2015,AUG,Q3,AIR MAURITIUS,FOREIGN,5185,6114,9.904,211.413
2015,AUG,Q3,AIR SEYCHELLES,FOREIGN,1896,1802,0.216,4.011
2015,AUG,Q3,ALL NIPPON AIRWAYS,FOREIGN,5393,6037,371.918,378.718
2015,AUG,Q3,ARIANA AFGHAN,FOREIGN,1753,1448,0,40.01
2015,AUG,Q3,ASIANA AIRLINES,FOREIGN,2358,3154,56.263,86.574
2015,AUG,Q3,AUSTRIAN AIRLINES,FOREIGN,5122,6572,171.533,252.985
2015,AUG,Q3,BANGKOK AIRWAYS,FOREIGN,3510,3510,1.256,67.617
2015,AUG,Q3,BHUTAN AIRLINES,FOREIGN,1737,1749,0,0
2015,AUG,Q3,BIMAN BANGLADESH,FOREIGN,2902,3297,0.24,0.167
2015,AUG,Q3,BRITISH AIRWAYS,FOREIGN,35159,49114,1639,2891
2015,AUG,Q3,BUDHHA AIR,FOREIGN,0,0,0,0
2015,AUG,Q3,CATHAY PACIFIC,FOREIGN,28236,33758,14916.471,3725.095
2015,AUG,Q3,CHINA AIRLINES LTD,FOREIGN,946,4925,75.26,82.321
2015,AUG,Q3,CHINA EASTERN AIRLINES,FOREIGN,5960,6746,171.707,150.197
2015,AUG,Q3,CHINA SOUTHERN ,FOREIGN,5384,6149,51.428,48.507
2015,AUG,Q3,DRAGON AIR,FOREIGN,0,0,0,0
2015,AUG,Q3,DRUK AIR,FOREIGN,878,891,0.025,1.219
2015,AUG,Q3,EGYPT AIR,FOREIGN,1499,1676,0.835,4.293
2015,AUG,Q3,EL-AL-ISRAEL,FOREIGN,2341,2945,60.09,115.817
2015,AUG,Q3,EMIRATES AIRLINE,FOREIGN,172429,259564,5714.753,12878.79
2015,AUG,Q3,ETHIOPIAN AIRLINES,FOREIGN,3563,3790,352.881,488.637
2015,AUG,Q3,ETIHAD AIRLINES,FOREIGN,83785,115340,1709.754,2306.942
2015,AUG,Q3,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,AUG,Q3,FEDERAL EXPRESS,FOREIGN,0,0,1163.166,1932.768
2015,AUG,Q3,FINN AIR,FOREIGN,2641,3391,137.675,190.845
2015,AUG,Q3,FLY DUBAI,FOREIGN,16912,20865,23.806,258.368
2015,AUG,Q3,GULF AIR,FOREIGN,29769,39695,78.653,703.257
2015,AUG,Q3,IRAN AIR,FOREIGN,1206,1582,1.249,38.858
2015,AUG,Q3,IRAQI AIRWAYS,FOREIGN,1524,946,0,0
2015,AUG,Q3,ISLAND AVIATION SERVICES,FOREIGN,3751,3422,9.59,80.682
2015,AUG,Q3,JAPAN AIRLINES,FOREIGN,3625,4116,384.444,189.768
2015,AUG,Q3,KALITTA AIR,FOREIGN,0,0,1083.337,862.75
2015,AUG,Q3,KAM AIR,FOREIGN,2500,1500,0,55.43
2015,AUG,Q3,KENYA AIRWAYS,FOREIGN,9423,7706,270.002,4.856
2015,AUG,Q3,KLM AIRLINES,FOREIGN,3661,3852,233.414,430.478
2015,AUG,Q3,KOREAN AIR,FOREIGN,1806,2383,341.76,77.243
2015,AUG,Q3,KUWAIT AIRWAYS,FOREIGN,18153,25139,87.912,942.943
2015,AUG,Q3,LUFTHANSA,FOREIGN,49750,59287,3135.365,2438.119
2015,AUG,Q3,MAHAN AIR,FOREIGN,937,1107,5.71,73.741
2015,AUG,Q3,MALAYSIA AIRLINES,FOREIGN,33870,34686,1306.366,1305.836
2015,AUG,Q3,MALINDO AIRWAYS,FOREIGN,20585,18464,15.94,61.629
2015,AUG,Q3,MIHIN LANKA,FOREIGN,6810,6094,0.216,0.048
2015,AUG,Q3,MYANMAR AIRLINES,FOREIGN,0,0,0,0
2015,AUG,Q3,NEPAL AIRLINES CORPORATION,FOREIGN,3873,3441,0,0
2015,AUG,Q3,OMAN AIR,FOREIGN,45885,65686,187.981,824.609
2015,AUG,Q3,PAK INTERNATIONAL,FOREIGN,875,2750,5.651,32.168
2015,AUG,Q3,QATAR AIRWATYS,FOREIGN,77064,92188,4248.669,6640.071
2015,AUG,Q3,REGENT AIRWAYS,FOREIGN,5064,5920,0,0
2015,AUG,Q3,SAFI AIRWAYS,FOREIGN,2476,2113,5.514,33.015
2015,AUG,Q3,SAUDIA,FOREIGN,36147,68686,116.496,2084.897
2015,AUG,Q3,SILK AIR,FOREIGN,16909,20678,98.522,212.425
2015,AUG,Q3,SINGAPORE AIRLINES,FOREIGN,42407,45296,3413.233,2951.787
2015,AUG,Q3,SRILNKAN AIRWAYS,FOREIGN,57895,60031,607.284,1452.941
2015,AUG,Q3,SWISS AIR,FOREIGN,10716,13020,794.083,897.187
2015,AUG,Q3,TAJIK AIR,FOREIGN,167,192,0,1.494
2015,AUG,Q3,THAI AIR ASIA,FOREIGN,2971,3045,29.632,23.138
2015,AUG,Q3,THAI AIRWAYS,FOREIGN,50933,56106,2350.187,1393.095
2015,AUG,Q3,TIGER AIRWAYS,FOREIGN,29271,27456,88.005,331.412
2015,AUG,Q3,TRANSAERO AIRLINES,FOREIGN,1842,2454,0,82.564
2015,AUG,Q3,TURKISH AIRLINES,FOREIGN,17043,18911,773.244,1101.151
2015,AUG,Q3,TURKMENISTAN AIRLINES,FOREIGN,3747,4990,0.62,34.593
2015,AUG,Q3,UNITED AIRLINES,FOREIGN,14528,15567,235.569,317.892
2015,AUG,Q3,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,125,436,0,0
2015,AUG,Q3,UNITED PARCEL SERVICES,FOREIGN,0,0,515.271,427.596
2015,AUG,Q3,UZBEKISTAN AIRWAYS,FOREIGN,5566,5132,810.282,853.959
